word,pred_seed42,gold_segmentation,source,sentence,pred_seed123,pred_seed456,correct_seed42,correct_seed123,correct_seed456
finalı,final + ı,final + ı,Bakı,"2020-ci ildə şəhərdə UEFA Avro 2020-nin qrup mərhələsi və 1/4 finalı keçirilməli idi, amma COVID-19 pandemiyası səbəbindən turnir təxirə salındı.",final + ı,final + ı,1,1,1
keçirilməli,keçir + ilməli,keç + ir + il + məli,Bakı,"2020-ci ildə şəhərdə UEFA Avro 2020-nin qrup mərhələsi və 1/4 finalı keçirilməli idi, amma COVID-19 pandemiyası səbəbindən turnir təxirə salındı.",keçirilmə + li,keçirilmə + li,0,0,0
COVID,COVID,covid,Bakı,"2020-ci ildə şəhərdə UEFA Avro 2020-nin qrup mərhələsi və 1/4 finalı keçirilməli idi, amma COVID-19 pandemiyası səbəbindən turnir təxirə salındı.",COVID,COVID,1,1,1
pandemiyası,pandemiya + sı,pandemiya + sı,Bakı,"2020-ci ildə şəhərdə UEFA Avro 2020-nin qrup mərhələsi və 1/4 finalı keçirilməli idi, amma COVID-19 pandemiyası səbəbindən turnir təxirə salındı.",pandemiya + sı,pandemiya + sı,1,1,1
səbəbindən,səbəb + indən,səbəb + in + dən,Bakı,"2020-ci ildə şəhərdə UEFA Avro 2020-nin qrup mərhələsi və 1/4 finalı keçirilməli idi, amma COVID-19 pandemiyası səbəbindən turnir təxirə salındı.",səbəb + indən,səbəb + indən,0,0,0
turnir,tur + nir,turnir,Bakı,"2020-ci ildə şəhərdə UEFA Avro 2020-nin qrup mərhələsi və 1/4 finalı keçirilməli idi, amma COVID-19 pandemiyası səbəbindən turnir təxirə salındı.",tur + nir,tur + nir,0,0,0
təxirə,təxir + ə,təxirə,Bakı,"2020-ci ildə şəhərdə UEFA Avro 2020-nin qrup mərhələsi və 1/4 finalı keçirilməli idi, amma COVID-19 pandemiyası səbəbindən turnir təxirə salındı.",təxir + ə,təxir + ə,0,0,0
salındı,salın + dı,sal + ın + dı,Bakı,"2020-ci ildə şəhərdə UEFA Avro 2020-nin qrup mərhələsi və 1/4 finalı keçirilməli idi, amma COVID-19 pandemiyası səbəbindən turnir təxirə salındı.",salın + dı,salın + dı,0,0,0
Buğanın,Buğa + nın,buğa + n + ın,Bakı,Buğanın sağ və sol tərəfi şir təsvirləri ilə əhatələnmişdir.,Buğa + nın,Buğa + nın,0,0,0
tərəfi,tərəf + i,tərəf + i,Bakı,Buğanın sağ və sol tərəfi şir təsvirləri ilə əhatələnmişdir.,tərəf + i,tərəf + i,1,1,1
təsvirləri,təsvir + ləri,təsvir + lər + i,Bakı,Buğanın sağ və sol tərəfi şir təsvirləri ilə əhatələnmişdir.,təsvir + ləri,təsvir + ləri,0,0,0
əhatələnmişdir,əhatələ + nmişdir,əhatə + lən + miş + dir,Bakı,Buğanın sağ və sol tərəfi şir təsvirləri ilə əhatələnmişdir.,əhatə + lənmişdir,əhatə + lənmişdir,0,0,0
dövrdə,dövr + də,dövr + də,Bakı,Bu dövrdə Cənubi Azərbaycandan da on minlərlə azərbaycanlı Bakıya miqrasiya etmişdi.,dövr + də,dövr + də,1,1,1
Cənubi,Cənub + i,cənubi,Bakı,Bu dövrdə Cənubi Azərbaycandan da on minlərlə azərbaycanlı Bakıya miqrasiya etmişdi.,Cənub + i,Cənub + i,0,0,0
minlərlə,min + lərlə,min + lər + lə,Bakı,Bu dövrdə Cənubi Azərbaycandan da on minlərlə azərbaycanlı Bakıya miqrasiya etmişdi.,min + lərlə,min + lərlə,0,0,0
azərbaycanlı,azərbaycan + lı,azərbaycan + lı,Bakı,Bu dövrdə Cənubi Azərbaycandan da on minlərlə azərbaycanlı Bakıya miqrasiya etmişdi.,azərbaycan + lı,azərbaycan + lı,1,1,1
Bakıya,Bakı + ya,bakı + ya,Bakı,Bu dövrdə Cənubi Azərbaycandan da on minlərlə azərbaycanlı Bakıya miqrasiya etmişdi.,Bakı + ya,Bakı + ya,1,1,1
miqrasiya,miqrasiya,miqrasiya,Bakı,Bu dövrdə Cənubi Azərbaycandan da on minlərlə azərbaycanlı Bakıya miqrasiya etmişdi.,miqrasiya,miqrasiya,1,1,1
etmişdi,et + mişdi,et + miş + di,Bakı,Bu dövrdə Cənubi Azərbaycandan da on minlərlə azərbaycanlı Bakıya miqrasiya etmişdi.,etmiş + di,etmiş + di,0,0,0
XVIIXIX,XVIIX + ix,xviixix,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",XVIIX + ix,XVIIXIX,0,0,1
əsrlər,əsr + lər,əsr + lər,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",əsr + lər,əsr + lər,1,1,1
təbii,təbii,təbii,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",təbii,təb + ii,1,1,0
sərvətləri,sərvət + ləri,sərvət + lər + i,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",sərvət + ləri,sərvət + ləri,0,0,0
habelə,habelə,habelə,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",habel + ə,habel + ə,1,0,0
hərbistrateji,hərbistratej + i,hərbi + strateji,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",hərbistratej + i,hərbistratej + i,0,0,0
əhəmiyyəti,əhəmiyyət + i,əhəmiyyət + i,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",əhəmiyyət + i,əhəmiyyət + i,1,1,1
XVIII,XVIII,xviii,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",XVII + i,XVIII,1,0,1
əsrin,əsr + in,əsr + in,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",əsr + in,əsr + in,1,1,1
əvvəllərindən,əvvəl + lərindən,əvvəl + lər + in + dən,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",əvvəl + lərindən,əvvəl + lərindən,0,0,0
etibarən,etibar + ən,etibar + ən,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",etibar + ən,etibar + ən,1,1,1
Rusiyanın,Rusiya + nın,rusiya + n + ın,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",Rusiya + nın,Rusiya + nın,0,0,0
diqqətini,diqqət + ini,diqqət + i + ni,Bakı,"XVII–XIX əsrlər Bakının zəngin təbii sərvətləri, habelə mühüm hərbi-strateji əhəmiyyəti XVIII əsrin əvvəllərindən etibarən Rusiyanın diqqətini cəlb edirdi.",diqqət + ini,diqqət + ini,0,0,0
aprel,aprel,aprel,Bakı,14 aprel 1967-ci ildə Bakı şəhərinin üçüncü gerbi qəbul edilmişdir.,aprel,aprel,1,1,1
üçüncü,üçünc + ü,üç + ün + cü,Bakı,14 aprel 1967-ci ildə Bakı şəhərinin üçüncü gerbi qəbul edilmişdir.,üçünc + ü,üçünc + ü,0,0,0
qəbul,qəbul,qəbul,Bakı,14 aprel 1967-ci ildə Bakı şəhərinin üçüncü gerbi qəbul edilmişdir.,qəbul,qəbul,1,1,1
edilmişdir,edil + mişdir,et + il + miş + dir,Bakı,14 aprel 1967-ci ildə Bakı şəhərinin üçüncü gerbi qəbul edilmişdir.,edil + mişdir,edil + mişdir,0,0,0
Statistika,Statistika,statistika,Bakı,"Dövlət Statistika Komitəsinin 2014-cü ildə yaydığı məlumata əsasən, Azərbaycanda 30 beşulduzlu otel var və onların əksəriyyəti Bakıda yerləşir.",Statistika,Statistika,1,1,1
yaydığı,yay + dığı,yay + dığ + ı,Bakı,"Dövlət Statistika Komitəsinin 2014-cü ildə yaydığı məlumata əsasən, Azərbaycanda 30 beşulduzlu otel var və onların əksəriyyəti Bakıda yerləşir.",yaydığ + ı,yaydığ + ı,0,0,0
məlumata,məlumat + a,məlumat + a,Bakı,"Dövlət Statistika Komitəsinin 2014-cü ildə yaydığı məlumata əsasən, Azərbaycanda 30 beşulduzlu otel var və onların əksəriyyəti Bakıda yerləşir.",məlumat + a,məlumat + a,1,1,1
əsasən,əsası + n,əsas + ən,Bakı,"Dövlət Statistika Komitəsinin 2014-cü ildə yaydığı məlumata əsasən, Azərbaycanda 30 beşulduzlu otel var və onların əksəriyyəti Bakıda yerləşir.",əsasən,əsasən,0,0,0
Azərbaycanda,Azərbaycan + da,azərbaycan + da,Bakı,"Dövlət Statistika Komitəsinin 2014-cü ildə yaydığı məlumata əsasən, Azərbaycanda 30 beşulduzlu otel var və onların əksəriyyəti Bakıda yerləşir.",Azərbaycan + da,Azərbaycan + da,1,1,1
beşulduzlu,beşulduz + lu,beş + ulduz + lu,Bakı,"Dövlət Statistika Komitəsinin 2014-cü ildə yaydığı məlumata əsasən, Azərbaycanda 30 beşulduzlu otel var və onların əksəriyyəti Bakıda yerləşir.",beşulduz + lu,beşulduz + lu,0,0,0
onların,on + ların,on + lar + ın,Bakı,"Dövlət Statistika Komitəsinin 2014-cü ildə yaydığı məlumata əsasən, Azərbaycanda 30 beşulduzlu otel var və onların əksəriyyəti Bakıda yerləşir.",on + ların,on + ların,0,0,0
əksəriyyəti,əksəriyyət + i,əksər + iyyət + i,Bakı,"Dövlət Statistika Komitəsinin 2014-cü ildə yaydığı məlumata əsasən, Azərbaycanda 30 beşulduzlu otel var və onların əksəriyyəti Bakıda yerləşir.",əksəriyyət + i,əksəriyyət + i,0,0,0
Müharibənin,Müharibə + nin,müharibə + n + in,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",Müharibə + nin,Müharibə + nin,0,0,0
həlledici,həlledic + i,həlledici,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",həlledic + i,həlledic + i,0,0,0
Xəzər,Xəzər,xəzər,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",Xəzər,Xəzər,1,1,1
dənizi,dəniz + i,dəniz + i,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",dəniz + i,dəniz + i,1,1,1
cəbhəyə,cəbhə + yə,cəbhə + y + ə,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",cəbhə + yə,cəbhə + yə,0,0,0
Həştərxan,Həştərxan,həştərxan,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",Həştərxan,Həştərxan,1,1,1
vasitəsilə,vasitə + silə,vasitə + si + lə,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",vasitə + silə,vasitə + silə,0,0,0
məhsulları,məhsul + ları,məhsul + lar + ı,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",məhsul + ları,məhsul + ları,0,0,0
daşınmışdır,daşın + mışdır,daşı + n + mış + dır,Bakı,"Müharibənin həlledici mərhələsi olan 1942-ci ildə Xəzər dənizi ilə cəbhəyə 505 min ton, Həştərxan vasitəsilə 336 min ton neft məhsulları daşınmışdır.",daşın + mışdır,daşınmış + dır,0,0,0
əvvəllərində,əvvəl + lərində,əvvəl + lər + in + də,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",əvvəl + lərində,əvvəl + lərində,0,0,0
tarixçi,tarix + çi,tarix + çi,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",tarixç + i,tarixçi,1,0,0
Əhməd,Əhməd,Əhməd,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",ƙhməd,Əhməd,1,0,1
ərRazinin,ərRazi + nin,ərRazi + n + in,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",ərRazi + nin,ərRazi + nin,0,0,0
məlumatına,məlumat + ına,məlumat + ı + n + a,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",məlumat + ına,məlumat + ına,0,0,0
ətrafında,ətraf + ında,ətraf + ı + n + da,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",ətraf + ında,ətraf + ında,0,0,0
qədər,qədər,qədər,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",qədər,qədər,1,1,1
çalası,çala + sı,çala + sı,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",çala + sı,çala + sı,1,1,1
mövcud,mövcud,mövcud,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",mövcu + d,mövcu + d,1,0,0
olmuş,ol + muş,ol + muş,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",ol + muş,ol + muş,1,1,1
onlardan,on + lardan,o + n + lar + dan,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",on + lardan,on + lardan,0,0,0
hasil,hasil,hasil,Bakı,"XVI əsrin əvvəllərində tarixçi Əmin Əhməd ər-Razinin məlumatına görə, Bakı ətrafında 500-ə qədər neft çalası və quyu mövcud olmuş və onlardan ağ və qara neft hasil edilmişdir.",hasil,hasil,1,1,1
illərində,il + lərində,il + lər + in + də,Bakı,XIII əsrin 30-cu illərində monqollar Azərbaycana hücum edərək bir çox şəhərləri işğal etdilər.,il + lərində,il + lərində,0,0,0
monqollar,monqol + lar,monqol + lar,Bakı,XIII əsrin 30-cu illərində monqollar Azərbaycana hücum edərək bir çox şəhərləri işğal etdilər.,monqol + lar,monqol + lar,1,1,1
Azərbaycana,Azərbaycan + a,azərbaycan + a,Bakı,XIII əsrin 30-cu illərində monqollar Azərbaycana hücum edərək bir çox şəhərləri işğal etdilər.,Azərbaycan + a,Azərbaycan + a,1,1,1
hücum,hücum,hücum,Bakı,XIII əsrin 30-cu illərində monqollar Azərbaycana hücum edərək bir çox şəhərləri işğal etdilər.,hücum,hücum,1,1,1
edərək,ed + ərək,et + ər + ək,Bakı,XIII əsrin 30-cu illərində monqollar Azərbaycana hücum edərək bir çox şəhərləri işğal etdilər.,edərək,edərək,0,0,0
şəhərləri,şəhər + ləri,şəhər + lər + i,Bakı,XIII əsrin 30-cu illərində monqollar Azərbaycana hücum edərək bir çox şəhərləri işğal etdilər.,şəhər + ləri,şəhər + ləri,0,0,0
işğal,işğal,işğal,Bakı,XIII əsrin 30-cu illərində monqollar Azərbaycana hücum edərək bir çox şəhərləri işğal etdilər.,işğal,işğal,1,1,1
şəhərində,şəhər + ində,şəhər + in + də,Bakı,Bakı şəhərində və Abşeron yarımadasında insanlar çox qədim zamanlardan məskunlaşmış və burada yaşayış məntəqələri yaratmışlar.,şəhər + ində,şəhər + ində,0,0,0
Abşeron,Abşeron,abşeron,Bakı,Bakı şəhərində və Abşeron yarımadasında insanlar çox qədim zamanlardan məskunlaşmış və burada yaşayış məntəqələri yaratmışlar.,Abşeron,Abşeron,1,1,1
yarımadasında,yarımada + sında,yarımada + sı + n + da,Bakı,Bakı şəhərində və Abşeron yarımadasında insanlar çox qədim zamanlardan məskunlaşmış və burada yaşayış məntəqələri yaratmışlar.,yarımada + sında,yarımada + sında,0,0,0
insanlar,insan + lar,insan + lar,Bakı,Bakı şəhərində və Abşeron yarımadasında insanlar çox qədim zamanlardan məskunlaşmış və burada yaşayış məntəqələri yaratmışlar.,insan + lar,insan + lar,1,1,1
qədim,qədim,qədim,Bakı,Bakı şəhərində və Abşeron yarımadasında insanlar çox qədim zamanlardan məskunlaşmış və burada yaşayış məntəqələri yaratmışlar.,qədim,qədim,1,1,1
