word,pred_seed42,gold_segmentation,source,sentence,pred_seed123,pred_seed456,correct_seed42,correct_seed123,correct_seed456
képzettek,képzet + tek,képzet + tek,Budapest,"kerületben, míg a magasan képzettek közül a legtöbben (100 253 fő) a XI.",képzett + ek,képzett + ek,1,0,0
közül,köz + ül,közül,Budapest,"kerületben, míg a magasan képzettek közül a legtöbben (100 253 fő) a XI.",közül,köz + ül,0,1,0
legtöbben,legtöbb + en,leg + több + en,Budapest,"kerületben, míg a magasan képzettek közül a legtöbben (100 253 fő) a XI.",legtöbb + en,legtöbb + en,0,0,0
ortodox,ortodox,ortodox,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",ortodox,ortodox,1,1,1
kereszténység,kereszténység,keresztény + ség,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",kereszténység,kereszténység,0,0,0
inkább,inkább,inkább,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",inkább,inkább,1,1,1
országban,ország + ban,ország + ban,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",ország + ban,ország + ban,1,1,1
egyes,egyes,egy + es,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",egyes,egyes,0,0,0
nemzeti,nemzet + i,nemzet + i,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",nemzet + i,nemzeti,1,1,0
kisebbségek,kisebbség + ek,kis + ebb + ség + ek,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",kisebbség + ek,kisebbség + ek,0,0,0
oroszok,orosz + ok,orosz + ok,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",orosz + ok,orosz + ok,1,1,1
románok,román + ok,román + ok,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",román + ok,román + ok,1,1,1
szerbek,szerb + ek,szerb + ek,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",szerb + ek,szerb + ek,1,1,1
bolgárok,bolgár + ok,bolgár + ok,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",bolgár + ok,bolgár + ok,1,1,1
görögök,görög + ök,görög + ök,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",görög + ök,görög + ök,1,1,1
felekezetének,felekezet + ének,felekezet + é + nek,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",felekezet + ének,felekezet + ének,0,0,0
számít,számít,szám + ít,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",számít,számít,0,0,0
számuk,szám + uk,szám + uk,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",szám + uk,szám + uk,1,1,1
elenyésző,elenyész + ő,elenyész + ő,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",elenyész + ő,elenyész + ő,1,1,1
egész,egész,egész,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",egész,egész,1,1,1
városi,városi,város + i,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",városi,városi,0,0,0
lakosságához,lakosság + ához,lakos + ság + á + hoz,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",lakosság + ához,lakosság + ához,0,0,0
képest,képes + t,képes + t,Budapest,"Az ortodox kereszténység inkább az országban élő egyes nemzeti kisebbségek (oroszok, románok, szerbek, bolgárok, görögök) felekezetének számít, számuk elenyésző az egész városi lakosságához képest (3 823 fő).",képes + t,képes + t,1,1,1
gyakoribb,gyakori + bb,gyakor + i + bb,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",gyakori + bb,gyakori + bb,0,0,0
forma,forma,forma,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",forma,forma,1,1,1
jelentősebb,jelentős + ebb,jelentős + ebb,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",jelentős + ebb,jelentős + ebb,1,1,1
nevét,nevé + t,nev + é + t,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",nevé + t,nevé + t,0,0,0
előre,elő + re,elő + re,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",elő + re,elő + re,1,1,1
helyezve,helyez + ve,hely + ez + ve,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",helyez + ve,helyez + ve,0,0,0
PestBuda,PestBuda,PestBuda,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",PestBuda,PestBuda,1,1,1
elvétve,elvét + ve,elvétve,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",elvét + ve,elvét + ve,0,0,0
előfordult,előfordul + t,előfordul + t,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",előfordul + t,előfordul + t,1,1,1
nyelvhez,nyelv + hez,nyelv + hez,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",nyelv + hez,nyelv + hez,1,1,1
jobban,jobb + an,jobb + an,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",jobb + an,jobb + an,1,1,1
illeszkedő,illeszked + ő,illesz + ked + ő,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",illeszked + ő,illeszked + ő,0,0,0
mássalhangzótorlódást,mássalhangzótorlódás + t,mássalhangzótorlód + ás + t,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",mássalhangzótorlódás + t,mássalhangzótorlódás + t,0,0,0
elkerülő,elkerül + ő,elkerül + ő,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",elkerül + ő,elkerül + ő,1,1,1
BudaPest,BudaPest,BudaPest,Budapest,"A gyakoribb forma a nagyobb (és nemzeti szempontból jelentősebb) város nevét előre helyezve Pest-Buda volt, de elvétve előfordult a magyar nyelvhez jobban illeszkedő, a mássalhangzó-torlódást elkerülő Buda-Pest alak is.",BudaPest,BudaPest,1,1,1
Ezáltal,Ezál + tal,Ezáltal,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",Ezál + tal,Ezál + tal,0,0,0
helyzete,helyzet + e,helyzet + e,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",helyzet + e,helyzet + e,1,1,1
különbözik,különbözik,különböz + ik,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",különböz + ik,különbözik,0,1,0
megyei,megy + ei,megye + i,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",megy + ei,megy + ei,0,0,0
városokétól,városoké + tól,város + ok + é + tól,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",városoké + tól,városoké + tól,0,0,0
megyék,megyé + k,megyé + k,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",megyé + k,megyé + k,1,1,1
területéhez,terület + éhez,terület + é + hez,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",terület + éhez,terület + éhez,0,0,0
tartoznak,tartoz + nak,tartoz + nak,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",tartoz + nak,tartoz + nak,1,1,1
önkormányzati,önkormányzati,önkormányzat + i,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",önkormányzati,önkormányzati,0,0,0
feladataik,feladat + aik,feladat + ai + k,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",feladat + aik,feladat + aik,0,0,0
ellátása,ellátás + a,ellát + ás + a,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",ellátás + a,ellátás + a,0,0,0
együttműködésre,együttműködés + re,együttműköd + és + re,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",együttműködés + re,együttműködés + re,0,0,0
kötelezettek,kötelezett + ek,kötelez + ett + ek,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",kötelezett + ek,kötelezett + ek,0,0,0
azokkal,az + okkal,az + ok + kal,Budapest,"Ezáltal Budapest helyzete különbözik a megyei jogú városokétól is, melyek a megyék területéhez tartoznak és önkormányzati feladataik ellátása során együttműködésre kötelezettek azokkal.",az + okkal,az + okkal,0,0,0
korszak,korszak,korszak,Budapest,A korszak jelképeként megépült a két várost összekötő Széchenyi lánchíd.,korszak,korszak,1,1,1
jelképeként,jelképe + ként,jelkép + e + ként,Budapest,A korszak jelképeként megépült a két várost összekötő Széchenyi lánchíd.,jelképe + ként,jelkép + eként,0,0,0
megépült,megépül + t,megépül + t,Budapest,A korszak jelképeként megépült a két várost összekötő Széchenyi lánchíd.,megépül + t,megépül + t,1,1,1
várost,város + t,város + t,Budapest,A korszak jelképeként megépült a két várost összekötő Széchenyi lánchíd.,város + t,város + t,1,1,1
összekötő,összeköt + ő,összeköt + ő,Budapest,A korszak jelképeként megépült a két várost összekötő Széchenyi lánchíd.,összeköt + ő,összeköt + ő,1,1,1
Széchenyi,Széchenyi,Széchenyi,Budapest,A korszak jelképeként megépült a két várost összekötő Széchenyi lánchíd.,Széchenyi,Széchenyi,1,1,1
lánchíd,lánchíd,lánchíd,Budapest,A korszak jelképeként megépült a két várost összekötő Széchenyi lánchíd.,lánchí + d,lánchíd,1,0,1
Hasonló,Hasonló,hasonló,Budapest,"Hasonló eredetű Buda német neve, Ofen is (magyarul: „kemence”), amely délnémet nyelvjárásban a szláv pest szóhoz hasonlóan barlangot, üreget is jelent.",Hasonl + ó,Hasonl + ó,1,0,0
eredetű,eredetű,eredet + ű,Budapest,"Hasonló eredetű Buda német neve, Ofen is (magyarul: „kemence”), amely délnémet nyelvjárásban a szláv pest szóhoz hasonlóan barlangot, üreget is jelent.",eredetű,eredetű,0,0,0
magyarul,magyar + ul,magyar + ul,Budapest,"Hasonló eredetű Buda német neve, Ofen is (magyarul: „kemence”), amely délnémet nyelvjárásban a szláv pest szóhoz hasonlóan barlangot, üreget is jelent.",magyar + ul,magyar + ul,1,1,1
kemence,kemence,kemence,Budapest,"Hasonló eredetű Buda német neve, Ofen is (magyarul: „kemence”), amely délnémet nyelvjárásban a szláv pest szóhoz hasonlóan barlangot, üreget is jelent.",kemence,kemenc + e,1,1,0
délnémet,délném + et,délnémet,Budapest,"Hasonló eredetű Buda német neve, Ofen is (magyarul: „kemence”), amely délnémet nyelvjárásban a szláv pest szóhoz hasonlóan barlangot, üreget is jelent.",délném + et,délnémet,0,0,1
nyelvjárásban,nyelvjárás + ban,nyelvjárás + ban,Budapest,"Hasonló eredetű Buda német neve, Ofen is (magyarul: „kemence”), amely délnémet nyelvjárásban a szláv pest szóhoz hasonlóan barlangot, üreget is jelent.",nyelvjárás + ban,nyelvjárás + ban,1,1,1
szláv,szláv,szláv,Budapest,"Hasonló eredetű Buda német neve, Ofen is (magyarul: „kemence”), amely délnémet nyelvjárásban a szláv pest szóhoz hasonlóan barlangot, üreget is jelent.",szláv,szláv,1,1,1
