word,pred_seed42,gold_segmentation,source,sentence,pred_seed123,pred_seed456,correct_seed42,correct_seed123,correct_seed456
binlerce,binlerce,bin + ler + ce,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",binlerce,binlerce,0,0,0
tarihî,tarihî,tarih + i ,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",tarihî,tarihî,0,0,0
duvarları,duvar + ları,duvar + lar + ı,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",duvar + ları,duvar + ları,0,0,0
saraylar,saray + lar,saray + lar,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",saray + lar,saray + lar,1,1,1
kasırlar,kasır + lar,kasır + lar,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",kas + ırlar,kasır + lar,1,0,1
camiler,cami + ler,cami + ler,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",cami + ler,cami + ler,1,1,1
kiliseler,kilise + ler,kilise + ler,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",kilise + ler,kilise + ler,1,1,1
sinagoglar,sinagog + lar,sinagog + lar,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",sinagog + lar,sinagog + lar,1,1,1
çeşmeler,çeşme + ler,çeşme + ler,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",çeşme + ler,çeşme + ler,1,1,1
konaklar,konak + lar,konak + lar,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",konak + lar,konak + lar,1,1,1
bulunur,bulun + ur,bul + un + ur,İstanbul,"Envanterlerde kayıtlı binlerce tarihî eser arasında, kent duvarları, saraylar, kasırlar, camiler, kiliseler, sinagoglar, çeşmeler ve konaklar bulunur.",bul + unur,bulun + ur,0,0,0
ancak,ancak,ancak,İstanbul,"İstanbul adı, ancak 1928'de Latin harflerine geçilmesi sonrası Batı dillerinde Konstantinopolis'in yerini almaya başladı.",ancak,ancak,1,1,1
Latin,Latin,Latin,İstanbul,"İstanbul adı, ancak 1928'de Latin harflerine geçilmesi sonrası Batı dillerinde Konstantinopolis'in yerini almaya başladı.",Latin,Latin,1,1,1
harflerine,harf + lerine,harf + ler + i +n + e,İstanbul,"İstanbul adı, ancak 1928'de Latin harflerine geçilmesi sonrası Batı dillerinde Konstantinopolis'in yerini almaya başladı.",harf + lerine,harf + lerine,0,0,0
geçilmesi,geç + ilmesi,geç + il + me + si,İstanbul,"İstanbul adı, ancak 1928'de Latin harflerine geçilmesi sonrası Batı dillerinde Konstantinopolis'in yerini almaya başladı.",geç + ilmesi,geç + ilmesi,0,0,0
dillerinde,dil + lerinde,dil + ler + i + n + de,İstanbul,"İstanbul adı, ancak 1928'de Latin harflerine geçilmesi sonrası Batı dillerinde Konstantinopolis'in yerini almaya başladı.",dil + lerinde,dil + lerinde,0,0,0
yerini,yer + ini,yer + in + i,İstanbul,"İstanbul adı, ancak 1928'de Latin harflerine geçilmesi sonrası Batı dillerinde Konstantinopolis'in yerini almaya başladı.",yer + ini,yer + ini,0,0,0
almaya,al + maya,almak + y + a,İstanbul,"İstanbul adı, ancak 1928'de Latin harflerine geçilmesi sonrası Batı dillerinde Konstantinopolis'in yerini almaya başladı.",al + maya,al + maya,0,0,0
başladı,başla + dı,başla + dı,İstanbul,"İstanbul adı, ancak 1928'de Latin harflerine geçilmesi sonrası Batı dillerinde Konstantinopolis'in yerini almaya başladı.",başla + dı,başla + dı,1,1,1
canlılar,canlı + lar,canlı + lar,İstanbul,Ancak bugün bu canlılar İstanbul direyinden bütünüyle silinmiş durumdadır.,canlı + lar,canlı + lar,1,1,1
direyinden,direy + inden,direk + in + den,İstanbul,Ancak bugün bu canlılar İstanbul direyinden bütünüyle silinmiş durumdadır.,direy + inden,direy + inden,0,0,0
bütünüyle,bütün + üyle,bütün + ü + y+ le,İstanbul,Ancak bugün bu canlılar İstanbul direyinden bütünüyle silinmiş durumdadır.,bütün + üyle,bütün + üyle,0,0,0
silinmiş,sil + inmiş,sil + in + miş,İstanbul,Ancak bugün bu canlılar İstanbul direyinden bütünüyle silinmiş durumdadır.,sil + inmiş,sil + inmiş,0,0,0
durumdadır,durum + dadır,durum + da + dır,İstanbul,Ancak bugün bu canlılar İstanbul direyinden bütünüyle silinmiş durumdadır.,durum + dadır,durum + dadır,0,0,0
dönemde,dönem + de,dönem + de,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,dönem + de,dönem + de,1,1,1
otomobil,otomobil,otomobil,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,otomobil,otomobil,1,1,1
sayısının,sayı + sının,sayı + sı + n + ın,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,sayı + sının,sayı + sının,0,0,0
artması,art + ması,art + ma + sı,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,art + ması,art + ması,0,0,0
sonucunda,sonuc + unda,sonuc + u + n + da,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,sonuc + unda,sonuc + unda,0,0,0
trafiğin,trafik + in,trafik + in,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,trafiğ + in,trafiğ + in,1,0,0
Boğaziçi,Boğaziçi,Boğaziçi,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,Boğaziçi,Boğaziçi,1,1,1
Köprüsü'nün,Köprü + sü'nün,Köprü + sü + n + ün,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,Köprü + sü'nün,Köprü + sü'nün,0,0,0
yapılmasında,yap + ılmasında,yap + ıl + ma + sı + n + da,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,yap + ılmasında,yap + ılmasında,0,0,0
etkili,etkili,etki + li,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,etkili,etkili,0,0,0
ulaşımda,ulaşım + da,ulaş + ım + da,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,ulaşım + da,ulaşım + da,0,0,0
önemli,önemli,önem + li,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,önemli,önemli,0,0,0
noktaya,nokta + ya,nokta + y + a,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,nokta + ya,nokta + ya,0,0,0
varıldı,var + ıldı,var + ıl + dı,İstanbul,Bu dönemde otomobil sayısının artması ve sonucunda trafiğin artması Boğaziçi Köprüsü'nün yapılmasında etkili oldu ve ulaşımda önemli bir noktaya varıldı.,var + ıldı,var + ıldı,0,0,0
Lygos,Lygos,Lygos,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",Lygos,Lygos,1,1,1
zamanında,zaman + ında,zaman + ı + n + da,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",zaman + ında,zaman + ında,0,0,0
Sarayburnu'na,Sarayburnu + 'na,Sarayburnu + n + a,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",Sarayburnu + 'na,Sarayburnu + 'na,0,0,0
bugünkü,bugünkü,bugün + kü,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",bugünkü,bugün + kü,0,0,1
Topkapı,Topkapı,Topkapı,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",Topkapı,Topkapı,1,1,1
Sarayı'nın,Saray + ı'nın,Saray + ı + n + ın,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",Saray + ı'nın,Saray + ı'nın,0,0,0
bulunduğu,bulun + duğu,bul + un + duk + u,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",bulun + duğu,bulun + duğu,0,0,0
yerde,yer + de,yer + de,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",yer + de,yer + de,1,1,1
Akropolis,Akropolis,Akropolis,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",Akropolis,Akropolis,1,1,1
kuruldu,kur + uldu,kur + ul + du,İstanbul,"Kral Lygos zamanında Sarayburnu'na, bugünkü Topkapı Sarayı'nın bulunduğu yerde bir Akropolis kuruldu.",kur + uldu,kur + uldu,0,0,0
Bunların,Bu + nların,Bu + n + lar + ın,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",Bu + nların,Bu + nların,0,0,0
Müslümanların,Müslüman + ların,Müslüman + lar + ın,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",Müslüman + ların,Müslüman + ların,0,0,0
kalabalık,kalabalık,kalabalık,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",kalabalık,kalabalık,1,1,1
mezhep,mezhep,mezhep,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",mezhep,mezhep,1,1,1
formunu,form + unu,form + u + n + u,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",form + unu,form + unu,0,0,0
Sünniler,Sünni + ler,Sünni + ler,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",Sünni + ler,Sünni + ler,1,1,1
mezhebi,mezheb + i,mezheb + i,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",mezheb + i,mezheb + i,1,1,1
takiben,takib + en,takib + en,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",takib + en,takib + en,1,1,1
Aleviler,Alevi + ler,Alevi + ler,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",Alevi + ler,Alevi + ler,1,1,1
nüfusça,nüfusça,nüfus + ça,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",nüfus + ça,nüfusça,0,1,0
fazladır,fazla + dır,fazla + dır,İstanbul,"Bunların yanı sıra, Müslümanların en kalabalık mezhep formunu Sünniler, bu mezhebi takiben de Aleviler nüfusça fazladır.",fazla + dır,fazla + dır,1,1,1
mevsimdir,mevsim + dir,mevsim + dir,İstanbul,"Yaz en kuru mevsimdir, ama Akdeniz iklimlerinin aksine kurak mevsim yoktur.",mevsim + dir,mevsim + dir,1,1,1
Akdeniz,Akdeniz,Akdeniz,İstanbul,"Yaz en kuru mevsimdir, ama Akdeniz iklimlerinin aksine kurak mevsim yoktur.",Akdeniz,Akdeniz,1,1,1
iklimlerinin,iklim + lerinin,iklim + ler + in + in,İstanbul,"Yaz en kuru mevsimdir, ama Akdeniz iklimlerinin aksine kurak mevsim yoktur.",iklim + lerinin,iklim + lerinin,0,0,0
aksine,aksine,aksi + ne,İstanbul,"Yaz en kuru mevsimdir, ama Akdeniz iklimlerinin aksine kurak mevsim yoktur.",ak + sine,ak + sine,0,0,0
kurak,kurak,kurak,İstanbul,"Yaz en kuru mevsimdir, ama Akdeniz iklimlerinin aksine kurak mevsim yoktur.",kurak,kurak,1,1,1
mevsim,mevsim,mevsim,İstanbul,"Yaz en kuru mevsimdir, ama Akdeniz iklimlerinin aksine kurak mevsim yoktur.",mevsim,mevsim,1,1,1
yoktur,yok + tur,yok + tur,İstanbul,"Yaz en kuru mevsimdir, ama Akdeniz iklimlerinin aksine kurak mevsim yoktur.",yok + tur,yok + tur,1,1,1
yıllarda,yıl + larda,yıl + lar + da,İstanbul,"Son yıllarda inşa edilen çok yüksek yapılar, nüfusun hızlı büyümesi göz önüne alınarak yapılmışlardır.",yıl + larda,yıl + larda,0,0,0
edilen,ed + ilen,et + il + en,İstanbul,"Son yıllarda inşa edilen çok yüksek yapılar, nüfusun hızlı büyümesi göz önüne alınarak yapılmışlardır.",ed + ilen,ed + ilen,0,0,0
yapılar,yapı + lar,yapı + lar,İstanbul,"Son yıllarda inşa edilen çok yüksek yapılar, nüfusun hızlı büyümesi göz önüne alınarak yapılmışlardır.",yapı + lar,yapı + lar,1,1,1
nüfusun,nüfus + un,nüfus + un,İstanbul,"Son yıllarda inşa edilen çok yüksek yapılar, nüfusun hızlı büyümesi göz önüne alınarak yapılmışlardır.",nüfus + un,nüfus + un,1,1,1
