input	target
allergiaoireisiin	allergia + oireisiin
valtuutusta	valtuutus + ta
myssyt	myssy + t
päätti	päätt + i
riistaeläimiä	riista + eläimiä
johonkin	jo + honkin
hetkisen	hetki + sen
takuilla	taku + illa
perehdytään	pereh + dytään
Rothe	Rothe
tulisikaan	tul + isikaan
oranssin	oranssi + n
tilillään	tili + llään
hovinsa	hovi + nsa
esivaalit	esi + vaalit
tiedostoja	tiedosto + ja
silmin	silm + in
1942	1942
toimi	toimi
aloittaminen	aloittaminen
TIAS	TIAS
kylpylät	kylpylä + t
Chez	Chez
räjähtävät	räjähtä + vät
vaaleanpunaiseen	vaalean + punaiseen
kuolleen	kuoll + een
jonain	jo + nain
hallituslaisiin	hallituslai + siin
satama-aluetta	satama + -aluetta
what	what
otteesta	ot + teesta
lenkkariinsa	lenkkari + insa
lähtevät	lähte + vät
pakolaisista	pakolai + sista
muuttamisessa	muuttami + sessa
tiiviisti	tiiviisti
hyi	hyi
annetuksi	an + netuksi
punatammia	puna + tammia
Ruisrockissa	Ruis + rockissa
positiivisten	positiivi + sten
Hurmerinnan	Hurme + rinnan
Tanskassa	Tanska + ssa
kirkui	kirku + i
huutajan	huutaja + n
kumppanimme	kumppani + mme
korostamalla	korosta + malla
aluksissa	alu + ksissa
Villä	Vi + llä
käsiteltäväksi	käsitel + täväksi
lisääntymiseen	lisääntymi + seen
tatuoituna	tatuoi + tuna
tuta	tuta
historiasta	historia + sta
talviolympialaisiin	talvi + olympialaisiin
raportissa	raport + issa
raskaaksi	raskaaksi
haastanut	haasta + nut
Flash	Flash
käyttötarkoituksille	käyttö + tarkoituksille
kirkkohallituksella	kirkko + hallituksella
Jarno	Jarno
lainattu	laina + ttu
nukkua	nukkua
1861	1861
vasovat	vaso + vat
usealla	usea + lla
äänestystapa	äänestys + tapa
kahvila	kahvila
ajatellessaan	ajatell + essaan
sadepisaroita	sade + pisaroita
yksinmyynti	yksinmyynti
Mulhacénista	Mulhacén + ista
4.29	4.29
lankun	lank + un
ehdottomasti	ehdottomasti
temmeltää	temmeltää
pohjoisesta	pohjoi + sesta
kauppasi	kaup + pasi
ilmenevä	ilme + nevä
ohjukset	ohju + kset
yllättää	yllättää
Teltsu	Teltsu
pesään	pesä + än
liittovaltio	liitto + valtio
Mikael	Mikael
kitisivät	kitis + ivät
viitsimisen	viitsimi + sen
joenvartta	joen + vartta
vanhemmatkin	vanhem + matkin
reipasta	reipas + ta
tarpeisiin	tar + peisiin
vallitsevasta	valli + tsevasta
esineistöä	esineistö + ä
ryppyistä	ryppyi + stä
Määttästä	Määttä + stä
Yahoota	Yahoo + ta
polttaa	polttaa
kpl	kpl
navetan	navet + an
kunnes	kunnes
vallankäyttö	vallan + käyttö
pakastin	pakastin
idean	idea + n
S40	S40
kommentein	komment + ein
keskusta	keskus + ta
elinvoimaiseksi	elin + voimaiseksi
rakennettu	raken + nettu
muovia	muovi + a
näyttelijä	näyttelijä
Be	Be
Raumalta	Rauma + lta
valmistautumassa	valmistautu + massa
vaimojaan	vaimo + jaan
kotoutumista	kotoutumi + sta
hyökkäykset	hyökkäy + kset
varret	var + ret
ryhti	ryhti
mainosrintama	mainos + rintama
lähemmäs	lähemmäs
lentopalloturnauksessa	lento + palloturnauksessa
MICEX	MICEX
ulospäin	ulos + päin
15.00	15.00
peräkkäin	peräkkäin
Moreau	Moreau
mukautuu	mukautu + u
erikoisuutena	erikoisuu + tena
juhlapäivää	juhla + päivää
salamapuheilla	salama + puheilla
tahoja	taho + ja
valmistuksen	valmistu + ksen
kantamukset	kantamu + kset
R/T	R/T
varsinaisesti	varsinaisesti
PAM	PAM
mainitulta	maini + tulta
mokkapintaiset	mokka + pintaiset
nautintojen	nautinto + jen
Shorterin	Shorter + in
Finnet	Finnet
sängystä	sän + gystä
puvuissa	pu + vuissa
työtoveria	työ + toveria
avaamisesta	avaami + sesta
Finnholmenille	Finnholmen + ille
valvominen	valvominen
blogissaan	blogi + ssaan
intervalli	intervalli
Indonesiassa	Indonesia + ssa
paha	paha
työläisten	työläi + sten
tv:ssä	tv + :ssä
siirtolaisjärjestön	siirtolais + järjestön
verkkopalveluihin	verkko + palveluihin
rakastin	rakast + in
pujottelussa	pujottelu + ssa
aikuinen	aikuinen
Kalymnokselle	Kalymno + kselle
säästämistä	säästämi + stä
ammattitaitoisia	ammatti + taitoisia
Cayesin	Cayes + in
1943–1946	1943–1946
itsenäisyys	itsenäisyys
toimii	toimi + i
tehostaa	tehostaa
jäätyä	jää + tyä
pätevöitymiseen	pätevöitymi + seen
myyntihinnan	myynti + hinnan
lahjoiksi	lahj + oiksi
sovittanut	sovitta + nut
äänillä	ääni + llä
vakuutusalan	vakuutus + alan
täältä	täältä
sanoin	san + oin
asiapapereita	asia + papereita
naapurustossa	naapurusto + ssa
muistikirjaa	muisti + kirjaa
saatettujen	saat + ettujen
kauniita	kauni + ita
käsivarsilleen	käsi + varsilleen
jesarin	jesari + n
kokkobasillien	kokko + basillien
sijoitettaviksi	sijoit + ettaviksi
Kvalion	Kvalion
epätodennäköinen	epä + todennäköinen
jäynäämisestä	jäynäämi + sestä
takaa	ta + kaa
erinomaisesti	erinomaisesti
kansien	kansi + en
Pekkka	Pekk + ka
kehittämisseminaarin	kehittämis + seminaarin
Veikko	Veikko
alkukohdistusta	alku + kohdistusta
belgialaisin	belgialai + sin
harrastat	harrasta + t
kastuisi	kastu + isi
pääosan	pää + osan
tulevan	tuleva + n
iloitsee	iloi + tsee
vatkaisi	vatka + isi
tammikuu	tammikuu
opettajat	opettaja + t
saatettava	saat + ettava
järjestää	järjestää
kokonaisuuksia	kokonaisuu + ksia
luonnollisten	luonnolli + sten
kaupungissa	kaupun + gissa
tennisturnauksensa	tennis + turnauksensa
rangaistusta	rangaistus + ta
uzbekin	uzbek + in
suositun	suosit + un
hiuslakat	hius + lakat
säärillä	sääri + llä
markkinatilanteessa	markkina + tilanteessa
kilpailijat	kilpailija + t
yhteenvetoa	yhteen + vetoa
kulttuurihenkilöihin	kulttuuri + henkilöihin
velvoiteta	velvoit + eta
find	find
käytti	käytt + i
porkkkanaraasteen	porkk + kanaraasteen
tarkkailemaan	tarkkail + emaan
koloistaan	kolo + istaan
käyttökurssi	käyttö + kurssi
raejuusto	rae + juusto
äideiltä	äi + deiltä
hiuksieni	hiu + ksieni
1784/200325	1784/200325
Luxemburgissa	Luxemburg + issa
kestävän	kestävä + n
korostavan	korosta + van
rakkain	rak + kain
Tanhuan	Tanhua + n
kaupunkiauto	kaupunki + auto
soveltamisala	soveltamis + ala
kaliiperin	kaliiperi + n
pienemmissä	pien + emmissä
haavoittumisen	haavoittumi + sen
velkajärjestelyhakemuksia	velka + järjestelyhakemuksia
kielen	kiel + en
naisskandaalia	nais + skandaalia
Heinonen	Heinonen
2...exf4	2...exf4
erissä	er + issä
taidon	tai + don
Biaudet	Biaudet
viltin	vilt + in
korostusta	korostus + ta
Kesälän	Kesälä + n
luurissa	luuri + ssa
toteutettava	toteut + ettava
erikoistumisaloissa	erikoistumis + aloissa
ostokset	osto + kset
jaksoa	jakso + a
turvapaikka-alalla	turva + paikka-alalla
Ranskassa	Ranska + ssa
keskuspankit	keskus + pankit
ääniä	ääni + ä
selvitetään	selvit + etään
tarvittukaan	tarvi + ttukaan
suomalaisvoittaja	suomalais + voittaja
pankkijärjestelmän	pankki + järjestelmän
Tilastokeskuksen	Tilastokesku + ksen
käytetään	käyt + etään
häilyvä	häilyvä
yhteiskuntatieteellisen	yhteis + kuntatieteellisen
pääoman	pää + oman
säkkiin	säkki + in
7.30	7.30
kiittelevät	kiit + televät
kasaan	kasaan
korvat	korva + t
liikevaihtoa	liike + vaihtoa
ääreen	ääreen
sääntöjen	sääntö + jen
työttömyyskorvausta	työttömyys + korvausta
pakoillen	pakoill + en
96,6	96,6
nopeuteensa	nopeu + teensa
hymnit	hymni + t
harrastuksia	harrastu + ksia
sotku	sotku
tupakka-alan	tupakka + -alan
avoimesti	avoimesti
ylimystö	ylimystö
presidentit	president + it
177	177
kolikoita	kolik + oita
yhdysvaltalaisissa	yhdysvaltalai + sissa
toistuvaan	toistuva + an
autotehdas	auto + tehdas
haravoidaan	haravoida + an
yhtiöön	yhtiö + ön
varasti	varast + i
foenum-graecum	foenum-graecum
kerhoa	kerho + a
Madison	Madison
pistoa	pisto + a
vauvasta	vauva + sta
sisäpiirejä	sisä + piirejä
pikkutytöltä	pikku + tytöltä
tarkastuksissa	tarkastu + ksissa
kasvatettiin	kasvat + ettiin
valmistukseen	valmistu + kseen
altaassa	al + taassa
verottamaan	verotta + maan
mieli	mieli
kohtalolliseksi	kohtalolli + seksi
tiedostossa	tiedosto + ssa
energialähteeseen	energia + lähteeseen
otettakoon	ot + ettakoon
muniin	mun + iin
häviää	hävi + ää
kristillistä	kristilli + stä
sokerikakkupohja	sokeri + kakkupohja
8.3.	8.3.
varassa	varassa
sekaantumisen	sekaantumi + sen
Apple	Apple
laivasta	laiva + sta
lihottavat	lihotta + vat
kulttuuripääkaupunkivuoden	kulttuuri + pääkaupunkivuoden
rahoittaviin	rahoitta + viin
ksylitolin	ksylitoli + n
kokonaisiksi	kokonai + siksi
lisäaineeksi	lisä + aineeksi
vaihdekeppiä	vaihde + keppiä
linnun	lin + nun
ajoporot	ajo + porot
jonkinlaista	jonkinlai + sta
tarjoile	tarjoil + e
turhan	turhan
muodikkailla	muodik + kailla
isännöintitehtäviä	isännöinti + tehtäviä
ruudut	ruu + dut
asetuksessa	asetu + ksessa
mallissa	malli + ssa
tunteitaan	tun + teitaan
isoveli	iso + veli
lähettivät	lähett + ivät
ihastunut	ihastu + nut
verrytteluhousujen	verryttel + uhousujen
keskeisiä	keskei + siä
pääosin	pääosin
konsepti	konsepti
Bloomberg	Bloomberg
mittasivat	mit + tasivat
KuPS	KuPS
Gugin	Gugi + n
voidaksemme	voida + ksemme
kasvatti	kasvatt + i
aloittamisen	aloittami + sen
liikevaihto	liike + vaihto
autonomiseen	autonomi + seen
Smashes	Smashes
yhdistelmäajoneuvoa	yhdistelmä + ajoneuvoa
lintujen	lintu + jen
määräajat	määrä + ajat
Suomi-kuva	Suomi + -kuva
sinertävät	sinertä + vät
vyö	vyö
asevelvollisuus	ase + velvollisuus
yhtiöjärjestyksen	yhtiö + järjestyksen
kaaokseen	kaao + kseen
puoliperävaunu	puoli + perävaunu
suorassa	suora + ssa
mahtava	mahtava
Dan	Dan
kaupunginosassa	kaupungin + osassa
Remossa	Remo + ssa
Tradeka	Tradeka
opiskelijat	opiskelija + t
pääsemme	pääs + emme
Rantanen	Rantanen
laatimisesta	laatimi + sesta
Road	Road
monimutkainen	moni + mutkainen
salibandya	salibandy + a
valtuudet	valtuu + det
monikansallinen	monikansallinen
ajaa	ajaa
käsittämätöntä	käsittämätön + tä
LC8:sista	LC8 + :sista
hermostutti	hermostutt + i
esittelevä	esit + televä
päivällistä	päivälli + stä
askeettinen	askeettinen
parlamenttivaaleja	parlamentti + vaaleja
latvajärviä	latva + järviä
Highcharts	Highcharts
erityisesti	erityisesti
kysymysten	kysymys + ten
->	->
Jalkasta	Jalka + sta
lisätietoa	lisä + tietoa
mainitsin	maini + tsin
vierailijapassilla	vierailija + passilla
Säkö	Säkö
kannustaminen	kannustaminen
parisuhdetaidoissa	pari + suhdetaidoissa
tutkimushenkilöitä	tutkimus + henkilöitä
listoilla	lis + toilla
ICT-talossa	ICT + -talossa
Shu	Shu
hallintomallin	hallinto + mallin
uudelleenjärjestelytoimi	uudelleenjärjestely + toimi
parane	para + ne
tunnelma	tunnelma
lauseen	lause + en
aurinkolasit	aurinko + lasit
yhteistyötä	yhteis + työtä
allergiaoireiden	allergia + oireiden
rahoitusvalvonnan	rahoitus + valvonnan
nenällään	nenä + llään
1839	1839
toivoa	toivo + a
toimimatta	toimi + matta
Hu	Hu
Aunuksen	Aunu + ksen
brittilistan	britti + listan
hovioikeudenviskaali	hovi + oikeudenviskaali
jätkämiesten	jätkä + miesten
siivoojalle	siivooja + lle
kirjaamisesta	kirjaami + sesta
kieritellä	kieritellä
kourallisen	kouralli + sen
saatettaessa	saat + ettaessa
hajauttamistapojensa	hajauttamis + tapojensa
hännille	hännille
5.1	5.1
tietokantojen	tieto + kantojen
kehui	kehu + i
mehiläisille	mehiläi + sille
pysyisi	pysy + isi
väriset	väri + set
elokuuta	elokuu + ta
kengässä	ken + gässä
Briand	Briand
puisilla	pui + silla
kuulumisia	kuulumis + ia
silmistä	silm + istä
valmistelevan	valmistel + evan
lukemissa	lukem + issa
tuuriin	tuuri + in
indeksi	indeksi
värille	väri + lle
hävittäjiin	hävittäj + iin
sovelletaan	sovel + letaan
Kansainliiton	Kansainliit + on
Gato	Gato
kaatui	kaatu + i
Kakhetiin	Kakhet + iin
keskustelutilaisuuden	keskustelu + tilaisuuden
3-4	3-4
Mirianin	Mirian + in
huolehdi	huoleh + di
suunniteltua	suunnitel + tua
asuneen	asu + neen
talousjätteitä	talous + jätteitä
oksia	oks + ia
merkillä	merk + illä
oppitunteja	oppi + tunteja
tukemisella	tukemi + sella
päästä	pää + stä
kirjaan	kirja + an
sangen	sangen
määritellylle	määritell + ylle
suosimalla	suosi + malla
Yhdysvaltain	Yhdysval + tain
lääketeollisuus	lääke + teollisuus
radasta	ra + dasta
avanneet	ava + nneet
muokkaaminen	muokkaaminen
viisaimmat	viisa + immat
noutamaan	nouta + maan
suovat	suo + vat
syyskuun	syyskuu + n
asennettu	asen + nettu
Birinuksen	Birinu + ksen
Sanoma-konserniin	Sanoma + -konserniin
kivirakenteilla	kivi + rakenteilla
johtavat	johtava + t
vahvasti	vahvasti
toteamallani	to + teamallani
Twitter-tiliäni	Twitter + -tiliäni
omaavat	oma + avat
McAfeen	McAfee + n
perse	perse
kestosta	kesto + sta
löhöpenkkien	löhö + penkkien
pystynyt	pysty + nyt
isäsi	isä + si
aktiivisempaa	aktiivi + sempaa
päinvastoin	päinvastoin
valaisivat	valais + ivat
Clemens	Clemens
soittaneen	soitta + neen
perheenäidiksi	perheen + äidiksi
tiloilla	til + oilla
kolmannelle	kolma + nnelle
seuraajakseen	seuraaja + kseen
juna	juna
käärittyjen	kääri + ttyjen
seurassa	seura + ssa
kulttuuriin	kulttuuri + in
saatettiin	saat + ettiin
hyppäsivät	hyp + päsivät
matkustajia	matkustaj + ia
lopuksi	lop + uksi
釣魚台群島	釣魚台群島
seuraamana	seura + amana
mutkan	mutka + n
lumeton	lumeton
viisumivaatimuksen	viisumi + vaatimuksen
perustelu	perustelu
Jyväskylässä	Jyväskylä + ssä
luonteen	luon + teen
päämääriä	pää + määriä
harvinaisempi	harvinai + sempi
Teivon	Teivo + n
merkittävyyteen	merkittävyy + teen
20,40	20,40
arviointi-	arviointi + -
Plejadit	Plejadit
leireistä	leir + eistä
keskipäivän	keski + päivän
osallistuneen	osallistu + neen
markkina-alue	markkina + -alue
huomasivat	huoma + sivat
kasvaimia	kasvai + mia
lukijakuntaa	lukija + kuntaa
käyvän	käy + vän
uudelleenjärjestelykulujen	uudelleenjärjestely + kulujen
nelosluokan	nelos + luokan
teekkari	teekkari
kirjanpitomerkintöjen	kirjan + pitomerkintöjen
lähtivätkin	läht + ivätkin
sujuivat	suju + ivat
estivät	est + ivät
huomautus	huomautus
teollisuusyhtiöissä	teollisuus + yhtiöissä
IVA:n	IVA + :n
Woodrow	Woodrow
puhujia	puhuj + ia
lotossa	lot + ossa
purkamisen	purkami + sen
hyökkäämässä	hyök + käämässä
kummaa	kummaa
ladata	ladata
bensiinillä	bensiini + llä
Delilah-musikaali	Delilah + -musikaali
yleistyttyä	yleisty + ttyä
yleisimmin	yleis + immin
vapahtajaksi	vapahtaja + ksi
uniaika	uni + aika
kevät	kevät
turvallisuuspolitiikka	turvallisuus + politiikka
suunnatut	suunna + tut
rakkautta	rakkau + tta
12-senttisissä	12 + -senttisissä
akselilla	akseli + lla
Rangersiin	Rangers + iin
prinsessaksi	prinsessa + ksi
siminluontitila	simin + luontitila
koulutielle	koulu + tielle
sentin	sent + in
korvaamaan	korva + amaan
loputtomasti	loputtomasti
filmikelasta	filmi + kelasta
cupvoittajien	cup + voittajien
kasvatusolot	kasvatus + olot
juonittelun	juonittelu + n
tietoa	tieto + a
akaasioissa	akaasi + oissa
äitiliskoa	äiti + liskoa
katukorissäännöin	katu + korissäännöin
käännetä	kään + netä
painoksessa	paino + ksessa
ihmeellisyyksiä	ihmeellisyy + ksiä
Kankaanpään	Kankaanpää + n
rikkoneensa	rikko + neensa
monessa	mon + essa
vuoroista	vuoro + ista
Pirttikoski	Pirttikoski
kemikaalit	kemikaali + t
tukenut	tuke + nut
lasiseinäisten	lasi + seinäisten
oikeusministeri	oikeus + ministeri
hidastui	hidastu + i
nimenneet	nime + nneet
Invest	Invest
EXPO-maailmannäyttelyn	EXPO + -maailmannäyttelyn
laatinut	laati + nut
excun	excu + n
välttämättömyys	välttämättömyys
viimeaikaiset	viimeaikai + set
jatkoissa	jatko + issa
aukaisee	aukais + ee
Pohjois-Atlantin	Pohjois-Atlant + in
Lienzin	Lienz + in
edellisellä	edelli + sellä
yhteismakua	yhteis + makua
Espoossa	Espoo + ssa
romanttisia	romantti + sia
ohikulkumatkallaan	ohikulku + matkallaan
maalikuninkuuden	maali + kuninkuuden
alukseni	alu + kseni
kohdellaan	kohdella + an
Political	Political
tietojärjestelmissä	tieto + järjestelmissä
museon	museo + n
kasilt	kasi + lt
ajankohtaisuuteen	ajan + kohtaisuuteen
osoittamalla	osoitta + malla
yksittäistä	yksittäi + stä
liehuvine	liehuv + ine
kiinalainen	kiinalainen
oikeuksien	oikeu + ksien
mukainen	mukainen
roikkumista	roikkumi + sta
romaani	romaani
kehittämistarpeita	kehittämis + tarpeita
kattoa	kat + toa
Styks-joen	Styks + -joen
ilmastokysymysten	ilmasto + kysymysten
kaakkoisosassa	kaakkois + osassa
voimaan	voi + maan
vaihtamiseksi	vaihtami + seksi
valikoivaa	valikoivaa
lyhyillä	lyhy + illä
maajussi	maa + jussi
sadettajan	sadettaja + n
hankintaa	hankinta + a
Teräksen	Terä + ksen
osavaltioita	osa + valtioita
halustamme	halu + stamme
laajakaistainfrastruktuurin	laaja + kaistainfrastruktuurin
Accenturelta	Accenture + lta
aamu-unisille	aamu + -unisille
epäsuhtaisten	epä + suhtaisten
VIII	VIII
punatiilisiä	puna + tiilisiä
HS:n	HS + :n
korvausvastuuseen	korvaus + vastuuseen
suunnitella	suunnitella
tapahtui	tapahtu + i
Sapirin	Sapir + in
Suisse	Suisse
kiinteistöyhtiöissä	kiinteistö + yhtiöissä
voittamalla	voitta + malla
vaikutusvaltainen	vaikutus + valtainen
sosiaalikomitea	sosiaali + komitea
tunturisopulit	tunturi + sopulit
lomallelähtöään	lomalle + lähtöään
yhteinen	yhteinen
kentän	kent + än
Suomesta	Suom + esta
kuunneltaisiin	kuunnel + taisiin
koputus	koputus
lippuluukulle	lippu + luukulle
Kempeleen	Kempele + en
julkaistiin	julkais + tiin
verkkomelonia	verkko + melonia
työtä	työ + tä
rupes	ru + pes
1990-luvun	1990 + -luvun
saisit	sa + isit
julkisomisteisille	julkis + omisteisille
kuulokkeistaan	kuulok + keistaan
D23	D23
natsi-Saksan	natsi + -Saksan
oliiviöljyä	oliivi + öljyä
napit	nap + it
Ruotsille	Ruotsi + lle
varjostaa	varjostaa
opintoja	opin + toja
Arcanumin	Arcanum + in
avaukseen	avau + kseen
Rautakirja	Rautakirja
elokuvissa	elo + kuvissa
poliitikot	poliitik + ot
kyykkään	kyykkä + än
vaiheista	vaihe + ista
havaintoa	havainto + a
Saara	Saara
Mikkola	Mikkola
Part	Part
muovin	muovi + n
väitöskirja	väitös + kirja
väki	väki
aikeet	ai + keet
kattovaloa	katto + valoa
luentoa	luento + a
tunnelmaan	tunnelma + an
takaajaa	takaaja + a
kaikista	kaik + ista
perusteluita	perustelu + ita
matkustusvaikeudet	matkustus + vaikeudet
lahjoitusten	lahjoitus + ten
teatraalisesti	teatraalisesti
Internetiin	Internet + iin
heimon	heimo + n
koralliriuttojen	koralli + riuttojen
g4-sotilaita	g4 + -sotilaita
puoliperävaunullinen	puoli + perävaunullinen
rajoita	rajoit + a
välttämättömyytenä	välttämättömyy + tenä
Asteriski	Asteriski
Mustialanlammi	Mustialanlammi
at	at
yleisellä	ylei + sellä
kaikui	kaiku + i
melu	melu
mihinkään	mi + hinkään
samanaikainen	samanaikainen
ilmansaasteita	ilman + saasteita
hukattavissa	huka + ttavissa
keräilykeskuksen	keräily + keskuksen
kultamitalin	kulta + mitalin
Benjamin	Benjamin
Lex	Lex
käsikirjoittama	käsikirjoitta + ma
rata	rata
sinäkään	sinä + kään
News	News
annettiin	an + nettiin
liukkaat	liuk + kaat
käytettyjä	käytetty + jä
kerros	kerros
uuteen	uu + teen
tilastojen	tilasto + jen
saatan	saat + an
saatettu	saat + ettu
kaatopaikka	kaato + paikka
tutkimuksensa	tutkimu + ksensa
Kiukas	Kiukas
räiskivät	räiski + vät
Ishigakin	Ishigaki + n
mihkään	mi + hkään
AAA-kerhoon	AAA + -kerhoon
virtuoosit	virtuoosi + t
tarkka	tarkka
Latviaan	Latvia + an
festiretkueemme	festi + retkueemme
tiedä	tie + dä
hankien	hanki + en
virtatiedot	virta + tiedot
älymystönaisia	älymystö + naisia
tekstillä	teksti + llä
tasa-arvoministeriksi	tasa + -arvoministeriksi
soosilla	soosi + lla
keinu	keinu
nauta-	nauta + -
ihmisoikeuslakien	ihmis + oikeuslakien
mukaisesti	mukaisesti
pätevöityä	pätevöityä
esiintyi	esiinty + i
velkapaperit	velka + paperit
ohjattuun	ohja + ttuun
selvästikin	selvästi + kin
sunnuntai-iltana	sunnuntai + -iltana
leikkaavaan	leik + kaavaan
syystä	syy + stä
päästyäni	pääs + tyäni
mahdoton	mahdoton
meuhkaamaan	meuhka + amaan
tarjonnut	tarjo + nnut
instrumentaalina	instrumentaali + na
syövän	syö + vän
magneettiosia	magneetti + osia
Kari	Kari
Aristide	Aristide
lukiolainen	lukiolainen
lahjakkuuksia	lahjakkuu + ksia
uskollisina	uskolli + sina
välittävän	välittä + vän
kaistaa	kaista + a
sijoittua	sijoittua
kuvastavat	kuvasta + vat
vartaloa	vartalo + a
nousujohteinen	nousu + johteinen
kuusesta	kuus + esta
jotai	jo + tai
kelkkansa	kelkka + nsa
toimenpiteillä	toimen + piteillä
tarkoitukseni	tarkoitu + kseni
valtionpäämiesten	valtion + päämiesten
mainostajien	mainostaj + ien
puhumme	puhu + mme
kuninkaaksi	kunin + kaaksi
ohjelmistoja	ohjelmisto + ja
jauheliha-pekonikeitto	jauhe + liha-pekonikeitto
tunsi	tun + si
käyttävien	käyttä + vien
käsittelevät	käsit + televät
piha	piha
elivät	el + ivät
pakenevan	pa + kenevan
Falcon	Falcon
suojelevat	suojel + evat
tasapainon	tasa + painon
järjestyi	järjesty + i
ryhmästä	ryhmä + stä
20-vuotiaan	20 + -vuotiaan
suklaasta	suklaa + sta
kotouttamisprosessin	kotouttamis + prosessin
hienoa	hieno + a
124	124
Keski-Sulawesi	Keski-Sulawesi
kärsivät	kärsi + vät
sormella	sorm + ella
isännöitsijäsi	isännöitsijä + si
kolmekymmentä	kolme + kymmentä
herkuista	herk + uista
likaisin	likai + sin
todenneet	tode + nneet
tajutakseni	tajuta + kseni
ohjelmistoarkkitehtuuria	ohjelmisto + arkkitehtuuria
Uppsalan	Uppsala + n
pyyhkeet	pyyh + keet
irtisanomisestaan	irti + sanomisestaan
asunnossa	asun + nossa
oikeaa	oikea + a
perusperiaatteisiin	perus + periaatteisiin
Kännitzer	Kännitzer
Manifestin	Manifesti + n
ryhtynyt	ryhty + nyt
pelaajan	pelaaja + n
korkeampaa	korkea + mpaa
voimahenkensä	voima + henkensä
kyräili	kyräil + i
terveysjärjestön	terveys + järjestön
taivutuksessa	taivutu + ksessa
seota	seota
8,1	8,1
tuntemattomia	tuntemat + tomia
Kustaa	Kustaa
tetradrakman	tetra + drakman
jaotteluun	jaottelu + un
vaikuttaa-	vaikuttaa + -
muuttamisella	muuttami + sella
saisivat	sa + isivat
mikroskooppinen	mikroskooppinen
voitas	voi + tas
olympiajoukkue	olympia + joukkue
Zarlinolta	Zarlino + lta
viritetty	virit + etty
lisäintegraation	lisä + integraation
rahoitusvakausvälineen	rahoitus + vakausvälineen
aamunaamasi	aamu + naamasi
255	255
elinaikasi	elin + aikasi
tarttumaan	tarttu + maan
puoliperävaunua	puoli + perävaunua
kiersi	kier + si
talousvaikeuksiin	talous + vaikeuksiin
taitoa	taito + a
tehtävien	teh + tävien
tutkimusten	tutkimus + ten
työntekijänä	työn + tekijänä
välivaiheen	väli + vaiheen
viranomaiset	viran + omaiset
vaadittavien	vaa + dittavien
syöpätapausta	syöpä + tapausta
määrätietoisemmin	määrä + tietoisemmin
Phil	Phil
esiintymään	esiinty + mään
704.	704.
normaalinaama	normaali + naama
pysyvä	pysyvä
40-sivuinen	40 + -sivuinen
Deltan	Delta + n
unia	uni + a
jännityskirjailija	jännitys + kirjailija
maltilliselta	maltilli + selta
tyytyy	tyyty + y
taistelua	taistelu + a
käppänältä	käppänä + ltä
kirnuun	kirnu + un
tarvinneet	tarvi + nneet
tosiasiat	tosi + asiat
4,8	4,8
Sammalselkä	Sammalselkä
näkökohdat	näkö + kohdat
Valens	Valens
Henderson	Henderson
pidemmälle	pidemmälle
kiertäneensä	kiertä + neensä
tuettuja	tu + ettuja
Karp	Karp
1607	1607
huolehtivaa	huolehti + vaa
ympäriinsä	ympäriinsä
1616–1635	1616–1635
vitosesta	vito + sesta
järvissä	järvi + ssä
havaitseminen	havaitseminen
paitojen	pai + tojen
katkonaisesta	katkonai + sesta
yhtiöstä	yhtiö + stä
Cyril	Cyril
suosituimmalla	suosit + uimmalla
kalliimpia	kalli + impia
sijaishallitsijan	sijais + hallitsijan
longobardi	longobardi
tietoteekkarikillalla	tieto + teekkarikillalla
osaaviksi	osaav + iksi
menneisyydestä	menneisyy + destä
aviomiehensä	avio + miehensä
kansantasavalta	kansan + tasavalta
selvänä	selvä + nä
16	16
vientihintoja	vienti + hintoja
rämisevä	rämis + evä
suhteista	suh + teista
katoliset	katoli + set
Pohjalaisissa	Pohjalais + issa
esp.	esp + .
kartoittamista	kartoittami + sta
tervetuliaisrommipullo	terve + tuliaisrommipullo
sulkia	sulk + ia
SNR-tölkinetsintä	SNR + -tölkinetsintä
vakausvälineet	vakaus + välineet
helppoa	helppo + a
rinnalla	rinnalla
sakkorangaistuksen	sakko + rangaistuksen
diktaattorit	diktaattori + t
hallintoviranomaisten	hallinto + viranomaisten
velkakattosopimus	velka + kattosopimus
kokkidiostaattien	kokkidiostaatti + en
epäonnistuneita	epä + onnistuneita
koostui	koostu + i
teknologiavalmistaja	teknologia + valmistaja
pitkä	pitkä
qúndǎo	qúndǎo
tehokkuuteen	tehokkuu + teen
riskinä	riski + nä
ilmi	ilmi
Arrhenatherum	Arrhenatherum
terä	terä
ammattikorkeakoulututkintojen	ammatti + korkeakoulututkintojen
Zagat	Zagat
Keijo	Keijo
pakoputkista	pako + putkista
juoksisi	juo + ksisi
oppituntien	oppi + tuntien
8,5	8,5
Hardships	Hardships
saamista	saami + sta
sitouduttava	sitou + duttava
muodostava	muodosta + va
Lehtonen	Lehtonen
abiturienteista	abiturient + eista
Sarellin	Sarelli + n
välittämään	välittä + mään
vaatimattomat	vaatimat + tomat
unohtumattomia	unohtumat + tomia
henkilökuntahinnalla	henkilö + kuntahinnalla
kotimaassaan	koti + maassaan
Kolavalle	Kolava + lle
sopimuspuolen	sopimus + puolen
luettelointi	luettelointi
liikkumattoman	liikkumat + toman
shortsien	shortsi + en
vera	vera
Television	Television
Stilsulta	Stilsu + lta
esityksestä	esity + ksestä
