input	target
nəticənin	nəticə + nin
milçəklərin	milçək + lərin
ovçuda	ovçu + da
əqrəbinizin	əqrəb + inizin
soğanların	soğan + ların
süngün	süngü + n
motosikletlər	motosiklet + lər
sümüyünüzün	sümü + yünüzün
ağlayırsınız	ağla + yırsınız
kəfgirlərinizə	kəfgir + lərinizə
bağırtılardan	bağırtı + lardan
körpülərin	körpü + lərin
möcüzə	möcüzə
bozbaşlar	bozbaş + lar
kraliçanızdan	kraliça + nızdan
fleyta	fleyta
mələklərinizi	mələk + lərinizi
dirsəklərimizdən	dirsək + lərimizdən
zəfərdə	zəfər + də
canavarlarda	canavar + larda
qəlblərinizdən	qəlb + lərinizdən
dünyamdan	dünya + mdan
tülpanı	tülpan + ı
bacımızı	bacı + mızı
yemişlərinin	yemiş + lərinin
ovçuların	ovçu + ların
möcüzələrdə	möcüzə + lərdə
namazlar	namaz + lar
brilyantlarda	brilyant + larda
penisim	penis + im
dirsəyinə	dirsə + yinə
kamertondan	kamerton + dan
qulağınızdan	qulağ + ınızdan
bacılarınızda	bacı + larınızda
qoxudan	qoxu + dan
alıp	al + ıp
sözün	söz + ün
köynəklərinizdən	köynək + lərinizdən
tərcümələrinizə	tərcümə + lərinizə
təyyarəyə	təyyarə + yə
əqrəblərimin	əqrəb + lərimin
gözünün	göz + ünün
düşmandan	düşman + dan
içirik	iç + irik
fəaliyyətimi	fəaliyyət + imi
dodaqlardan	dodaq + lardan
tülkülər	tülkü + lər
görmədi	gör + mədi
qazları	qaz + ları
sevgilər	sevgi + lər
baldızımı	baldız + ımı
texnologiyaları	texnologiya + ları
ayaqlar	ayaq + lar
gəminin	gəmi + nin
Sudə	Sudə
mənzərələrimə	mənzərə + lərimə
namazlarından	namaz + larından
tələbəmi	tələbə + mi
alçalar	alça + lar
gülüşünə	gülüş + ünə
köynəyin	köynə + yin
yəhudi	yəhudi
pianolardan	piano + lardan
siçanı	siçan + ı
vazanızda	vaza + nızda
bacıma	bacı + ma
gözlərimdən	göz + lərimdən
yedi	ye + di
yemişlərə	yemiş + lərə
odlardan	od + lardan
qadına	qadın + a
çömçəquyruq	çömçəquyruq
boyalara	boya + lara
dinozavrlarımdan	dinozavr + larımdan
oyuncaqlardan	oyuncaq + lardan
süzgəcləri	süzgəc + ləri
beyinlərimiz	beyin + lərimiz
açarlardan	açar + lardan
qarpızları	qarpız + ları
açarlarımızda	açar + larımızda
əqrəbindən	əqrəb + indən
alətlərindən	alət + lərindən
qulaqlarınız	qulaq + larınız
busəyə	busə + yə
mahnılardan	mahnı + lardan
xoruzda	xoruz + da
uşaqlığında	uşaqlığ + ında
busələr	busə + lər
xəzinəyə	xəzinə + yə
filmlər	film + lər
açarlarımdan	açar + larımdan
eşşəklərdən	eşşək + lərdən
narda	nar + da
vazanı	vaza + nı
qalibiyyət	qalibiyyət
qazlarda	qaz + larda
vəziyyətiniz	vəziyyət + iniz
fəaliyyətimizdə	fəaliyyət + imizdə
qardaşlarımıza	qardaş + larımıza
biçinlərdən	biçin + lərdən
cəsədi	cəsəd + i
birlikləri	birlik + ləri
otururuq	otur + uruq
gümüşlərə	gümüş + lərə
portağala	portağal + a
şaftalılarının	şaftalı + larının
sümüklərimizdə	sümük + lərimizdə
penisimi	penis + imi
xoruza	xoruz + a
vəziyyətdə	vəziyyət + də
açara	açar + a
almazın	almaz + ın
təzyiqə	təzyiq + ə
fakültəyə	fakültə + yə
mənzərələri	mənzərə + ləri
dinozavrlardan	dinozavr + lardan
fəaliyyətləri	fəaliyyət + ləri
diqqətlərdən	diqqət + lərdən
portağallar	portağal + lar
süngünüzə	süngü + nüzə
saqqal	saqqal
əriyindən	əri + yindən
yemişlərim	yemiş + lərim
bardaqda	bardaq + da
güldün	gül + dün
nəfəslər	nəfəs + lər
qaçacaqlar	qaç + acaqlar
bibərlərə	bibər + lərə
dilənçidə	dilənçi + də
mədrəsə	mədrəsə
bacılarımıza	bacı + larımıza
fəlsəfədən	fəlsəfə + dən
günbəzlərdən	günbəz + lərdən
qurbağalardan	qurbağa + lardan
buynuzunuza	buynuz + unuza
söyüdün	söyüd + ün
vaxt	vaxt
dünyalar	dünya + lar
yoldaşa	yoldaş + a
sərçənin	sərçə + nin
qarğa	qarğa
köynəklərə	köynək + lərə
dağı	dağ + ı
fəlsəfəsinə	fəlsəfə + sinə
buynuzlarınızda	buynuz + larınızda
qanlara	qan + lara
düşmanlar	düşman + lar
uşaq	uşaq
baldızlara	baldız + lara
müzakirəmizin	müzakirə + mizin
ağlayır	ağla + yır
müzakirələrin	müzakirə + lərin
xərləri	xər + ləri
tələbən	tələbə + n
oxuyar	oxu + yar
cücü	cücü
qatarda	qatar + da
fəaliyyətimə	fəaliyyət + imə
dibçəklərin	dibçək + lərin
avqustu	avqust + u
boyaya	boya + ya
buzda	buz + da
cücülərin	cücü + lərin
rəngləyirlər	rənglə + yirlər
kompüter	kompüter
beynimizdən	bey + nimizdən
oyuncaqda	oyuncaq + da
mələyinizi	mələ + yinizi
qurbağalar	qurbağa + lar
işıq	işıq
onurğamdan	onurğa + mdan
müzakirələri	müzakirə + ləri
minarələrdən	minarə + lərdən
gözlərinizdən	göz + lərinizdən
tələbələri	tələbə + ləri
uşaqlığım	uşaqlığ + ım
mənzərənizdən	mənzərə + nizdən
vazandan	vaza + ndan
için	için
bacıları	bacı + ları
fəlsəfəmizə	fəlsəfə + mizə
müzakirən	müzakirə + n
əriklər	ərik + lər
oyuncağı	oyuncağ + ı
dinozavrıma	dinozavr + ıma
tülpanlarda	tülpan + larda
zəfərdən	zəfər + dən
yemişimdən	yemiş + imdən
uşağ	uşa + ğ
dünyalara	dünya + lara
tarixlərə	tarix + lərə
köynəkdə	köynək + də
alətimizi	alət + imizi
qulağında	qulağ + ında
dildən	dil + dən
dirsəklərimdə	dirsək + lərimdə
nəticə	nəticə
alətimizə	alət + imizə
düşmanım	düşman + ım
məktəblərimin	məktəb + lərimin
önlərin	ön + lərin
anasına	ana + sına
namazlarımızın	namaz + larımızın
qardaşlarınızdan	qardaş + larınızdan
dalğalarınızda	dalğa + larınızda
çiyələkləri	çiyələk + ləri
mivə	mivə
avtomobillər	avtomobil + lər
pilləkən	pilləkən
bahar	bahar
dil	dil
hörümçəklərinizdən	hörümçək + lərinizdən
tilişkələri	tilişkə + ləri
düşmənim	düşmən + im
biçindən	biçin + dən
vertolyotlara	vertolyot + lara
bacımı	bacı + mı
cibi	cib + i
beyinlərimdə	beyin + lərimdə
alçalarında	alça + larında
vəziyyətlərimizi	vəziyyət + lərimizi
kəfgirlərimə	kəfgir + lərimə
surəni	surə + ni
baldızların	baldız + ların
xəbəri	xəbər + i
sümüyümdə	sümü + yümdə
tısbağalarda	tısbağa + larda
mismara	mismar + a
cib	cib
minarələri	minarə + ləri
qərənfilə	qərənfil + ə
onurğanız	onurğa + nız
bülbülə	bülbül + ə
hüceyrələrinizi	hüceyrə + lərinizi
ensiklopediya	ensiklopediya
ürəklər	ürək + lər
axışların	axış + ların
üz	üz
kölgələrimizin	kölgə + lərimizin
qəlblərimə	qəlb + lərimə
tülkünün	tülkü + nün
alovlara	alov + lara
alətlərə	alət + lərə
minarənin	minarə + nin
üzümlərdə	üzüm + lərdə
qoxumu	qoxu + mu
böyürtkənlərdən	böyürtkən + lərdən
kraliçalarımda	kraliça + larımda
tilişkədən	tilişkə + dən
arxivinizdən	arxiv + inizdən
penisimizi	penis + imizi
tələbələrdən	tələbə + lərdən
çömçəquyruqdan	çömçəquyruq + dan
ətlərdə	ət + lərdə
kaktusların	kaktus + ların
dələnin	dələ + nin
quyruğu	quyruğ + u
bibərlər	bibər + lər
dalğada	dalğa + da
vəftiz	vəftiz
bacılarım	bacı + larım
qılıncların	qılınc + ların
kaktusda	kaktus + da
dalğıclarda	dalğıc + larda
okeana	okean + a
fleytalardan	fleyta + lardan
qarışqaları	qarışqa + ları
özünüidarəetməyə	özünüidarəetmə + yə
ütüyə	ütü + yə
beynimdə	bey + nimdə
almazda	almaz + da
fakültəni	fakültə + ni
bağbanı	bağban + ı
hörümçəklərinizi	hörümçək + lərinizi
çok	çok
dırnaqlarımız	dırnaq + larımız
qapılara	qapı + lara
bürcün	bürc + ün
gəmilər	gəmi + lər
əriklərimdə	ərik + lərimdə
ciblərdə	cib + lərdə
qarğada	qarğa + da
şənbədən	şənbə + dən
kraliçamı	kraliça + mı
beyinlərinizin	beyin + lərinizin
qaçqınlarda	qaçqın + larda
kamertonu	kamerton + u
dırnaqlarda	dırnaq + larda
əqrəblərdən	əqrəb + lərdən
əqrəbim	əqrəb + im
öpüşlərdə	öpüş + lərdə
yaquarda	yaquar + da
keçidən	keçi + dən
günəbaxanın	günəbaxan + ın
alçanızı	alça + nızı
minbərin	minbər + in
dirsəyindən	dirsə + yindən
tərcümələrində	tərcümə + lərində
uşaqlıqlarımdan	uşaqlıq + larımdan
buludları	bulud + ları
köynəyiniz	köynə + yiniz
həmişə	həmişə
dinozavrından	dinozavr + ından
kraliçamızdan	kraliça + mızdan
buynuzumuz	buynuz + umuz
fəaliyyətinə	fəaliyyət + inə
kölgələrinin	kölgə + lərinin
olduğunu	ol + duğunu
sarımsaqda	sarımsaq + da
dəmirləri	dəmir + ləri
ərik	ərik
sözə	söz + ə
dirsəkdə	dirsək + də
kişilərin	kişi + lərin
darçının	darçın + ın
sivilizasiyalar	sivilizasiya + lar
sümükdən	sümük + dən
gecəyə	gecə + yə
hüceyrəmizə	hüceyrə + mizə
ovçular	ovçu + lar
yağışa	yağış + a
büyün	büyün
candan	can + dan
penisini	penis + ini
ereksiyalarınızı	ereksiya + larınızı
isimlərdən	isim + lərdən
əqrəbimə	əqrəb + imə
dalğıcların	dalğıc + ların
fəaliyyətlərinin	fəaliyyət + lərinin
bacılarınızı	bacı + larınızı
almaza	almaz + a
kifayət	kifayət
qatarı	qatar + ı
psixoterapiyanı	psixoterapiya + nı
əqrəblərimizi	əqrəb + lərimizi
şaftalılarında	şaftalı + larında
xəstəliyə	xəstəli + yə
düşmanından	düşman + ından
yağışı	yağış + ı
qardaşlarımdan	qardaş + larımdan
hüceyrələrimizə	hüceyrə + lərimizə
şaftalınız	şaftalı + nız
xloroplast	xloroplast
sevgilərə	sevgi + lərə
ürəyin	ürə + yin
bəbəkdən	bəbək + dən
meymunları	meymun + ları
alçalarımı	alça + larımı
dünyanızın	dünya + nızın
ayaqqabı	ayaqqabı
sözlüklərin	sözlük + lərin
qardaşımıza	qardaş + ımıza
paya	pay + a
köməyimi	kö + məyimi
işıqların	işıq + ların
günlərin	gün + lərin
hal	hal
bibərin	bibər + in
fəlsəfəyə	fəlsəfə + yə
bitkilərdə	bitki + lərdə
söyüdlər	söyüd + lər
sümüyündə	sümü + yündə
müqayisəyə	müqayisə + yə
xəritələrimi	xəritə + lərimi
avqustların	avqust + ların
yardıma	yardım + a
qardaşdan	qardaş + dan
bulaqlardan	bulaq + lardan
namazlarınızı	namaz + larınızı
fəaliyyətlərimdə	fəaliyyət + lərimdə
mənzərələrimiz	mənzərə + lərimiz
müzakirənizdən	müzakirə + nizdən
onurğamda	onurğa + mda
mələklərinizdə	mələk + lərinizdə
qəzetə	qəzet + ə
köynəyinizə	köynə + yinizə
mədrəsənin	mədrəsə + nin
payı	pay + ı
köməklərimizə	kömək + lərimizə
kaktus	kaktus
hüceyrəsini	hüceyrə + sini
rəngdən	rəng + dən
kraliçamızı	kraliça + mızı
bilmir	bil + mir
tarixdən	tarix + dən
köməyinizə	kö + məyinizə
mənzərələrin	mənzərə + lərin
yarasaya	yarasa + ya
rəhbər	rəhbər
içdi	iç + di
milçəklərdə	milçək + lərdə
uşaqlığınızda	uşaqlığ + ınızda
quyruqdan	quyruq + dan
gülüş	gülüş
fəaliyyətimiz	fəaliyyət + imiz
alov	alov
dinozavrımızda	dinozavr + ımızda
gözlərimizə	göz + lərimizə
tilişkələrdə	tilişkə + lərdə
onurğalarımın	onurğa + larımın
müzakirələrimdə	müzakirə + lərimdə
buynuz	buynuz
bayraqdan	bayraq + dan
tələbəndə	tələbə + ndə
qardaş	qardaş
cücüləri	cücü + ləri
pişiklərə	pişik + lərə
abini	abi + ni
istəyir	istə + yir
dibçəkdən	dibçək + dən
müsabiqəni	müsabiqə + ni
tərcümələrindən	tərcümə + lərindən
ağladı	ağla + dı
alətlər	alət + lər
gülüşləri	gülüş + ləri
dinlərdə	din + lərdə
şəhər	şəhər
mənə	mən + ə
bıçaqlarım	bıçaq + larım
qəlblərimizi	qəlb + lərimizi
axışda	axış + da
bacında	bacı + nda
dünyalarda	dünya + larda
tilişkələrin	tilişkə + lərin
mənzərəniz	mənzərə + niz
rəhbərimiz	rəhbər + imiz
gülür	gül + ür
rəhbərlərdən	rəhbər + lərdən
düşmanımın	düşman + ımın
əriyinizdən	əri + yinizdən
həftədən	həftə + dən
pişikdən	pişik + dən
dalğaları	dalğa + ları
avtomobil	avtomobil
pomidorda	pomidor + da
sümüyümüzün	sümü + yümüzün
jasmini	jasmin + i
kraliçam	kraliça + m
qan	qan
süzgəci	süzgəc + i
qoxumuzu	qoxu + muzu
elirdi	el + irdi
bibərdən	bibər + dən
hüceyrələrimdən	hüceyrə + lərimdən
əriyimizdən	əri + yimizdən
dəyirmanların	dəyirman + ların
sivilizasiyaya	sivilizasiya + ya
penisləriniz	penis + ləriniz
ensiklopediyada	ensiklopediya + da
gözdən	göz + dən
dalğıcın	dalğıc + ın
mehrabı	mehrab + ı
penislərimizdə	penis + lərimizdə
çömçəquyruqları	çömçəquyruq + ları
dinozavrları	dinozavr + ları
dırnaqlarınıza	dırnaq + larınıza
keçinin	keçi + nin
işığa	işığ + a
bacıdan	bacı + dan
səviyyədən	səviyyə + dən
arxivimizdən	arxiv + imizdən
dirsəklərimiz	dirsək + lərimiz
böyrək	böyrək
damcıları	damcı + ları
oğraş	oğraş
gülüşlərinin	gülüş + lərinin
uşaqlıqlarınız	uşaqlıq + larınız
skripkanı	skripka + nı
sifariş	sifariş
surələr	surə + lər
vəziyyətlərimizin	vəziyyət + lərimizin
ereksiyamdan	ereksiya + mdan
karp	karp
vəftizdən	vəftiz + dən
yeri	yer + i
dəmir	dəmir
baldızından	baldız + ından
həftələrə	həftə + lərə
süpürgənin	süpürgə + nin
yemişlərindən	yemiş + lərindən
mədrəsələri	mədrəsə + ləri
yardımlardan	yardım + lardan
eləməyə	elə + məyə
bıçağını	bıçağ + ını
namazlarında	namaz + larında
vazalara	vaza + lara
alətlərdə	alət + lərdə
çiyələklər	çiyələk + lər
ağacdələnlərə	ağacdələn + lərə
təəccüb	təəccüb
qaranquşun	qaranquş + un
dünyadan	dünya + dan
dayanacaqda	dayanacaq + da
qəlbinə	qəlb + inə
vazamızda	vaza + mızda
axışlarda	axış + larda
düşməninizə	düşmən + inizə
gülüşümüz	gülüş + ümüz
gündən	gün + dən
ayda	ay + da
bibərləri	bibər + ləri
gözlərdə	göz + lərdə
ulduzlara	ulduz + lara
alətlərində	alət + lərində
surədə	surə + də
qulağıma	qulağ + ıma
tısbağa	tısbağa
dinozavrımız	dinozavr + ımız
fəlsəfələrimdən	fəlsəfə + lərimdən
yemişini	yemiş + ini
badamdan	badam + dan
dalğalarından	dalğa + larından
məktəbimiz	məktəb + imiz
kilsədən	kilsə + dən
film	film
alətinə	alət + inə
nəticələr	nəticə + lər
süngüm	süngü + m
onurğalarımı	onurğa + larımı
möcüzəyə	möcüzə + yə
vəftizlərdə	vəftiz + lərdə
açarının	açar + ının
dizin	diz + in
buludlarda	bulud + larda
onurğamı	onurğa + mı
hinduşkadan	hinduşka + dan
üstündə	üst + ündə
ördəkləri	ördək + ləri
bıçaqlarımızı	bıçaq + larımızı
günbəzi	günbəz + i
kitabxanaların	kitabxana + ların
köpükdən	köpük + dən
incəsənət	incəsənət
şaftalımızın	şaftalı + mızın
dünyanda	dünya + nda
məktəbinizdə	məktəb + inizdə
xoruzların	xoruz + ların
penislərimin	penis + lərimin
sümüyünüzə	sümü + yünüzə
zəfərandan	zəfəran + dan
nəfəsləri	nəfəs + ləri
yemişlərində	yemiş + lərində
avqustlardan	avqust + lardan
namazlardan	namaz + lardan
tərcümənizdən	tərcümə + nizdən
qaloşa	qaloş + a
günəbaxana	günəbaxan + a
köməyini	kö + məyini
şaftalılarımıza	şaftalı + larımıza
diqqətin	diqqət + in
alçasını	alça + sını
mənzərələrimdə	mənzərə + lərimdə
süngüləriniz	süngü + ləriniz
bazarda	bazar + da
gülüşlərimin	gülüş + lərimin
dinin	din + in
evdədir	ev + dədir
rəndənin	rəndə + nin
dəyirmana	dəyirman + a
xəritənizdən	xəritə + nizdən
baldızlarımdan	baldız + larımdan
dələlərdən	dələ + lərdən
qərənfillərdən	qərənfil + lərdən
karplardan	karp + lardan
piano	piano
əqrəblərimiz	əqrəb + lərimiz
ananızın	ana + nızın
düşmənlərə	düşmən + lərə
surələrdən	surə + lərdən
bıçaqlarında	bıçaq + larında
intihara	intihar + a
dəvəquşlarını	dəvəquş + larını
kəfgirimin	kəfgir + imin
ayaqqabılardan	ayaqqabı + lardan
kəlbətinə	kəlbətin + ə
sümüklərinizə	sümük + lərinizə
çömçəquyruğu	çömçəquyruğ + u
əriklərində	ərik + lərində
onurğalarınızdan	onurğa + larınızdan
tələbəndən	tələbə + ndən
gözünən	göz + ünən
vəftizi	vəftiz + i
beş	beş
muzeyi	muzey + i
fırtınalardan	fırtına + lardan
bəbəklərin	bəbək + lərin
xəritələrinizdə	xəritə + lərinizdə
gecəni	gecə + ni
kamertonları	kamerton + ları
göz	göz
tülpanları	tülpan + ları
bahara	bahar + a
qadında	qadın + da
bacı	bacı
tərcümələrinizi	tərcümə + lərinizi
kəfgirimizdən	kəfgir + imizdən
keçilər	keçi + lər
səhifə	səhifə
oxur	ox + ur
xəritələrinizin	xəritə + lərinizin
baldızımdan	baldız + ımdan
cəsəd	cəsəd
düşməni	düşmən + i
silah	silah
vəziyyətindən	vəziyyət + indən
düşməninin	düşmən + inin
oğraşı	oğraş + ı
hüceyrələriniz	hüceyrə + ləriniz
zəlzələlərə	zəlzələ + lərə
qaçqından	qaçqın + dan
ətlərin	ət + lərin
kişi	kişi
leşyeyəni	leşyeyən + i
sonlarda	son + larda
rənglədi	rənglə + di
təmizləməmişdi	təmizlə + məmişdi
boyaların	boya + ların
məktəblər	məktəb + lər
düşmənlərinin	düşmən + lərinin
açarlarınıza	açar + larınıza
məktəblərimizin	məktəb + lərimizin
baldızlardan	baldız + lardan
şaftalılarımızda	şaftalı + larımızda
fleytalar	fleyta + lar
sümüklərindən	sümük + lərindən
kraliçada	kraliça + da
gözümdə	göz + ümdə
beyinlərində	beyin + lərində
dalğamın	dalğa + mın
getmişdi	get + mişdi
qılınclarda	qılınc + larda
tələbələrimdə	tələbə + lərimdə
süngünüzün	süngü + nüzün
dondurmalara	dondurma + lara
ereksiyanız	ereksiya + nız
temperaturda	temperatur + da
incəsənətlərə	incəsənət + lərə
düşmənlər	düşmən + lər
səhifələrdən	səhifə + lərdən
qardaşların	qardaş + ların
düşmənimi	düşmən + imi
kraliçalarım	kraliça + larım
dəmirlərdən	dəmir + lərdən
bayraqların	bayraq + ların
darçınlar	darçın + lar
pişirdigi	piş + irdigi
bayraq	bayraq
bıçağıma	bıçağ + ıma
qardaşlıqlar	qardaşlıq + lar
analarımız	ana + larımız
gözümüz	göz + ümüz
ədəbiyyatları	ədəbiyyat + ları
köməyinizi	kö + məyinizi
baltalara	balta + lara
dünyalarından	dünya + larından
buynuzlarımızda	buynuz + larımızda
qaloşların	qaloş + ların
peyğəmbərlərə	peyğəmbər + lərə
anadan	ana + dan
qəlbimiz	qəlb + imiz
dinozavrınıza	dinozavr + ınıza
rəhbərlərimdə	rəhbər + lərimdə
mələklərim	mələk + lərim
gülüşündən	gülüş + ündən
hüceyrədə	hüceyrə + də
dodaqlarda	dodaq + larda
ağacdələni	ağacdələn + i
mələyinizin	mələ + yinizin
qəlbiniz	qəlb + iniz
pilləkəndən	pilləkən + dən
dodağın	dodağ + ın
fleytaları	fleyta + ları
vazamı	vaza + mı
texnologiyanın	texnologiya + nın
vazasını	vaza + sını
beyinlərimizdən	beyin + lərimizdən
həqiqətdə	həqiqət + də
şənbələr	şənbə + lər
dənizlərə	dəniz + lərə
dağlardan	dağ + lardan
bacınıza	bacı + nıza
qardaşınızı	qardaş + ınızı
yemişlərdə	yemiş + lərdə
çəyirtkə	çəyirtkə
təbiətləri	təbiət + ləri
sümüklərim	sümük + lərim
dirsəklərini	dirsək + lərini
qəlsəmədə	qəlsəmə + də
brilyant	brilyant
önün	ön + ün
qalibiyyətlərdən	qalibiyyət + lərdən
kraliçalar	kraliça + lar
söz	söz
tərcümələrdən	tərcümə + lərdən
ananız	ana + nız
xəbərlərin	xəbər + lərin
arxivin	arxiv + in
buynuzundan	buynuz + undan
bıçağın	bıçağ + ın
düşərgəni	düşərgə + ni
yuxlamasını	yuxla + masını
alətini	alət + ini
dünyası	dünya + sı
qədər	qədər
xəzinəmi	xəzinə + mi
fəlsəfələrimdə	fəlsəfə + lərimdə
penisdən	penis + dən
temperaturu	temperatur + u
ədəbiyyatlar	ədəbiyyat + lar
göydələnlərdə	göydələn + lərdə
oxumağı	oxu + mağı
hüceyrələrimdə	hüceyrə + lərimdə
dirsəyində	dirsə + yində
peyğəmbərə	peyğəmbər + ə
onurğalar	onurğa + lar
vəziyyətlərinizi	vəziyyət + lərinizi
milçəklər	milçək + lər
dizdə	diz + də
əriyimiz	əri + yimiz
məktəbinizin	məktəb + inizin
oturduq	otur + duq
ensiklopediyanın	ensiklopediya + nın
fleytaların	fleyta + ların
kraliçalarının	kraliça + larının
fəlsəfələrində	fəlsəfə + lərində
zəfərləri	zəfər + ləri
bağırsaqlara	bağırsaq + lara
buynuzumu	buynuz + umu
səbəbi	səbəb + i
gecələrdən	gecə + lərdən
xəzinəsinin	xəzinə + sinin
qardaşına	qardaş + ına
oxdan	ox + dan
yemişlər	yemiş + lər
buynuzumdan	buynuz + umdan
boyanı	boya + nı
qardaşlarımızdan	qardaş + larımızdan
yemişlərinizdən	yemiş + lərinizdən
əqrəblərimdə	əqrəb + lərimdə
çarpaz	çarpaz
şaftalısını	şaftalı + sını
şənbəni	şənbə + ni
geodeziyanın	geodeziya + nın
köməklərinə	kömək + lərinə
düşmanlara	düşman + lara
penisinizi	penis + inizi
beyinlərinə	beyin + lərinə
ciblər	cib + lər
ayağı	ayağ + ı
kraliçalarına	kraliça + larına
aylara	ay + lara
bacılarımdan	bacı + larımdan
dağ	dağ
kərtənkələlərdən	kərtənkələ + lərdən
qulaqlarımız	qulaq + larımız
qaranquşları	qaranquş + ları
onurğalarda	onurğa + larda
vazalarınıza	vaza + larınıza
ereksiyamızdan	ereksiya + mızdan
gözlərindən	göz + lərindən
məktəblərindən	məktəb + lərindən
bıçaq	bıçaq
xəritəsinə	xəritə + sinə
vazan	vaza + n
müzakirənizdə	müzakirə + nizdə
düktürdür	düktür + dür
körfəz	körfəz
payda	pay + da
ətlərdən	ət + lərdən
bacılarına	bacı + larına
qulaq	qulaq
gözümdən	göz + ümdən
tərcümədə	tərcümə + də
məktəblərinin	məktəb + lərinin
dələni	dələ + ni
namaz	namaz
hörümçəyinizə	hörümçə + yinizə
rəhbərləriniz	rəhbər + ləriniz
gülüşlərə	gülüş + lərə
dinozavrlara	dinozavr + lara
gülüşlərimdən	gülüş + lərimdən
mənzərədən	mənzərə + dən
dırnaqlarına	dırnaq + larına
kaktusu	kaktus + u
onurğalarınıza	onurğa + larınıza
skripkadan	skripka + dan
əriklərinizdən	ərik + lərinizdən
şaftalınızı	şaftalı + nızı
amfiteatrda	amfiteatr + da
kölgələrinizdən	kölgə + lərinizdən
bazarlar	bazar + lar
bəbəklərdən	bəbək + lərdən
fəaliyyətdə	fəaliyyət + də
şirkətdə	şirkət + də
beynimi	bey + nimi
xəzinəmizdə	xəzinə + mizdə
jurnalistlərin	jurnalist + lərin
süngülər	süngü + lər
peyğəmbərlərdə	peyğəmbər + lərdə
süngü	süngü
brilyanta	brilyant + a
yağışlar	yağış + lar
düşmənlərinizi	düşmən + lərinizi
badımcanlarda	badımcan + larda
sonu	son + u
qapıların	qapı + ların
köməkləriniz	kömək + ləriniz
uşaqlıqları	uşaqlıq + ları
dırnaqları	dırnaq + ları
fəaliyyətlərimi	fəaliyyət + lərimi
axşamlara	axşam + lara
yəhudidə	yəhudi + də
üzümlər	üzüm + lər
ereksiyamı	ereksiya + mı
mələklərin	mələk + lərin
canavar	canavar
açarımdan	açar + ımdan
badamların	badam + ların
qardaşımızı	qardaş + ımızı
buynuzdan	buynuz + dan
güldü	gül + dü
siçana	siçan + a
jasminləri	jasmin + ləri
qardaşı	qardaş + ı
bıçağımızdan	bıçağ + ımızdan
pomidorlardan	pomidor + lardan
kraliçaların	kraliça + ların
bıçağınıza	bıçağ + ınıza
leşyeyənlər	leşyeyən + lər
ayı	ay + ı
şaftalılardan	şaftalı + lardan
sabun	sabun
dünyalarıma	dünya + larıma
respublika	respublika
rəhbərimdə	rəhbər + imdə
bəbəyi	bəbə + yi
vazalarınızda	vaza + larınızda
ulduzda	ulduz + da
körfəzlərə	körfəz + lərə
armudlarda	armud + larda
təmizləməgi	təmizlə + məgi
milçəklərdən	milçək + lərdən
qulaqlarım	qulaq + larım
yemişlərimizi	yemiş + lərimizi
qalibiyyətə	qalibiyyət + ə
kraliçalarımın	kraliça + larımın
arxivinizin	arxiv + inizin
cücülərdən	cücü + lərdən
köməyinizdə	kö + məyinizdə
kölgəmin	kölgə + min
məktəbinə	məktəb + inə
günəşin	günəş + in
çiçəkləri	çiçək + ləri
dırnağında	dırnağ + ında
donuzlardan	donuz + lardan
səviyyələrin	səviyyə + lərin
beynə	bey + nə
mələklərdən	mələk + lərdən
sünnətdən	sünnət + dən
ədəbiyyatlardan	ədəbiyyat + lardan
şaftalılarımızın	şaftalı + larımızın
xəncərləri	xəncər + ləri
arxivə	arxiv + ə
kraliçana	kraliça + na
qazların	qaz + ların
əriyimizin	əri + yimizin
həqiqətdən	həqiqət + dən
osminoqları	osminoq + ları
gülüşlərinizdən	gülüş + lərinizdən
qaranquşu	qaranquş + u
bıçağımda	bıçağ + ımda
bıçağımın	bıçağ + ımın
donuzu	donuz + u
arxivi	arxiv + i
gönü	gön + ü
köpüyü	köpü + yü
meyvənin	meyvə + nin
birliyin	birli + yin
dəmirə	dəmir + ə
qatarlarda	qatar + larda
mismar	mismar
çiyələklərdən	çiyələk + lərdən
günbəzlərə	günbəz + lərə
gülüşünüzdə	gülüş + ünüzdə
kaktuslarda	kaktus + larda
dünyanızda	dünya + nızda
özünə	öz + ünə
xəbərlərdə	xəbər + lərdə
rəssamda	rəssam + da
bayquşun	bayquş + un
tələbəniz	tələbə + niz
hüceyrələrimizi	hüceyrə + lərimizi
günbəzləri	günbəz + ləri
oraqlar	oraq + lar
qulağının	qulağ + ının
vəftizlərə	vəftiz + lərə
qoxuna	qoxu + na
yardım	yardım
açarlarını	açar + larını
bacını	bacı + nı
penisdə	penis + də
kilsəyə	kilsə + yə
qardaşlarımda	qardaş + larımda
odda	od + da
qəlbinizin	qəlb + inizin
fəlsəfələrimi	fəlsəfə + lərimi
tərcümənizin	tərcümə + nizin
pomidoru	pomidor + u
kaktusun	kaktus + un
kərpicləri	kərpic + ləri
göldən	göl + dən
kitabxanalardan	kitabxana + lardan
kəfgirinizdən	kəfgir + inizdən
xərlərin	xər + lərin
xəritələrimdə	xəritə + lərimdə
qanları	qan + ları
skripkalarda	skripka + larda
süngümüzün	süngü + müzün
açarıma	açar + ıma
dayanacaqları	dayanacaq + ları
nəfəsə	nəfəs + ə
tələbənizin	tələbə + nizin
mizrab	mizrab
çekmə	çek + mə
balalaykaya	balalayka + ya
