input	target
qapılardan	qapı + lardan
mantığımızda	mantığ + ımızda
akciğerlerinizden	akciğer + lerinizden
açarlarımdan	açar + larımdan
delfinə	delfin + ə
müzakirələrinizin	müzakirə + lərinizin
armudların	armud + ların
safsatasını	safsata + sını
saydırtmışlarmış	saydırt + mışlarmış
kılmadın	kıl + madın
enfeksiyonunuz	enfeksiyon + unuz
əriyiniz	əri + yiniz
yontmalıydık	yont + malıydık
yaratmameliyiz	yarat + mameliyiz
protestolarında	protesto + larında
çedara	çedar + a
çömçəquyruğun	çömçəquyruğ + un
əriyimizdə	əri + yimizdə
tekfurmuş	tekfur + muş
temperaturların	temperatur + ların
mitoxondriyə	mitoxondri + yə
kölgələrimizə	kölgə + lərimizə
cümələri	cümə + ləri
topraklarının	toprak + larının
tanıtıyorsunuz	tanıt + ıyorsunuz
dilmek	dilmek
hüceyrələrinizi	hüceyrə + lərinizi
ətdə	ət + də
armudu	armud + u
varmazlarmış	var + mazlarmış
gülüşümü	gülüş + ümü
gəmilərin	gəmi + lərin
dergiyi	dergi + yi
uşağın	uşağ + ın
skrotumunuz	skrotum + unuz
takmazdık	tak + mazdık
piyanolarınız	piyano + larınız
süründürtmezdin	süründürt + mezdin
açır	aç + ır
tərcüməmə	tərcümə + mə
qonşunun	qonşu + nun
yoldaşlara	yoldaş + lara
bıçaqlarınızı	bıçaq + larınızı
serversin	server + sin
dayanacaq	dayanacaq
suç	suç
Dördüncü	Dördünc + ü
saptıydınız	sap + tıydınız
sıkarım	sık + arım
etkilerdin	etkile + rdin
çevirmeyeceğim	çevir + meyeceğim
kəfgirim	kəfgir + im
savunmamalılarmış	savun + mamalılarmış
qazlara	qaz + lara
döşemeler	döşeme + ler
türünün	tür + ünün
istemcisiniz	istemci + siniz
uyarıyormuşum	uyar + ıyormuşum
yoğuruyorsunuz	yoğur + uyorsunuz
yapbozuna	yapboz + una
panendeistini	panendeist + ini
yardımların	yardım + ların
ananıza	ana + nıza
çıldırtmazmışım	çıldırt + mazmışım
kölgələriniz	kölgə + ləriniz
maşına	maşın + a
öldürtülmememişsin	öldürtülme + memişsin
okumamalıydık	oku + mamalıydık
cücüyə	cücü + yə
uşaqlıqlara	uşaqlıq + lara
start	start
kompüterləri	kompüter + ləri
kilsələr	kilsə + lər
tatbiklerinize	tatbik + lerinize
vurgulardınız	vurgu + lardınız
aygıtlarınızda	aygıt + larınızda
Jane	Jane
tərcüməm	tərcümə + m
olmamelisin	ol + mamelisin
temperturdan	temper + turdan
kestiydin	kes + tiydin
asteroitlerinizden	asteroit + lerinizden
qulaqlarımızın	qulaq + larımızın
kəfgiriniz	kəfgir + iniz
süngülərinizdən	süngü + lərinizdən
papirüslerde	papirüs + lerde
nar	nar
menteşenin	menteşe + nin
kırdırdıydık	kırdır + dıydık
tarixə	tarix + ə
katlar	kat + lar
votkalardınız	votka + lardınız
kaçmışım	kaç + mışım
kullanımlarının	kullanım + larının
rəhbəriniz	rəhbər + iniz
rəngi	rəng + i
şamarlamıştık	şamarla + mıştık
altları	alt + ları
koşulduydun	koşul + duydun
ayrımcılığını	ayrımcılığ + ını
arxivlərini	arxiv + lərini
yaymışmışsınız	yay + mışmışsınız
koyulaştık	koyulaş + tık
dünyana	dünya + na
həftələri	həftə + ləri
kâbusları	kâbus + ları
canavarlar	canavar + lar
əqrəbimi	əqrəb + imi
salacaktım	sal + acaktım
jasminlərdə	jasmin + lərdə
mənzərəniz	mənzərə + niz
uğratılmamalıydım	uğratıl + mamalıydım
köməyimi	kö + məyimi
olduğunu	ol + duğunu
xəritənizdə	xəritə + nizdə
manana	mana + na
namazından	namaz + ından
imreniyorsunuz	imren + iyorsunuz
ağlamamızı	ağlama + mızı
makinelerimizde	makine + lerimizde
biftekkeklerde	biftekkek + lerde
veletlerimiz	velet + lerimiz
heteroseksüelimiz	heteroseksüel + imiz
ittirilmeliydi	ittiril + meliydi
canlandırılmamalıydın	canlandırıl + mamalıydın
çox	çox
kölgələrimin	kölgə + lərimin
xoruza	xoruz + a
türememiştik	türe + memiştik
özrünüzden	öz + rünüzden
öpüşdən	öpüş + dən
kirazlarının	kiraz + larının
tüstünün	tüstü + nün
kəfgir	kəfgir
direktiler	direk + tiler
ayların	ay + ların
ütülərin	ütü + lərin
arxivləri	arxiv + ləri
tanrılarsın	tanrı + larsın
asetonunuzda	aseton + unuzda
bağbana	bağban + a
süngülərimizdə	süngü + lərimizdə
qardaşlardan	qardaş + lardan
bileziğimizden	bileziğ + imizden
inəklərə	inək + lərə
ısınmameliyim	ısın + mameliyim
qoxumu	qoxu + mu
kəfgirində	kəfgir + ində
baldızı	baldız + ı
altdillerinizin	altdil + lerinizin
istememeliydik	iste + memeliydik
xəstəlik	xəstəlik
dizili	dizili
şaşırtmıyordun	şaşırt + mıyordun
oda	od + a
birinizle	biri + nizle
gəlmış	gəl + mış
tətil	tətil
şaşırtmadıydı	şaşırt + madıydı
sözlərdə	söz + lərdə
mitoxondri	mitoxondri
beynə	bey + nə
fıstıklarını	fıstık + larını
vertolyotun	vertolyot + un
atmamamalıymışım	atma + mamalıymışım
beyni	bey + ni
beklemiyorlardı	bekle + miyorlardı
yapımcıdan	yapımcı + dan
qəlblərimizdən	qəlb + lərimizdən
süngümüzə	süngü + müzə
darılmadınız	darıl + madınız
çatmazsınız	çat + mazsınız
zəlzələlərdə	zəlzələ + lərdə
aslından	as + lından
təzyiq	təzyiq
kokmam	kok + mam
xoruzu	xoruz + u
bükecekmişim	bük + ecekmişim
indiriminizi	indirim + inizi
kölgələrimdə	kölgə + lərimdə
bahsettiler	bahset + tiler
buzu	buz + u
durmuşlar	dur + muşlar
gerzeklerim	gerzek + lerim
delfinin	delfin + in
üreticilerini	üretici + lerini
neşem	neşe + m
kölgələrimi	kölgə + lərimi
beyin	beyin
cezalandırırdın	cezalandır + ırdın
dalğanızdan	dalğa + nızdan
pipettik	pipet + tik
şkafı	şkaf + ı
klarnetlerimizde	klarnet + lerimizde
zəfəran	zəfəran
diz	diz
zibidilerinde	zibidi + lerinde
sıçratan	sıçra + tan
qarpızda	qarpız + da
odacılarınızda	odacı + larınızda
sürünmezdim	sürün + mezdim
barındığı	barın + dığı
Adımız	Adımız
armudları	armud + ları
sözlərdən	söz + lərdən
tələbə	tələbə
sözlərdə	söz + lərdə
üzün	üz + ün
vazasında	vaza + sında
kəfgirdən	kəfgir + dən
dırnağınıza	dırnağ + ınıza
öpüşmemeliydik	öpüş + memeliydik
incəsənətlərdən	incəsənət + lərdən
kısmışlar	kıs + mışlar
ereksiyalarınızdan	ereksiya + larınızdan
kitabxananı	kitabxana + nı
bibərlər	bibər + lər
körpünün	körpü + nün
dinozavrı	dinozavr + ı
ilanların	ilan + ların
vəziyyətinin	vəziyyət + inin
kraliçanızda	kraliça + nızda
gözlərinə	göz + lərinə
yaramışız	yara + mışız
dələyə	dələ + yə
donuzlarda	donuz + larda
sözlüklərdə	sözlük + lərdə
busələri	busə + ləri
mümessilliklerim	mümessillik + lerim
dayanacaqlara	dayanacaq + lara
bağırtıya	bağırtı + ya
işığı	işığ + ı
açarımıza	açar + ımıza
oraqda	oraq + da
gülüşünüzü	gülüş + ünüzü
kavuşmalı	kavuş + malı
qəlbin	qəlb + in
laçosunun	laço + sunun
prototiplemesi	prototipleme + si
sınıfınızdan	sınıf + ınızdan
bıktım	bık + tım
böceğinizin	böceğ + inizin
zangoçların	zangoç + ların
peçetelerdiniz	peçete + lerdiniz
kurutun	kurut + un
qardaşlardan	qardaş + lardan
xəritələrimizi	xəritə + lərimizi
avlarınıza	av + larınıza
pandispanyasınız	pandispanya + sınız
bekletecekmişsiniz	beklet + ecekmişsiniz
boşqab	boşqab
qərənfilin	qərənfil + in
oyuncağımızın	oyuncağ + ımızın
ehemmiyetsizlik	ehemmiyetsizlik
acıktırmayın	acıktır + mayın
mənzərələrdən	mənzərə + lərdən
kalmamıştınız	kal + mamıştınız
film	film
kursiyerdik	kursiyer + dik
arxivinizdə	arxiv + inizdə
dünyamız	dünya + mız
patatesinin	patates + inin
kipayı	kipa + yı
cümə	cümə
xəritələrini	xəritə + lərini
kötüleşirsiniz	kötüleş + irsiniz
anasında	ana + sında
balıkçının	balıkçı + nın
kəfgirlərinizdə	kəfgir + lərinizdə
fındıkların	fındık + ların
birleştirmezmişsiniz	birleştir + mezmişsiniz
hörümçəklərinə	hörümçək + lərinə
yaptırttın	yaptırt + tın
birleştirtmeyeceksin	birleştirt + meyeceksin
yedirtmez	yedirt + mez
filmlər	film + lər
sermezdiniz	ser + mezdiniz
coştunuz	coş + tunuz
vəziyyətlərdən	vəziyyət + lərdən
şəhərləri	şəhər + ləri
trajediler	trajedi + ler
güvercinlerinizde	güvercin + lerinizde
əriklərimizi	ərik + lərimizi
adaları	ada + ları
bağbanda	bağban + da
qoxularınıza	qoxu + larınıza
incəsənətləri	incəsənət + ləri
onurğanızda	onurğa + nızda
dinozavrlarına	dinozavr + larına
dillərdən	dil + lərdən
yapıverir	yap + ıverir
kuğunda	kuğu + nda
yazanağa	yazanağ + a
hukukuna	hukuk + una
atlarda	at + larda
yetiştirdi	yetiş + tirdi
penisimizdə	penis + imizdə
salıncaklarımızı	salıncak + larımızı
müzakirəmdən	müzakirə + mdən
şaşılıyoruz	şaşıl + ıyoruz
yavrularınız	yavru + larınız
əriyimizdə	əri + yimizdə
korkacaktık	kork + acaktık
bəbəklərin	bəbək + lərin
bakmışsın	bak + mışsın
sevgilərdən	sevgi + lərdən
fəlsəfənizə	fəlsəfə + nizə
iletiyorsun	ilet + iyorsun
gazellerine	gazel + lerine
badama	badam + a
narın	nar + ın
silahlara	silah + lara
küllerinizde	kül + lerinizde
eşşəkdən	eşşək + dən
xəncərlərə	xəncər + lərə
köpürtüyoruz	köpürt + üyoruz
dünyalarımızı	dünya + larımızı
buynuzlarımızı	buynuz + larımızı
tatlılara	tatlı + lara
yanmadıydı	yan + madıydı
bütünlerinde	bütün + lerinde
rəhbər	rəhbər
meyvələrin	meyvə + lərin
Bdran	Bdran
rəhbərimizdən	rəhbər + imizdən
sürümemiştim	sürü + memiştim
Ramiz'in	Ramiz + 'in
bacınızda	bacı + nızda
dinozavrlarımızı	dinozavr + larımızı
anlatmamışmışım	anlat + mamışmışım
xəritə	xəritə
unutmamışlar	unut + mamışlar
yoldurtmazmışım	yoldurt + mazmışım
namazlarını	namaz + larını
brilyantlara	brilyant + lara
rəhbərinizin	rəhbər + inizin
göyərçinlərə	göyərçin + lərə
silinmiş	sil + inmiş
vereyim	ver + eyim
fatura	fatura
dinozavrları	dinozavr + ları
ayaklarına	ayak + larına
maskelerimizden	maske + lerimizden
anam	ana + m
yetmemeliyim	yet + memeliyim
aldırtmadılar	aldırtma + dılar
pelikanlarınıza	pelikan + larınıza
yetişibdir	yetiş + ibdir
kebaplara	kebap + lara
tanıtmıyordun	tanıt + mıyordun
dələdə	dələ + də
paşada	paşa + da
mahnıya	mahnı + ya
kanıtıdır	kanıt + ıdır
təyyarələrə	təyyarə + lərə
son	son
möcüzələrdə	möcüzə + lərdə
texnologiyanı	texnologiya + nı
vücudumla	vücud + umla
beyinlərindən	beyin + lərindən
terzilerinizin	terzi + lerinizin
əriklərimiz	ərik + lərimiz
alətlərinin	alət + lərinin
irdelememeliydi	irdele + memeliydi
hüceyrəni	hüceyrə + ni
yetişincə	yetiş + incə
tepecekmişim	tep + ecekmişim
işlememiştim	işle + memiştim
ununuzdan	un + unuzdan
mumlardan	mum + lardan
bıçaklamıyor	bıçakla + mıyor
işlemiyordum	işle + miyordum
uzanmışsın	uzan + mışsın
ekstremumlarınıza	ekstremum + larınıza
isteriz	iste + riz
ölçmüştük	ölç + müştük
yetiştirmezsiniz	yetiştir + mezsiniz
harçlarını	harç + larını
gençliğinizi	gençliğ + inizi
çökeleğinize	çökeleğ + inize
ormanları	orman + ları
yerdiniz	yer + diniz
yaptırtmışlarmış	yaptırt + mışlarmış
dilə	dil + ə
kıldınız	kıl + dınız
feribotunuz	feribot + unuz
ekşimedi	ekşi + medi
dalğamı	dalğa + mı
gecəyə	gecə + yə
balıqlar	balıq + lar
dirsəyimiz	dirsə + yimiz
almazda	almaz + da
delfinə	delfin + ə
şaftalılarım	şaftalı + larım
xəritəmizə	xəritə + mizə
tərcümələrə	tərcümə + lərə
büktürtüyecektim	büktürt + üyecektim
ernekleriz	ernek + leriz
cüceniz	cüce + niz
dilənçini	dilənçi + ni
koşuyorum	koş + uyorum
gizlenmemişmişsin	gizlen + memişmişsin
kovulmuyormuşsunuz	kovul + muyormuşsunuz
katarlarımızı	katar + larımızı
kediciğin	kediciğ + in
buynuzlara	buynuz + lara
meyvələrin	meyvə + lərin
tanımazdınız	tanı + mazdınız
kebaplarınızı	kebap + larınızı
sivilizasiyalardan	sivilizasiya + lardan
çıldırtmıyordum	çıldırt + mıyordum
geyşadan	geyşa + dan
yağışlara	yağış + lara
ciblərə	cib + lərə
istifadəçilərə	istifadəçi + lərə
mənzərə	mənzərə
pedlerimizde	ped + lerimizde
axışdan	axış + dan
kümbeti	kümbet + i
gözümüzdə	göz + ümüzdə
nəqqaşi	nəqqaşi
ceylanlarda	ceylan + larda
dalmalıydım	dal + malıydım
tıkladıydın	tıkla + dıydın
xalqaları	xalqa + ları
mənzərələrimizə	mənzərə + lərimizə
binlerinin	bin + lerinin
dövmezdik	döv + mezdik
boğmeliler	boğ + meliler
kaynaştırtacaktı	kaynaştırt + acaktı
tələbəm	tələbə + m
kolalarda	kola + larda
bacımızdan	bacı + mızdan
kraliçasının	kraliça + sının
kölgə	kölgə
alamettik	alamet + tik
olmadı	ol + madı
Seninle	Sen + inle
rəndəyə	rəndə + yə
kölgənizə	kölgə + nizə
şaftalısından	şaftalı + sından
hüceyrələrini	hüceyrə + lərini
dəyirmandan	dəyirman + dan
okeanlarda	okean + larda
dünyan	dünya + n
patlamadıydık	patla + madıydık
bürcdə	bürc + də
fəaliyyətim	fəaliyyət + im
məktəb	məktəb
akciğerlerden	akciğer + lerden
əqrəblərimizdə	əqrəb + lərimizdə
programlatmayın	programlat + mayın
tələbəsindən	tələbə + sindən
hastalanmayacaksınız	hastalan + mayacaksınız
analarınızdan	ana + larınızdan
unutmuş	unut + muş
fəlsəfələri	fəlsəfə + ləri
rəhbərlərinizə	rəhbər + lərinizə
arxivimizə	arxiv + imizə
ürkecekmişsiniz	ürk + ecekmişsiniz
kəfgirinizin	kəfgir + inizin
fleytanın	fleyta + nın
duymamızda	duyma + mızda
misketsin	misket + sin
tüttü	tüt + tü
mələkdə	mələk + də
yolcuda	yolcu + da
kamertonda	kamerton + da
müdürümüz	müdür + ümüz
quyruqlarda	quyruq + larda
Türkçeleştirmemelisiniz	Türkçeleştir + memelisiniz
Bey'e	Bey + 'e
xəzinəsinə	xəzinə + sinə
aheste	aheste
yolmalılarmış	yol + malılarmış
körfəz	körfəz
çevrelere	çevre + lere
süngüsündə	süngü + sündə
kırılıyormuşuz	kırıl + ıyormuşuz
bağbanda	bağban + da
geliştirdiler	geliştir + diler
quyruqları	quyruq + ları
dırnağı	dırnağ + ı
mikroişlemcinizin	mikroişlemci + nizin
saklanmamışım	saklan + mamışım
bacısı	bacı + sı
gizlenmeyecekmişsin	gizlen + meyecekmişsin
ördəklərə	ördək + lərə
qonşuda	qonşu + da
kaktusa	kaktus + a
alçamızın	alça + mızın
prezervatiflerin	prezervatif + lerin
kurbağacığın	kurbağacığ + ın
bahar	bahar
bozbaşların	bozbaş + ların
düzmek	düzmek
şamisenlər	şamisen + lər
kızmıyordu	kız + mıyordu
şənbənin	şənbə + nin
adlı	adlı
altlar	alt + lar
mismarlardan	mismar + lardan
ezmişmişim	ez + mişmişim
mümessilliklermişim	mümessillik + lermişim
kölgəmizin	kölgə + mizin
devrildi	devril + di
topolojimizde	topoloji + mizde
bitirtmişlerdi	bitirt + mişlerdi
dediğin	de + diğin
kitabdır	kitab + dır
büyüyecektin	büyü + yecektin
qaçqın	qaçqın
alətlərə	alət + lərə
müqayisələrdən	müqayisə + lərdən
ərikdən	ərik + dən
süsmezsin	süs + mezsin
göyərçinin	göyərçin + in
mənzərələrimizdən	mənzərə + lərimizdən
pendir	pendir
bulutlar	bulut + lar
aramamışmışız	ara + mamışmışız
ettirmişim	ettir + mişim
gereksiz	gerek + siz
tarihle	tarih + le
bayraqlarda	bayraq + larda
fakültəyə	fakültə + yə
totemcilikleri	totemcilik + leri
sağrısına	sağrı + sına
müzakirəmdə	müzakirə + mdə
qaçırıq	qaç + ırıq
aç	aç
yağladıydınız	yağla + dıydınız
kümelerinizin	küme + lerinizin
toplumundan	toplum + undan
xəzinədən	xəzinə + dən
önlerimizden	ön + lerimizden
buynuzunuz	buynuz + unuz
əriyinizdən	əri + yinizdən
kraliçalarınızdan	kraliça + larınızdan
baslardır	bas + lardır
ölümsüzleştirmeyiz	ölümsüzleştir + meyiz
kılınızın	kıl + ınızın
baldızlarımızdan	baldız + larımızdan
oturdular	otur + dular
ağlamalarının	ağlama + larının
düşmənim	düşmən + im
köməklərindən	kömək + lərindən
rəhbərimiz	rəhbər + imiz
kölgələrinizdən	kölgə + lərinizdən
xəritənə	xəritə + nə
yapmıştır	yap + mıştır
çerçilerdiniz	çerçi + lerdiniz
dünyanda	dünya + nda
uşağın	uşağ + ın
onurğamdan	onurğa + mdan
onurğalarının	onurğa + larının
çürümezdim	çürü + mezdim
buludlar	bulud + lar
gülüşün	gülüş + ün
kâğıtlarınızdan	kâğıt + larınızdan
sezecek	sez + ecek
bazarları	bazar + ları
fulyalarınızdan	fulya + larınızdan
mənzərəmdə	mənzərə + mdə
düşməninizdən	düşmən + inizdən
xəstəlik	xəstəlik
bükmemeliymişsiniz	bükme + meliymişsiniz
öpüşlərin	öpüş + lərin
armudları	armud + ları
gülüşümdə	gülüş + ümdə
yemişinin	yemiş + inin
itilirmişim	itil + irmişim
köynəklərdə	köynək + lərdə
qaloşda	qaloş + da
etkilemiş	etkile + miş
körpülərdə	körpü + lərdə
qarğalar	qarğa + lar
təbiətlərin	təbiət + lərin
tatlınız	tatlı + nız
mücadelesinde	mücadele + sinde
xəritədə	xəritə + də
bacın	bacı + n
körfəzdə	körfəz + də
mahnılar	mahnı + lar
solumuyordu	solu + muyordu
belirgini	belirgin + i
qazlardan	qaz + lardan
şaire	şair + e
cezalandıracaktım	cezalandır + acaktım
qəlbin	qəlb + in
düşünmemişler	düşün + memişler
ərlərdə	ər + lərdə
kırtasiyelerinden	kırtasiye + lerinden
bayquşlara	bayquş + lara
yemişlərimdən	yemiş + lərimdən
dəvələrin	dəvə + lərin
dolablara	dolab + lara
avqustların	avqust + ların
təzyiqlərin	təzyiq + lərin
tayfalarına	tayfa + larına
satrancı	satranc + ı
kaydınıza	kay + dınıza
arxivim	arxiv + im
rəhbərini	rəhbər + ini
atmazsınız	atma + zsınız
keçinin	keçi + nin
rəngləyirik	rənglə + yirik
kocaymış	koca + ymış
malımızda	mal + ımızda
sinirlendirdiydik	sinirlendir + diydik
yardımları	yardım + ları
mətbəxlərə	mətbəx + lərə
otaqda	otaq + da
dürttüydük	dürt + tüydük
işkenceciyiz	işkenceci + yiz
pusuyoruz	pus + uyoruz
uymuşuz	uy + muşuz
yermemiştin	yer + memiştin
almıyor	al + mıyor
dəyirmanlarda	dəyirman + larda
badımcanlardan	badımcan + lardan
sindirmediler	sindir + mediler
ereksiyalarımda	ereksiya + larımda
kuğuların	kuğu + ların
devirlerinizi	devir + lerinizi
şaftalılarınızdan	şaftalı + larınızdan
yavrum	yavru + m
eleştirilerle	eleştiri + lerle
minbərdə	minbər + də
addan	ad + dan
tüstüyə	tüstü + yə
günbəz	günbəz
hahamlarının	haham + larının
kölgəyə	kölgə + yə
sümüklərimizi	sümük + lərimizi
yağışlarda	yağış + larda
âlimleriniz	âlim + leriniz
çarpaz	çarpaz
kaçmalılarmış	kaç + malılarmış
damlamamışmışsınız	damla + mamışmışsınız
sümürmüşüm	sümür + müşüm
uğratacaktı	uğrat + acaktı
süngümü	süngü + mü
beyitleriniz	beyit + leriniz
bunamazmışsınız	buna + mazmışsınız
qaloşa	qaloş + a
doyumsuzmuşum	doyumsuz + muşum
sivilizasiyalardan	sivilizasiya + lardan
baldızımdan	baldız + ımdan
öğüttülerdi	öğüt + tülerdi
tələbəmiz	tələbə + miz
ağlamalıydınız	ağla + malıydınız
məktəbləriniz	məktəb + ləriniz
geciktirmiyorlarmış	geciktir + miyorlarmış
tekfurumuzun	tekfur + umuzun
dinozorsun	dinozor + sun
ağasına	ağa + sına
anlatılan	anlat + ılan
volkanına	volkan + ına
jasminlərdə	jasmin + lərdə
hindinize	hindi + nize
dadanmeliyim	dadan + meliyim
kazasının	kaza + sının
şaftalısının	şaftalı + sının
vəziyyətlərimizdə	vəziyyət + lərimizdə
1940	1940
beynimizdən	bey + nimizdən
sabunda	sabun + da
sultanını	sultan + ını
sevgilərdə	sevgi + lərdə
çiçəklərdən	çiçək + lərdən
fırınmışsınız	fırın + mışsınız
şamarlamalıydım	şamarla + malıydım
kuğuydular	kuğu + ydular
ağlayacağıq	ağla + yacağıq
oturmazmışsınız	otur + mazmışsınız
dolabı	dolab + ı
dovşanları	dovşan + ları
mənzərəndə	mənzərə + ndə
çalmak	çal + mak
xəzinələri	xəzinə + ləri
kölgələrin	kölgə + lərin
orospumuzda	orospu + muzda
dilimlerinin	dilim + lerinin
benzeyecektim	benze + yecektim
silmeliyim	sil + meliyim
gecikmemeliydik	gecik + memeliydik
armudda	armud + da
avqusta	avqust + a
dünyasından	dünya + sından
namazında	namaz + ında
Adil	Adil
kəfgirinizə	kəfgir + inizə
karpdan	karp + dan
ruhlu	ruhlu
üzgünmüşsünüz	üzgün + müşsünüz
dalğanı	dalğa + nı
damcılara	damcı + lara
diqqət	diqqət
əjdahanı	əjdaha + nı
hörümçəyimizə	hörümçə + yimizə
dinozavrlarının	dinozavr + larının
düşmanımızda	düşman + ımızda
mənzərəsində	mənzərə + sində
raporlarımız	rapor + larımız
donuza	donuz + a
Arşimed'in	Arşimed + 'in
pişmemeliydim	piş + memeliydim
ereksiyamız	ereksiya + mız
baltada	balta + da
Tomate	Tomate
kokuna	koku + na
müsabiqələrdə	müsabiqə + lərdə
yemişimizə	yemiş + imizə
gün	gün
çizmiyorsun	çiz + miyorsun
olabilmesi	ol + abilmesi
düzmüş	düz + müş
ülkelerimizden	ülke + lerimizden
böyürtkəni	böyürtkən + i
öldürtülürdün	öldürtül + ürdün
mandallarımızın	mandal + larımızın
sürtmediydik	sürt + mediydik
pastırmalar	pastırma + lar
fokunda	fok + unda
eşşəklərdə	eşşək + lərdə
dinə	din + ə
kitabxananın	kitabxana + nın
koyuyordunuz	koy + uyordunuz
şişmeyecekti	şiş + meyecekti
ölümsüzleştirecekti	ölümsüzleştir + ecekti
binmemeliydin	bin + memeliydin
hörümçəyimiz	hörümçə + yimiz
kölgənizi	kölgə + nizi
nişanlılarız	nişanlı + larız
yaklaşmamışmışız	yaklaş + mamışmışız
şalvarlarının	şalvar + larının
narlar	nar + lar
qaranquşları	qaranquş + ları
viskiymişiz	viski + ymişiz
gümüşün	gümüş + ün
qoxun	qoxu + n
Behzat	Behzat
bisküvinizi	bisküvi + nizi
müzikçiler	müzikçi + ler
skripkalardan	skripka + lardan
bürcdən	bürc + dən
fəaliyyətlərimə	fəaliyyət + lərimə
Hakanın	Hakan + ın
pastırmalarmışsın	pastırma + larmışsın
namazlarının	namaz + larının
dilənçinin	dilənçi + nin
dirsəyinizdə	dirsə + yinizdə
mənzərələrimizdən	mənzərə + lərimizdən
psixoterapiyalar	psixoterapiya + lar
biçində	biçin + də
plot'u	plot' + u
seyreteceksin	seyret + eceksin
silkmemeliydin	silk + memeliydin
öldürtünüz	öldürt + ünüz
istifadəçilərin	istifadəçi + lərin
qonşuları	qonşu + ları
boşalmayacaklar	boşal + mayacaklar
rənglərdən	rəng + lərdən
küpemize	küpe + mize
teşkilatınız	teşkilat + ınız
dində	din + də
olabildiğim	ol + abildiğim
telefonları	telefon + ları
dalğasına	dalğa + sına
ovçuları	ovçu + ları
kovmamazsınız	kovma + mazsınız
damcıda	damcı + da
sadece	sadece
tükürmüyorum	tükür + müyorum
kelimeciğinizde	kelimeciğ + inizde
qanın	qan + ın
kuğularınızda	kuğu + larınızda
dondurmaların	dondurma + ların
gülmemeliler	gül + memeliler
yaratmaları	yaratma + ları
toprağına	toprağ + ına
kararmazsın	karar + mazsın
katılmayacaktınız	katıl + mayacaktınız
masallarımızda	masal + larımızda
ölçülme	ölçül + me
matçlardan	matç + lardan
donuzda	donuz + da
anamız	ana + mız
onurğalar	onurğa + lar
yoldaşının	yoldaş + ının
gülüşünü	gülüş + ünü
okeanlara	okean + lara
ördək	ördək
katılaşırsınız	katılaş + ırsınız
günəş	günəş
beynimdə	bey + nimdə
darçın	darçın
penisdən	penis + dən
yanağımıza	yanağ + ımıza
fəaliyyətinizdən	fəaliyyət + inizdən
malulen	malulen
çığırtkanlardım	çığırtkan + lardım
geyşasının	geyşa + sının
kanatlarının	kanat + larının
qutar	qutar
kərpiclər	kərpic + lər
savunanlar	savun + anlar
quşu	quş + u
kokumuz	koku + muz
bağırsağın	bağırsağ + ın
yemişlərindən	yemiş + lərindən
məktəb	məktəb
susmayacaktın	sus + mayacaktın
hüceyrələrimizdən	hüceyrə + lərimizdən
ovalamıştın	ovala + mıştın
geodeziyada	geodeziya + da
atmadıydık	atma + dıydık
mutluluklarını	mutluluk + larını
büktürtülmeyeceksiniz	büktürtül + meyeceksiniz
arxivinizə	arxiv + inizə
programlattırmadı	programlattır + madı
quşa	quş + a
sümüyümüzdə	sümü + yümüzdə
merdiveninden	merdiven + inden
ereksiyan	ereksiya + n
ilanlardan	ilan + lardan
dinozavrlarımı	dinozavr + larımı
kəfgirimi	kəfgir + imi
kitaplara	kitap + lara
inəkdən	inək + dən
bayquşlardan	bayquş + lardan
bunamamışmışız	buna + mamışmışız
damlamamışsınız	damla + mamışsınız
dizə	diz + ə
dürmemiştim	dür + memiştim
tısbağada	tısbağa + da
işlevlerimize	işlev + lerimize
düzenbazlar	düzenbaz + lar
rəndədə	rəndə + də
dəvəquşuna	dəvəquşu + na
yolundurmadı	yolundur + madı
gözəldir	gözəl + dir
tısbağalardan	tısbağa + lardan
yumağı	yu + mağı
belirtmeye	belir + tmeye
bezmezsin	bez + mezsin
sebebi	sebeb + i
rəhbərim	rəhbər + im
buluşmazdınız	buluş + mazdınız
armuddan	armud + dan
texnologiyalar	texnologiya + lar
yoldaşlarda	yoldaş + larda
qanlara	qan + lara
vazalarının	vaza + larının
dinozavrımda	dinozavr + ımda
vidalarınızın	vida + larınızın
eklemesizmişsin	eklemesiz + mişsin
aygıtçıklarınızda	aygıtçık + larınızda
tüstünü	tüstü + nü
mobilyalarımıza	mobilya + larımıza
vəziyyətlərini	vəziyyət + lərini
qardaşlarımızdan	qardaş + larımızdan
axşamlar	axşam + lar
Jazz	Jazz
düşmənlərindən	düşmən + lərindən
içermemiştin	içer + memiştin
yoğurmazdın	yoğur + mazdın
səhifə	səhifə
buzlara	buz + lara
geniş	geniş
yastıklarınızda	yastık + larınızda
seçilecek	seçil + ecek
qəzetdə	qəzet + də
güldük	gül + dük
dilmeliydim	dil + meliydim
tarakların	tarak + ların
ədəbiyyatdan	ədəbiyyat + dan
aşınızdan	aş + ınızdan
umuyormuşsunuz	um + uyormuşsunuz
sürtmemişlermiş	sürt + memişlermiş
onurğam	onurğa + m
barıştıydım	barış + tıydım
vurgusunda	vurgu + sunda
düşərgəni	düşərgə + ni
değerlendirilmesinde	değerlendir + ilmesinde
qərənfillərin	qərənfil + lərin
sokmayı	sok + mayı
kraliçalarından	kraliça + larından
meyvədən	meyvə + dən
beklemiyordun	bekle + miyordun
