input	target
autoksi	auto + ksi
omat	oma + t
keitä	keit + ä
joukon	jouk + on
hiuksieni	hiu + ksieni
FysikerFest	FysikerFest
Beni	Beni
joita	jo + ita
saattelemana	saat + telemana
kopo-koordinaattoriksi	kopo + -koordinaattoriksi
haluistaan	halu + istaan
esiintymispaikka	esiinty + mispaikka
yleistä	ylei + stä
lasitehtaan	lasi + tehtaan
muokanneet	muoka + nneet
jyrkänteen	jyrkän + teen
tyylin	tyyli + n
vastaavien	vastaav + ien
goodie	goodie
säälittävii	säälittäv + ii
Pohjoissaarelle	Pohjoissaar + elle
muuttumattomana	muuttumat + tomana
välistä	väli + stä
ravintolasapuskat	ravintola + sapuskat
Holopaisen	Holopai + sen
miltään	mi + ltään
väistäminen	väistäminen
kansanluokkien	kansan + luokkien
kilpailijat	kilpailija + t
Itävallasta	Itäval + lasta
kudosten	kudos + ten
jalkaväkirykmentissä	jalka + väkirykmentissä
varmistavat	varmista + vat
Tiger	Tiger
suositusta	suositus + ta
ICT-talo	ICT + -talo
paikallisvaalien	paikallis + vaalien
otin	ot + in
kyydis	kyy + dis
halustaan	halu + staan
Koukku	Koukku
säädyille	sää + dyille
joulukuussa	joulukuu + ssa
wc-asioinnista	wc + -asioinnista
vararehtori	vara + rehtori
hadronien	hadroni + en
ajankohtainen	ajan + kohtainen
kohtaamaan	koh + taamaan
antimistasi	antim + istasi
muotoinen	muotoinen
taksia	taksi + a
tarkoittaa	tarkoittaa
vaikuttamisesta	vaikuttami + sesta
politiikkoja	politiikk + oja
rikkauksien	rikkau + ksien
12.40	12.40
romantiikkaan	romantiikka + an
saneli	sanel + i
ugh	ugh
sokerikakkupohja	sokeri + kakkupohja
kesäistä	kesäi + stä
pysähtyi	pysähty + i
ilmentää	ilmentää
toimittamia	toimitta + mia
aegee-turku@utu.fi	aegee-turku@utu.fi
Birinuksen	Birinu + ksen
keskeneräinen	keskeneräinen
pidetyt	pi + detyt
jäsenvaltioon	jäsen + valtioon
tutustuvat	tutustu + vat
Vetus	Vetus
saalistavan	saalista + van
mansikan	mansik + an
paikallisten	paikalli + sten
kuvanveistäjä	kuvan + veistäjä
kirjoituttamaan	kirjoitutta + maan
minulta	min + ulta
omistukseen	omistu + kseen
Mosquito	Mosquito
päiville	päiv + ille
takapiha	taka + piha
termillä	termi + llä
uomista	uom + ista
ammattia	ammatti + a
huipulla	huip + ulla
tukipaketista	tuki + paketista
Processing	Processing
pohjoisin	pohjoi + sin
epäselvät	epä + selvät
jätepisteellä	jäte + pisteellä
haavoittui	haavoittu + i
Chance	Chance
havaittavissa	havai + ttavissa
kivoin	kiv + oin
tyyni	tyyni
uimassa	ui + massa
yliopistosta	yli + opistosta
32:sta	32 + :sta
sukelsi	sukel + si
pyöräni	pyörä + ni
huippukokouksessa	huippu + kokouksessa
1994–2004	1994–2004
kohdennetulla	kohden + netulla
Naši-nuorisojärjestön	Naši + -nuorisojärjestön
laskemalla	laske + malla
leikkijunaa	leikki + junaa
vaunuun	vaunu + un
Phone-käyttöjärjestelmä	Phone + -käyttöjärjestelmä
Annelin	Anneli + n
onneton	onneton
maistaa	maistaa
Motion	Motion
syöttää	syöttää
täytettäviä	täyt + ettäviä
ammattiyhdistyksiltä	ammatti + yhdistyksiltä
lumi	lumi
upseeri	upseeri
kahdeksanvuotiaalle	kahdeksanvuotia + alle
pilvien	pilvi + en
huomattavalla	huomattava + lla
sormeni	sorm + eni
ICT-talossa	ICT + -talossa
Warren	Warren
seuraamiseksi	seuraami + seksi
matkalaukku	matka + laukku
rekisteröidyllä	rekisteröi + dyllä
natsi-Saksa	natsi + -Saksa
paistoin	paist + oin
taskuun	tasku + un
jänistän	jänistä + n
lääkärikokemuksensa	lääkäri + kokemuksensa
verbien	verbi + en
jatkona	jatko + na
rattia	ratti + a
siirtolaiduntamista	siirto + laiduntamista
jonain	jo + nain
liitetä	liit + etä
valmistelemaan	valmistel + emaan
maalaus	maalaus
kostukkeeksi	kostuk + keeksi
yhtiöstä	yhtiö + stä
direktiiviä	direktiivi + ä
yhtyeessä	yhtye + essä
1967–1985	1967–1985
vastassa	vastassa
pupua	pupu + a
yritykselle	yrity + kselle
keveinä	keve + inä
aktiivisesti	aktiivisesti
kuunnellessa	kuunnell + essa
Bill	Bill
sulan	sula + n
painotettuihin	painot + ettuihin
traktorilla	traktori + lla
puheluja	puhelu + ja
Banoffeeta	Banoffee + ta
ilmahyökkäysten	ilma + hyökkäysten
siirtymättä	siirty + mättä
changes	changes
käppänältä	käppänä + ltä
toimittaminen	toimittaminen
takaamiseksi	takaami + seksi
mortelle	mortelle
Wellingtonissa	Wellington + issa
orjamaisissa	orjamai + sissa
esillepano	esille + pano
vaihtamaan	vaihta + maan
524	524
tauluun	taulu + un
orjuuttamista	orjuuttami + sta
tasavallan	tasa + vallan
pudoktaakseen	pudo + ktaakseen
loraus	loraus
kunnioittamaton	kunnioittamaton
muistojen	muisto + jen
johtavaksi	johtava + ksi
vaientaa	vaientaa
kaupunkiautot	kaupunki + autot
ihmisenä	ihmi + senä
kipuajiin	kipuaj + iin
ammatillisesta	ammatilli + sesta
esityksen	esity + ksen
hiuksista	hiu + ksista
keveästi	keveästi
visa	visa
sovintoesityksen	sovinto + esityksen
luontokappaleen	luonto + kappaleen
esiintymistaitoa	esiintymis + taitoa
makrotalouden	makro + talouden
pystytimme	pystyt + imme
6-8	6-8
valvontajärjestelmän	valvonta + järjestelmän
Marcha	Marcha
parsitusta	parsi + tusta
satelliittitekniikan	satelliitti + tekniikan
esittäisin	esittä + isin
lennätetty	lennät + etty
Hard	Hard
maissa	maissa
pinnanlaadun	pin + nanlaadun
minimoitu	minimoitu
olematta	ol + ematta
puhaltaisi	puhalta + isi
tuomioita	tuomio + ita
voidaanhan	voida + anhan
saama	saa + ma
selitys	selitys
rentouduttaisko	rentou + duttaisko
Autobildin	Autobild + in
opportunistifilosofien	opportunisti + filosofien
inisijöitä	inisij + öitä
poikasille	poika + sille
kuoressa	kuor + essa
moniselkoinen	moni + selkoinen
skotlantilainen	skotlantilainen
filosofikoulussa	filosofi + koulussa
Damaskoksessa	Damasko + ksessa
vankina	vanki + na
tupakkia	tupakki + a
romaanin	romaani + n
maksettava	maks + ettava
kohtaloa	kohtalo + a
välittävien	välittäv + ien
virka-aseensa	virka + -aseensa
tiedepäivä	tiede + päivä
Companyn	Company + n
kolmikko	kolmikko
Ilmonen	Ilmonen
Uudenkirkon	Uu + denkirkon
erilaisimmissa	erilai + simmissa
Ylä-Lapissa	Ylä-Lap + issa
kahviossa	kahvio + ssa
naapurimaassa	naapuri + maassa
sanalla	sana + lla
savun	savu + n
kiitollinen	kiitollinen
kutsuu	kutsu + u
juhlijoita	juhlij + oita
moottorina	moottori + na
5.	5.
kokoamisen	kokoami + sen
silloisessa	silloi + sessa
autoilija	autoilija
kimalaislajista	kimalais + lajista
osoittavat	osoitta + vat
14–15	14–15
4.Kf1	4.Kf1
sairaaloissa	sairaal + oissa
annettiin	an + nettiin
analysoitava	analysoi + tava
379	379
kansanedustajapaikkaa	kansan + edustajapaikkaa
laadittaessa	laa + dittaessa
opettajien	opettaj + ien
makeanhimoa	makea + nhimoa
hautajaisissa	hautajais + issa
huolista	huoli + sta
tulivoimalla	tuli + voimalla
kotimaastaan	koti + maastaan
Rumex	Rumex
kummankin	kum + mankin
kesäbiisi	kesä + biisi
Sipilän	Sipilä + n
vinot	vino + t
luokasta	luok + asta
lovi	lovi
veistämäänsä	veistä + määnsä
sataisi	sata + isi
alkuperäiskappaleen	alku + peräiskappaleen
tuhottu	tuho + ttu
variaatio	variaatio
huijaamaan	huija + amaan
kokoluokkaa	koko + luokkaa
resurssejamme	resurss + ejamme
eliitin	eliit + in
terveysjärjestön	terveys + järjestön
Meatballs	Meatballs
tiloihin	til + oihin
jäisinkin	jä + isinkin
unettavan	unettava + n
kokemusvarastooni	kokemus + varastooni
luovutaan	luo + vutaan
valaisee	valais + ee
ulkopuolisen	ulko + puolisen
palvelleetkaan	palvell + eetkaan
pystynyt	pysty + nyt
suurkuluttajatuotteita	suur + kuluttajatuotteita
Bob	Bob
haluta	haluta
ylimyksenä	ylimy + ksenä
Sipoosta	Sipoo + sta
maatalouspolitiikasta	maa + talouspolitiikasta
katolisena	katoli + sena
negatiivista	negatiivi + sta
valtaa	valta + a
napin	nap + in
elettävä	el + ettävä
2003/62/EY	2003/62/EY
avautuivat	avautu + ivat
skyyttejä	skyytt + ejä
keinahdus	keinahdus
istukka	istukka
roudasta	rou + dasta
Phoebe-ylänköalueen	Phoebe + -ylänköalueen
kiertämään	kiertä + mään
teemoja	teem + oja
julkaisun	julkaisu + n
epäillään	epäillä + än
tutkan	tutka + n
unikonsiemenillä	unik + onsiemenillä
kirjoitetun	kirjoit + etun
kopo-koordinaattorina	kopo + -koordinaattorina
suunnittelun	suunnittelu + n
It	It
CV-sivua	CV + -sivua
tarkoitettu	tarkoit + ettu
suureksi	suur + eksi
saanee	saa + nee
sukan	suk + an
palatessa	pala + tessa
pilleripurkkia	pilleri + purkkia
Mäkisellä	Mäki + sellä
perusasetuksen	perus + asetuksen
kulttuuriperintö	kulttuuri + perintö
rekrytointiprosessinsa	rekrytointi + prosessinsa
124	124
lähibaari	lähi + baari
kertaa	kerta + a
3-0	3-0
ympäristörikollisuuden	ympäristö + rikollisuuden
lamaa	lama + a
pientilamuotoiseksi	pien + tilamuotoiseksi
rauhanturvaajat	rauhan + turvaajat
jatkua	jatkua
tehtiinkin	teh + tiinkin
lentää	lentää
vaaralliseksi	vaaralli + seksi
löytynyt	löyty + nyt
sopimusten	sopimus + ten
teollis-	teolli + s-
hissiin	hissi + in
muuttua	muuttua
vantaalainen	vantaalainen
investointi	investointi
olennolta	olen + nolta
upotti	upott + i
pensastimalilaji	pensas + timalilaji
Dark	Dark
ruokalippua	ruoka + lippua
Juhana	Juhana
sanominen	sanominen
filosofi	filosofi
pellolla	pel + lolla
hehkutti	hehkutt + i
vilkuttelusta	vilkuttelu + sta
televisio	televisio
kaksistaan	kaksistaan
työsopimus	työ + sopimus
jalostettuja	jalost + ettuja
teinkin	te + inkin
taivasta	taivas + ta
1900-luvulla	1900 + -luvulla
erottanut	erotta + nut
kiihtyminen	kiihtyminen
suunnitteluun	suunnittelu + un
varantopohjaan	varanto + pohjaan
tutkijakollegiumia	tutkija + kollegiumia
Zhu	Zhu
varkain	varkain
kohdistuvaan	kohdistu + vaan
metal	metal
Ariobarzaneksen	Ariobarzane + ksen
virus	virus
Oltermannin	Oltermanni + n
Paul	Paul
ulko-	ulko + -
kirkossa	kirk + ossa
analyytikko	analyytikko
4.Rc3	4.Rc3
taiteellisilla	taiteelli + silla
tarvitsisimme	tarvi + tsisimme
Detonator	Detonator
Beale	Beale
pidennyksen	pidenny + ksen
tiedonpalasia	tie + donpalasia
televisiosarjana	televisio + sarjana
valtiovierailulle	valtio + vierailulle
kiitos	kiitos
päätimmekin	päät + immekin
kokonaisuuden	kokonaisuu + den
jesuiittaveljeskunnan	jesuiitta + veljeskunnan
tehoaa	teho + aa
innostuneet	innostun + eet
vähääkään	vähääkään
perusteltua	perustel + tua
osaamme	osa + amme
jokirannassa	joki + rannassa
liittoutumattomana	liittoutumat + tomana
voimia	voim + ia
valmistajille	valmistaj + ille
sinihometuorejuusto	sini + hometuorejuusto
pääsääntöisesti	pää + sääntöisesti
varovasti	varovasti
lähisuhdeväkivaltaan	lähi + suhdeväkivaltaan
valmentaja	valmentaja
Galea	Gale + a
realisoimaan	realisoi + maan
Saarisen	Saari + sen
Bottalle	Botta + lle
marginaalit	marginaali + t
talousjätteitä	talous + jätteitä
auttamaan	autta + maan
lämmönnousu	lämmön + nousu
velkasuhteiden	velka + suhteiden
Laurent	Laurent
ns.	ns.
Movie	Movie
ongelmallisiksi	ongelmalli + siksi
vastarinta	vasta + rinta
yhdyskuntapalvelua	yhdyskunta + palvelua
йцукенгшщзхъ	йцукенгшщзхъ
alusta	alusta
laitosruokakin	laitos + ruokakin
hohtavaa	hohta + vaa
murtautuivat	murtautu + ivat
samoina	sam + oina
apukamreeriksi	apu + kamreeriksi
People's	People's
kahveelle	kahv + eelle
toteutettujen	toteut + ettujen
kuljetusten	kuljetus + ten
Pekingin	Peking + in
epäselväksi	epä + selväksi
energian	energia + n
vauriottaa	vaurio + ttaa
Carolyn	Carolyn
länsimainen	länsi + mainen
oppimispäiväkirja	oppimis + päiväkirja
kannatuksen	kannatu + ksen
tosiasiaa	tosi + asiaa
uudistumista	uudistumi + sta
aloitti	aloitt + i
isoissa	iso + issa
allekirjoittaa	allekirjoittaa
asiakirjoja	asia + kirjoja
merkitse	merki + tse
perhe-elämän	perhe + -elämän
Singapore	Singapore
taivutusluokkia	taivutus + luokkia
biljardia	biljardi + a
polkumyyntikomitean	polku + myyntikomitean
uudistavat	uudista + vat
horisontaalisissa	horisontaali + sissa
jaettuna	ja + ettuna
vapautui	vapautu + i
tuottajien	tuottaj + ien
kaivoi	kaiv + oi
tiiviimmin	tiivii + mmin
yhdeksälle	yhdeksä + lle
näppäimet	näppäi + met
pistäs	pistä + s
Kim	Kim
kerho	kerho
Ballard	Ballard
tavallisiin	tavalli + siin
kullatut	kulla + tut
vastaajaani	vastaaja + ani
kuvissa	kuv + issa
poltettu	polt + ettu
matkailu	matkailu
hymyssä	hymy + ssä
esittelevät	esit + televät
omaisuutta	omaisuu + tta
uutisia	uuti + sia
hyökkäyksiä	hyökkäy + ksiä
joulu	joulu
Atlantassa	Atlanta + ssa
tilallinen	tilallinen
ensimmäiset	ensimmäi + set
tilannettaan	tilanne + ttaan
hauskoissa	hausk + oissa
tärkeämpi	tärkeä + mpi
yksinkertaisilla	yksinkertai + silla
ortodoksikirkon	ortodoksi + kirkon
erikoista	erikoi + sta
kuvasin	kuva + sin
stadiin	stadi + in
enimmäismääristä	enimmäis + määristä
valittujen	vali + ttujen
säästetään	sääst + etään
jäykät	jäyk + ät
Mona	Mona
joskus	joskus
Paasio	Paasio
käytäntö	käytäntö
kuorijaa	kuorija + a
hyväili	hyväil + i
aherrusta	aherrus + ta
rajumpiin	raju + mpiin
kritisoinut	kritisoi + nut
yliluonnollisista	yli + luonnollisista
varoittavia	varoitta + via
kasvatille	kasvat + ille
tiedotusosasto	tiedotus + osasto
Spelt	Spelt
laitteissa	lait + teissa
osoittivat	osoitt + ivat
yrityksiämme	yrity + ksiämme
määritellä	määritellä
ammattikokemus	ammatti + kokemus
amerikkalaiset	amerikkalai + set
menisit	men + isit
Dagestanin	Dagestan + in
Kaliforniassa	Kalifornia + ssa
sisäänoston	sisään + oston
tapaamiseen	tapaami + seen
arvoista	arvoi + sta
Jamal	Jamal
ennätyksellinen	ennätyksellinen
kypsymään	kypsy + mään
tämänvuotisessa	tämän + vuotisessa
säädetyin	sää + detyin
alkuvuosina	alku + vuosina
sillan	sil + lan
kaljapullon	kalja + pullon
ilmakuljetusjärjestelmässä	ilma + kuljetusjärjestelmässä
huippunsa	huippu + nsa
prinsessojen	prinsess + ojen
Stupid	Stupid
Lunkaa	Lunkaa
sääntöjen	sääntö + jen
euro	euro
hyväilyiltä	hyväily + iltä
epäsuhtaisten	epä + suhtaisten
kuules	kuul + es
osoitteeseen	osoit + teeseen
Highcharts	Highcharts
pieneen	pien + een
näkymä	näkymä
kumeasti	kumeasti
Pontosta	Pontos + ta
100,000	100,000
päätöslauselmaesityksestä	päätös + lauselmaesityksestä
vahvatahtoinen	vahva + tahtoinen
tuotteista	tuot + teista
kampasi	kam + pasi
alkalimetalleihin	alkali + metalleihin
oppilaat	oppila + at
seuratessa	seura + tessa
toistamiseen	toistamiseen
rahamääräisesti	raha + määräisesti
määrityksiin	määrity + ksiin
lahkeet	lah + keet
tarinaksi	tarina + ksi
rajun	raju + n
482	482
latvoiltaan	latv + oiltaan
kaupungeissamme	kaupun + geissamme
tarkoitus	tarkoitus
sää	sää
ilmoittamistiheyden	ilmoittamis + tiheyden
Malton	Malton
julkaistava	julkaista + va
ostin	ost + in
Romanovit	Romanov + it
tavaran	tavara + n
alottaa	alottaa
muuttuvansa	muuttu + vansa
teestä	tee + stä
sisämarkkinoissa	sisä + markkinoissa
rautatientorilla	rauta + tientorilla
laittoman	lait + toman
heikensivät	heiken + sivät
kansainväliseen	kansain + väliseen
yhteiskoulun	yhteis + koulun
JJ:n	JJ + :n
taidot	tai + dot
sekametsät	seka + metsät
vastakin	vasta + kin
mene	men + e
lisämaun	lisä + maun
penkillä	penk + illä
kumma	kumma
vierestä	vierestä
kehitetty	kehit + etty
ympäristö	ympäristö
tehtäville	teh + täville
tyhjästä	tyhjä + stä
murekkeesta	murek + keesta
likimääräinen	likimääräinen
velvollisuutta	velvollisuu + tta
riitoja	rii + toja
muusinuijalla	muusi + nuijalla
sallittiin	salli + ttiin
tottelivat	tot + telivat
ylioppilaiden	yli + oppilaiden
telelääketieteen	tele + lääketieteen
yhteyspisteitä	yhteys + pisteitä
napansa	napa + nsa
tasavärisempi	tasa + värisempi
pidempi	pi + dempi
niukasti	niukasti
kylästä	kylä + stä
kermaviiliä	kerma + viiliä
SK-815	SK + -815
massahiihtotapahtuma	massa + hiihtotapahtuma
silmillään	silm + illään
laadittuun	laa + dittuun
toimistokuukkelitkin	toimisto + kuukkelitkin
alankomaalaisen	alankomaalai + sen
täytyykin	täyty + ykin
puhutaan	puhu + taan
ajattelin	ajat + telin
viestintäkonserni	viestintä + konserni
kuuluviksi	kuulu + viksi
tarkistettu	tarkist + ettu
varttia	vartti + a
pelata	pelata
taloissaan	talo + issaan
61/105	61/105
ilta	ilta
uunin	uuni + n
alkukantaiset	alku + kantaiset
31:stä	31 + :stä
ruohonjuuritason	ruohon + juuritason
kolmossijaa	kolmos + sijaa
toimenpiteisiin	toimen + piteisiin
tilastojen	tilasto + jen
näyttelee	näyt + telee
trapissa	trap + issa
tulisikaan	tul + isikaan
tukeakseni	tukea + kseni
vaatelisää	vaate + lisää
inhottavan	inhottava + n
toiminnallisten	toiminnalli + sten
erikoispalkinto	erikois + palkinto
teoriaan	teoria + an
elitistikakaroiden	elitisti + kakaroiden
poikaansa	poika + ansa
lantio	lantio
reunustavat	reunusta + vat
vaimonsa	vaimo + nsa
annostellaan	annostella + an
luontoni	luonto + ni
viestitämme	viestit + ämme
metodina	metodi + na
biletti	bilett + i
sovellettaisiin	sovel + lettaisiin
direktiiviin	direktiivi + in
syynsäkin	syy + nsäkin
jotkin	jo + tkin
todellisuudeksi	todellisuu + deksi
median	media + n
anoreksiaa	anoreksia + a
pöytäratkaisua	pöytä + ratkaisua
otteluissa	ottelu + issa
tulos	tulos
juhlinnan	juhlin + nan
selvennettävä	selven + nettävä
loppusijoitus	loppu + sijoitus
pukeutuisi	pukeutu + isi
Lemieux	Lemieux
Tuomas	Tuomas
lokikirjamme	loki + kirjamme
asuttua	asu + ttua
piirteille	piir + teille
Gokua	Goku + a
kunnian	kunnia + n
pitkänmatkan	pitkä + nmatkan
Lidossa	Lido + ssa
rikollisuus	rikollisuus
ilmeeni	ilme + eni
heinäkuu	heinäkuu
työvoimapoliittista	työ + voimapoliittista
harjoittamaan	harjoitta + maan
Filippiinit	Filippiinit
pistelemmekin	pistel + emmekin
työtovereihinkin	työ + tovereihinkin
Krok-hallitsijan	Krok + -hallitsijan
Mongoliaan	Mongolia + an
näytöille	näyt + öille
Suomenojalla	Suomenoja + lla
kelaatteja	kelaatt + eja
teurastamot	teurastamo + t
kirosin	kiro + sin
Paraguayn	Paraguay + n
kiintiöitä	kiintiö + itä
tarjoamana	tarjo + amana
49	49
linnuilta	lin + nuilta
uraansa	ura + ansa
terveisiin	terve + isiin
koneille	kone + ille
ohjeellisten	ohjeelli + sten
omaa	oma + a
Co.	Co.
tuomariston	tuomaristo + n
EU-rahoitusta	EU + -rahoitusta
kotouttamisasioihin	kotouttamis + asioihin
Euro-Välimeri-kumppanuuden	Euro + -Välimeri-kumppanuuden
nimenneet	nime + nneet
miettiä	miettiä
jaksamaan	jaksa + maan
opastettavat	opast + ettavat
Lotus	Lotus
syntymään	syntymä + än
kuljetti	kuljett + i
keskiplatonilainen	keski + platonilainen
unioniin	unioni + in
säilyivät	säily + ivät
tienaa	tiena + a
Sibelius-Akatemian	Sibelius + -Akatemian
luotiin	luo + tiin
tehtäväkseen	tehtävä + kseen
joukkueelleen	joukkue + elleen
komediallisia	komedialli + sia
aamu-unisille	aamu + -unisille
toteuttamaan	toteutta + maan
8000	8000
ilmestyneet	ilmesty + neet
vuorovaikutuksessa	vuoro + vaikutuksessa
isännöintitehtäviä	isännöinti + tehtäviä
tietouden	tietou + den
tiedostaneet	tiedosta + neet
Studies	Studies
kolmas	kolmas
syyt	syy + t
yritti	yritt + i
sivustoja	sivusto + ja
sinulla	sin + ulla
johdeaitojen	johde + aitojen
rahaa	raha + a
pioneerityö	pioneeri + työ
häpeillen	häpeill + en
tilapäisesti	tila + päisesti
rahoitusalan	rahoitus + alan
pelosta	pel + osta
turhautunut	turhautu + nut
Finnlevyn	Finnlevy + n
kilpailijansa	kilpailija + nsa
maalauksen	maalau + ksen
halkoo	halko + o
suutelevan	suu + televan
metroseksuaaleilta	metro + seksuaaleilta
luennoitsijan	luennoitsija + n
rajapintaan	raja + pintaan
toivein	toive + in
vapun	vap + un
siipi	siipi
kehittynyt	kehitty + nyt
alueesta	alue + esta
Ruotsi	Ruotsi
asuntolaina	asunto + laina
ryhdyttiin	ryh + dyttiin
perkeleen	perkeleen
lauantaina	lauantai + na
Bulk-satama	Bulk + -satama
ympäristökeskus	ympäristö + keskus
ruoskii	ruoski + i
kauppaamaan	kaup + paamaan
lattialla	lattia + lla
pohjista	pohj + ista
vuodettua	vuo + dettua
palvelee	palvel + ee
arvioveron	arvio + veron
Silva	Silva
osille	os + ille
ehyiksi	ehy + iksi
antanu	anta + nu
leukojani	leuk + ojani
työläisten	työläi + sten
kontti	kontti
mokkapintaiset	mokka + pintaiset
Ouuuts	Ouuuts
Otc-listaa	Otc + -listaa
satiirin	satiiri + n
palamassa	pala + massa
Hurmerinnan	Hurme + rinnan
keino	keino
käytäntöjen	käytäntö + jen
snacks-tuotteita	snacks + -tuotteita
leiki	leik + i
tuttua	tuttu + a
takakireät	taka + kireät
raapustetut	raapust + etut
käsitteleville	käsit + televille
edustanut	edusta + nut
lisääntyvä	lisäänty + vä
näköä	näkö + ä
sitsien	sitsi + en
nostattamaan	nostatta + maan
hallinnollisten	hallinnolli + sten
rupes	ru + pes
paljastunut	paljastu + nut
hidastaa	hidastaa
tyydytykselle	tyydyty + kselle
näkökantaan	näkö + kantaan
yltääkseen	yltää + kseen
rauhansopimuksen	rauhan + sopimuksen
valinta	valinta
G8-neuvottelut	G8 + -neuvottelut
voimistumaan	voimistu + maan
vuokralle	vuokra + lle
Isolavikossa	Isolavik + ossa
kuluttajat	kuluttaja + t
kiertäneensä	kiertä + neensä
palauttava	palautta + va
aluillaan	al + uillaan
noudateta	noudat + eta
vaakasuuntaisina	vaaka + suuntaisina
Welterwerk-albuminsa	Welterwerk + -albuminsa
tilanteen	tilan + teen
uupumus	uupumus
syyssateessa	syys + sateessa
tähdätä	tähdätä
sydämelle	sydä + melle
perheitä	perhe + itä
työttömyyttä	työttömyy + ttä
ihmismäärällä	ihmis + määrällä
Marjut	Marjut
tehnyt	teh + nyt
intressinsä	intressi + nsä
periaatetta	periaate + tta
akateemisen	akateemi + sen
nuolena	nuol + ena
kevyiden	kevy + iden
hiusten	hius + ten
1951	1951
mami	mami
eläinkunnasta	eläin + kunnasta
useimmissa	use + immissa
Free-	Free-
veto	veto
521	521
säilyttää	säilyttää
verkostoissa	verkosto + issa
tieltä	tie + ltä
sairastuu	sairastu + u
huolestuttivat	huolestutt + ivat
liittyivät	liitty + ivät
tuosta	tuo + sta
samankaltaisen	samankaltai + sen
kundei	kund + ei
699,7	699,7
bannit	bannit
tiedonantajille	tiedon + antajille
Sébastien	Sébastien
kivikuume	kivi + kuume
Boney	Boney
kulkueen	kulkue + en
yhdistellä	yhdistellä
eurooppalaisia	eurooppalai + sia
hyväksymään	hyväksy + mään
mukautetaan	mukaut + etaan
jalankulkijoilla	jalan + kulkijoilla
vanhempi	vanhempi
lahjoittamalla	lahjoitta + malla
pohjoisesta	pohjoi + sesta
Storysta	Story + sta
sijoittajat	sijoittaja + t
mietintöä	mietintö + ä
työmääriin	työ + määriin
sakkorangaistuksen	sakko + rangaistuksen
puhumisen	puhumi + sen
opiskelusta	opiskelu + sta
poliittisen	poliitti + sen
rajattomasti	rajattomasti
asianomaista	asian + omaista
rintasyöpäkuoleman	rinta + syöpäkuoleman
35-vuotiailla	35 + -vuotiailla
pysytellyt	pysytell + yt
näyttöjen	näyttö + jen
siiirtyivät	sii + irtyivät
toisiltaan	toi + siltaan
sukuun	suku + un
avarilla	avar + illa
kysymyksissä	kysymy + ksissä
vääristävät	vääristä + vät
mahdottomat	mahdot + tomat
uusilla	uusi + lla
pullonkauloihin	pullon + kauloihin
81/851/ETY	81/851/ETY
opintopisteisiin	opinto + pisteisiin
turkulaisprojektille	turkulais + projektille
kollegium	kollegium
surman	surma + n
asumiskäyttöön	asu + miskäyttöön
osoittaneet	osoitta + neet
kannatatko	kannat + atko
aggressiivisimman	aggressiivi + simman
vastasi	vasta + si
ennakkotietoja	ennakko + tietoja
1871	1871
puheenjohtajavaltion	puheen + johtajavaltion
mg/ilta	mg/ilta
paljastamasta	paljasta + masta
tällön	tällö + n
yliopistolle	yli + opistolle
vallonit	valloni + t
pallottelu	pallottelu
samaan	sama + an
proggiksessa	proggi + ksessa
Ian	Ian
kontrahtien	kontrahti + en
matkapuhelimiaan	matka + puhelimiaan
keräämistä	keräämi + stä
2,72	2,72
koneeseen	kone + eseen
halpatyövomana	halpa + työvomana
sukulaisensa	sukulai + sensa
rangaistuspotkuilla	rangaistus + potkuilla
kompastuin	kompastu + in
korttia	kortti + a
GIF	GIF
miettikää	mietti + kää
tallentamaa	tallenta + maa
Abdullah	Abdullah
ekonomisti	ekonomisti
vahingossakin	vahin + gossakin
Spiegel	Spiegel
Poseidonin	Poseidon + in
yksiön	yksiö + n
sallitut	sallit + ut
aikamuotoja	aika + muotoja
väreilevää	väreil + evää
jälkiruoaksi	jälki + ruoaksi
Akademin	Akademi + n
lihaa	liha + a
9,15	9,15
ymmärretään	ymmär + retään
minuuttani	minuu + ttani
juustoraasteet	juusto + raasteet
luottolaitos	luotto + laitos
kodinkoneet	kodin + koneet
kellos	kello + s
itsellemme	itse + llemme
Stora	Stora
liiketoimintajohtaja	liike + toimintajohtaja
aktiivisuus	aktiivisuus
sielläkään	siellä + kään
pyykkiä	pyykki + ä
konepaja-	kone + paja-
La	La
vuorokaudestamme	vuoro + kaudestamme
Bédard	Bédard
näkyväksi	näkyvä + ksi
päätöksissä	päätö + ksissä
moton	mot + on
kanne	kanne
pitkäaikaiselle	pitkä + aikaiselle
mailleen	ma + illeen
tapahtuvassa	tapahtu + vassa
uhrina	uhri + na
yksiönsä	yksiö + nsä
kookas	kookas
mutavellissä	muta + vellissä
kirjallisina	kirjalli + sina
perille	perille
15-18	15-18
saatuani	saa + tuani
loppuessa	loppu + essa
kourallisen	kouralli + sen
ongelmille	ongelm + ille
pelkkää	pelkkä + ä
fleece-hupparissa	fleece + -hupparissa
tarkastajia	tarkastaj + ia
norsunluusta	norsun + luusta
liikenneonnettomuuksia	liikenne + onnettomuuksia
tanssitapahtuma	tanssi + tapahtuma
tuunattu	tuuna + ttu
laatukriteerit	laatu + kriteerit
palveluun	palvelu + un
keskusliiton	keskus + liiton
laihaa	laiha + a
Kansainliiton	Kansainliit + on
laskeneen	laske + neen
kasvuvauhti	kasvu + vauhti
haluaisivat	halu + aisivat
kesäyönä	kesä + yönä
suojahatut	suoja + hatut
