input	target
állhatatosban	állhatatos + ban
kutyaként	kutya + ként
diszpécserektől	diszpécser + ektől
Halla-aho	Halla-aho
kombinálna	kombinál + na
kelyhektől	ke + lyhektől
lovagoké	lovag + oké
kokijaryhmiä	kokija + ryhmiä
megterveztek	megtervez + tek
felrobbantott	felrobbant + ott
Rosesin	Roses + in
borzasszalak	borzas + szalak
csikóéi	csikó + éi
szobrászatokra	szobrászat + okra
taiteena	tai + teena
megtapsolnálak	megtapsol + nálak
ápolásiéi	ápolási + éi
helyenkéntieké	helyenkénti + eké
kotouttamisprosessin	kotouttamis + prosessin
palkkio	palkkio
felszínnel	felszín + nel
Ármint	Ármin + t
istutaan	istu + taan
átismétlés	átismét + lés
suositun	suosit + un
gránátalmáktól	gránátalmá + któl
hasnyálé	hasnyál + é
maapallon	maa + pallon
bokánk	boká + nk
olympiatuli	olympia + tuli
tuoleja	tuol + eja
kosteahkossa	kosteahko + ssa
korosztályba	korosztály + ba
kantasolututkimukseen	kanta + solututkimukseen
családtag	családtag
kontaktmásolatotok	kontaktmásolat + otok
társadalomtudósé	társadalomtudós + é
herätellä	herätellä
valmistamista	valmistami + sta
kimondhatatlanhoz	kimondhatatlan + hoz
Saint	Saint
voimaantulon	voimaan + tulon
brossnak	bross + nak
tuhansien	tuha + nsien
megismertetésekbe	megismertetés + ekbe
megbízzalak	megbíz + zalak
kesäyö	kesä + yö
jalkatilassa	jalka + tilassa
lainsäädännöstään	lain + säädännöstään
paikantamiseen	paikantami + seen
peruukit	peruuk + it
markkina-asema	markkina + -asema
rapistuva	rapistu + va
tweeteillä	tweet + eillä
perustui	perustu + i
pikák	piká + k
pelkkä	pelkkä
keitetty	keit + etty
szamovárban	szamovár + ban
lentoyhtiöitä	lento + yhtiöitä
laajaan	laaja + an
kämpän	kämp + än
sisämarkkinoiden	sisä + markkinoiden
kiitteli	kiit + teli
puolestani	puolesta + ni
kustannuksella	kustannu + ksella
iskolásoktól	iskolás + októl
Henibe	Heni + be
lainsäätäjät	lain + säätäjät
melankolikusról	melankolikus + ról
todistukset	todistu + kset
vertailua	vertailu + a
ismeri	ismer + i
sorsához	sorsá + hoz
myrskyä	myrsky + ä
legapróbbal	legapróbb + al
kerekdedet	kerekded + et
gójoknak	gój + oknak
monenlaisista	monenlai + sista
viheliäisen	viheliäi + sen
leszármazástanoknál	leszármazástan + oknál
metsänvartija	metsä + nvartija
liikenne	liikenne
levert	lever + t
käyttivät	käytt + ivät
lentohenkilökuntaa	lento + henkilökuntaa
finaali	finaali
nuoremmillekin	nuor + emmillekin
päällä	päällä
hukkunut	hukku + nut
EU-politiikan	EU + -politiikan
säärensä	säär + ensä
alanyiakból	alanyi + akból
Déli-óceánokról	Déli-óceán + okról
tekstiili-	tekstiili + -
pórékig	póré + kig
lettének	letté + nek
tyúkon	tyúk + on
parfét	parfé + t
Superettaniin	Superettan + iin
püspökségéi	püspökség + éi
köbcentiméterre	köbcentiméter + re
kylä	kylä
tutustumisen	tutustumi + sen
folyamért	folyam + ért
metsä	metsä
recepciónál	recepció + nál
beversz	bever + sz
deklinációké	deklináció + ké
ylioppilaskunnan	yli + oppilaskunnan
telíts	telít + s
szárnyhoz	szárny + hoz
értelműtől	értelmű + től
uskovat	usko + vat
pienemmässä	pien + emmässä
huzamé	huzam + é
annetut	an + netut
Yandex-hakukonetta	Yandex + -hakukonetta
burkába	burká + ba
teuraat	teura + at
főzőcskéig	főzőcské + ig
kestäneiden	kestä + neiden
innovatiivisia	innovatiivi + sia
Breivikin	Breivik + in
megadásnál	megadás + nál
mielenkiintoisesti	mielenkiintoisesti
uhkaa	uh + kaa
dómom	dóm + om
nenäliinoista	nenä + liinoista
Laurent	Laurent
irtjuk	irt + juk
szekretereid	szekreter + eid
biztosítéknál	biztosíték + nál
yrityksen	yrity + ksen
vadtyúkokká	vadtyúk + okká
lankesi	lan + kesi
hatvanakig	hatvan + akig
kuuluen	kuulu + en
tengelicekig	tengelic + ekig
szipogandó	szipog + andó
vihainen	vihainen
aikaa	aika + a
koktélokban	koktél + okban
päätellä	päätellä
weboldalaid	weboldal + aid
hyväkseni	hyväkseni
suhdeongelmiin	suhde + ongelmiin
porukassa	poruk + assa
pyöritelty	pyöritel + ty
materiaaleista	materiaal + eista
cinikussággá	cinikusság + gá
Adykig	Ady + kig
meininki	meininki
kansallislippu	kansallis + lippu
hevoin	hevo + in
Cold	Cold
jatkaessaan	jatka + essaan
äitien	äiti + en
főzőéi	főző + éi
elokehän	elo + kehän
ágytálakért	ágytál + akért
takin	tak + in
sejtfalnak	sejtfal + nak
szabályozott	szabályoz + ott
heverőktől	heverő + ktől
osumaan	osu + maan
alapfizetésem	alapfizetés + em
halásznyestekként	halásznyest + ekként
Krkan	Krka + n
mokaszinja	mokaszin + ja
Sándoraim	Sándor + aim
valuivat	valu + ivat
Andrisokként	Andris + okként
ellenvetnie	ellenvet + nie
telefonbeszélgetésé	telefonbeszélgetés + é
aspiriinin	aspiriini + n
megnyugodjon	megnyug + odjon
hágta	hág + ta
humuksesta	humu + ksesta
hoitohenkilökunnan	hoito + henkilökunnan
jäseneltä	jäsen + eltä
D19	D19
vérzékenyekbe	vérzékeny + ekbe
huomattavan	huomattava + n
szakértelemhez	szakértelem + hez
ilmakivääreitä	ilma + kivääreitä
korlátlannak	korlátlan + nak
faliórákra	faliórá + kra
mért	mér + t
engedelmességért	engedelmesség + ért
Polinéziát	Polinéziá + t
kulttuuritapahtumia	kulttuuri + tapahtumia
templomiakba	templomi + akba
kondenzátoré	kondenzátor + é
szólhat	szól + hat
kaikui	kaiku + i
testületekként	testület + ekként
aluevesirajansa	alue + vesirajansa
ruotsin	ruotsi + n
pätevä	pätevä
Yandexin	Yandex + in
D-eink	D + -eink
järkyttävää	järkyttävä + ä
halmazokért	halmaz + okért
valtuuskunta	valtuus + kunta
voitais	voi + tais
buszpályaudvaré	buszpályaudvar + é
zihálnák	zihál + nák
aamupalaa	aamu + palaa
kapea	kapea
bocsokig	bocs + okig
vényről	vény + ről
7000	7000
Apcig	Apc + ig
higanylámpába	higanylámpá + ba
arábiaiig	arábiai + ig
eurovaaliehdokkuuden	euro + vaaliehdokkuuden
berúgna	berúg + na
afgánhoz	afgán + hoz
olvasottól	olvasott + ól
kohdella	kohdella
lignintől	lignin + től
sminknél	smink + nél
polveutui	polveutu + i
tartózkodásit	tartózkodási + t
vánkosnak	vánkos + nak
tieteelle	tie + teelle
szülészekért	szülész + ekért
pyörittämää	pyörittä + mää
szűcsre	szűcs + re
liliomba	liliom + ba
nyirokrendszerért	nyirokrendszer + ért
fahéjfákig	fahéjfá + kig
Aphroditéitek	Aphrodité + itek
ujjongtatok	ujjong + tatok
teoksia	teo + ksia
verot	vero + t
bérelsz	bérel + sz
locsoltátok	locsol + tátok
ylpeys	ylpeys
együttérezz	együttérez + z
ICT	ICT
puhelinnumero	puhelin + numero
Heinola	Heinola
Ignácra	Ignác + ra
JLo	JLo
ózonlyukakról	ózonlyuk + akról
vakain	vaka + in
terveystieteiden	terveys + tieteiden
rágalmazandó	rágalmaz + andó
sílécetek	síléc + etek
Stadsparkissa	Stadspark + issa
nyersanyagokra	nyersanyag + okra
Bohémiára	Bohémiá + ra
alattiaknak	alatti + aknak
lomakkeella	lomak + keella
tuhkaa	tuhka + a
tükörszavunk	tükörsz + avunk
bencsolnia	bencsol + nia
varsinkin	varsinkin
mihranidi-dynastian	mihranidi + -dynastian
gipszkartonon	gipszkarton + on
olka-	olka + -
tullialue-	tulli + alue-
katteli	kat + teli
archiváljunk	archivál + junk
Diversification	Diversification
yhdisti	yhdist + i
bűntettből	bűntett + ből
liikkuvaa	liikku + vaa
surunaihe	suru + naihe
egészségiektől	egészségi + ektől
küszöd	küsz + öd
Kieseritzkyn	Kieseritzky + n
zárhatónál	zárható + nál
rapnak	rap + nak
toiveemme	toive + emme
főnöd	főn + öd
meteorológiánk	meteorológiá + nk
kokonaisuuksia	kokonaisuu + ksia
tisztelve	tisztel + ve
filmeseket	filmes + eket
vélelmeznénk	vélelmez + nénk
megszokotté	megszokott + é
vanhempana	vanh + empana
ohjeiden	ohje + iden
tejtermékünk	tejtermék + ünk
Vantaan	Vantaa + n
vekkerekre	vekker + ekre
szemöldökfán	szemöldökfá + n
vidékiekre	vidéki + ekre
apadunk	apad + unk
tanítsd	tanít + sd
3,7	3,7
teatteriin	teatteri + in
kérődztem	kérődz + tem
asiakirjat	asia + kirjat
Mobilin	Mobil + in
fiskálisakhoz	fiskális + akhoz
jegyzetelnék	jegyzetel + nék
tyypillisesti	tyypillisesti
Caro	Caro
ulkoiset	ulkoi + set
nehezítettétek	nehezít + ettétek
hangyáitok	hangyá + itok
omin	omin
reunamat	reunama + t
puu-	puu + -
anomáliáitok	anomáliá + itok
Déli-óceánjaid	Déli-óceán + jaid
lakta	lakta
eloon	elo + on
erednetek	ered + netek
összeegyeztethetetlennek	összeegyeztethetetlen + nek
közepesekért	közepes + ekért
jostakin	jo + stakin
öveznélek	övez + nélek
betakarítanotok	betakarít + anotok
Jordánért	Jordán + ért
alakertaan	ala + kertaan
apurahojen	apu + rahojen
töröknyeregtől	töröknyereg + től
fölfúvódtunk	fölfúvód + tunk
ragadozókból	ragadozó + kból
expresszeket	expressz + eket
lattialta	lattia + lta
voitoista	voit + oista
ehtoopuolelle	ehtoo + puolelle
kuolemia	kuolem + ia
jalkapalloilijaksi	jalka + palloilijaksi
rágókért	rágó + kért
rágalmunk	rágal + munk
ortopédiaiban	ortopédiai + ban
lebőgjelek	lebőg + jelek
hoitotyön	hoito + työn
aseistettuja	aseist + ettuja
kétszeresbe	kétszeres + be
állampolgárságokéi	állampolgárság + okéi
User	User
lacafacázva	lacafacáz + va
fizetőként	fizető + ként
järjestettävässä	järjest + ettävässä
miniluumutomaatteja	mini + luumutomaatteja
esztergályosokból	esztergályos + okból
rypyistä	ryp + yistä
tilaa	tila + a
turvaan	turva + an
koneen	kone + en
drogosaink	drogos + aink
inverzióktól	inverzió + któl
693	693
vacsoráználak	vacsoráz + nálak
katkennut	katke + nnut
rögzítsenek	rögzít + senek
zónában	zóná + ban
Palija	Pali + ja
megrendelésekből	megrendelés + ekből
lejátszva	lejátsz + va
verotusta	verotus + ta
tealevelekért	tealev + elekért
zsetonokra	zseton + okra
eristyneisyys	eristyneisyys
gyalutok	gyalu + tok
versenytárséi	versenytárs + éi
määräajassa	määrä + ajassa
varapuheenjohtajana	vara + puheenjohtajana
lähialueiden	lähi + alueiden
1999/468/EY	1999/468/EY
telkei	tel + kei
öleim	öl + eim
retweeteistä	retweet + eistä
príma	príma
perustetuissa	perust + etuissa
torokból	tor + okból
Szlovéniáért	Szlovéniá + ért
seurajohdon	seura + johdon
átrendezte	átrendez + te
pszichiátereknél	pszichiáter + eknél
lintuinfluenssaan	lintu + influenssaan
Rabbit	Rabbit
szekereink	szek + ereink
sivuainetta	sivu + ainetta
bencsolnánk	bencsol + nánk
humorokról	humor + okról
szénszálnál	szénszál + nál
konzerválásaid	konzerválás + aid
útpadkául	útpadká + ul
formációkon	formáció + kon
verolle	vero + lle
kansanedustajana	kansan + edustajana
puitedirektiiviä	puite + direktiiviä
tabuban	tabu + ban
öngyújtóért	öngyújtó + ért
tréningruhától	tréningruhá + tól
személyikről	személyi + kről
-ködsz	-köd + sz
voimakkaimpia	voimak + kaimpia
összetartoztatok	összetartoz + tatok
nagyanyámként	nagyanyám + ként
szivárványnak	szivárvány + nak
ünnepelsz	ünnepel + sz
csövekké	cs + övekké
tanácsadóknak	tanácsadó + knak
osuutena	osuu + tena
kätenikin	kä + tenikin
szóáradatból	szóáradat + ból
postád	postá + d
kompatibilisekkel	kompatibilis + ekkel
omistavani	omista + vani
värillä	väri + llä
Ilinyéi	Iliny + éi
keskinäisessä	keskinäi + sessä
maakunta	maa + kunta
hőmérsékletei	hőmérséklet + ei
elinaikana	elin + aikana
-dáljunk	-dál + junk
szinkronizáltátok	szinkronizál + tátok
Grammis-palkinnon	Grammis + -palkinnon
fortélyoskodnál	fortélyoskod + nál
csörgődobotok	csörgődob + otok
saapuneita	saapu + neita
keisariin	keisari + in
néprajzaink	néprajz + aink
ainetta	aine + tta
csökevényben	csökevény + ben
homokköve	homokk + öve
pystytimme	pystyt + imme
taistoja	taisto + ja
kávézókéi	kávézó + kéi
bántsak	bánt + sak
tudatlanhoz	tudatlan + hoz
obszervatóriumotok	obszervatórium + otok
USA:sta	USA + :sta
járványtaniakként	járványtani + akként
népszerűtlenségekként	népszerűtlenség + ekként
klipeké	klip + eké
oldalúak	oldalú + ak
olosuhteet	olo + suhteet
dollariin	dollari + in
romlékonyéi	romlékony + éi
neonéi	neon + éi
krédókba	krédó + kba
palatsi	palatsi
affin	affin
hadgyakorlaté	hadgyakorlat + é
avarsi	avar + si
liikenteestä	liiken + teestä
almanachon	almanach + on
baloldalnak	baloldal + nak
idealizáljanak	idealizál + janak
zsargonok	zsargon + ok
Sebőkön	Sebő + kön
körözni	köröz + ni
kancelláron	kancellár + on
ruháké	ruhá + ké
védőszentektől	védőszent + ektől
Platform	Platform
haragjaik	harag + jaik
eroottinen	eroottinen
IAEA	IAEA
vartyogják	vartyog + ják
kansallishymniä	kansallis + hymniä
EU:sta	EU + :sta
súlylökésekért	súlylökés + ekért
felhúzókötélnek	felhúzókötél + nek
heringből	hering + ből
víztané	víztan + é
megpróbáltatásaitok	megpróbáltatás + aitok
partiaké	parti + aké
restellném	restell + ném
huomataan	huomata + an
istutaan	istu + taan
sinusta	sin + usta
mérgeknél	mér + geknél
ködlámpából	ködlámpá + ból
tűzvédelmen	tűzvédel + men
látogathatót	látogatható + t
sáskának	sáská + nak
hermostuneet	hermostu + neet
englanniksi	englan + niksi
jógijaid	jógi + jaid
kansalaissodan	kansalais + sodan
tabuvá	tabu + vá
Romanovit	Romanov + it
kesästä	kesä + stä
rakenteista	raken + teista
élelmiszerboltjai	élelmiszerbolt + jai
egyből	egy + ből
pidemmältä	pi + demmältä
Barié	Bari + é
episztemológiák	episztemológiá + k
ajtósaktól	ajtós + aktól
könyöklőnél	könyöklő + nél
vetkőztetnünk	vetkőztet + nünk
päästöjä	päästö + jä
enimmäismäärät	enimmäis + määrät
hei-heit	hei-hei + t
tisztségviselőké	tisztségviselő + ké
raivoissaan	raivoissaan
likaisen	likai + sen
kehittäjänä	kehittäjä + nä
színpadnál	színpad + nál
koskien	kosk + ien
XXXXXXX	XXXXXXX
mielialalle	mieli + alalle
születettet	született + et
omalta	oma + lta
jako	jako
1907	1907
Indonesiaan	Indonesia + an
borongósakhoz	borongós + akhoz
varánuszaik	varánusz + aik
mámoroké	mámor + oké
ihmeeseen	ihme + eseen
muutoksenalainen	muuto + ksenalainen
restauroitu	restauroi + tu
Data	Data
csecsemőknél	csecsemő + knél
katsauksessaan	katsau + ksessaan
közöttiekig	közötti + ekig
cserélhetőre	cserélhető + re
macid	maci + d
lövedéktől	lövedék + től
kiinalainen	kiinalainen
Mikkelinsaarilla	Mikkelinsaar + illa
alávalókkal	alávaló + kkal
kaapelit	kaapeli + t
pääsyä	pääsy + ä
megrendezéstől	megrendezés + től
száguldottak	száguld + ottak
indukálniuk	indukál + niuk
esiintyy	esiinty + y
méltóságod	méltóság + od
tradícióhoz	tradíció + hoz
cseréphez	cserép + hez
indeksoitu	indeksoi + tu
rypsirehua	rypsi + rehua
aloilla	al + oilla
vastagbeled	vastagb + eled
végrendelkeztél	végrendelkez + tél
nytkään	nyt + kään
megváltoztatásnál	megváltoztatás + nál
Egyptiin	Egypti + in
ydinkysymys	ydin + kysymys
avoliitossa	avoliit + ossa
véletlenszerűvé	véletlenszerű + vé
varten	varten
szemöldökűből	szemöldökű + ből
lapítsátok	lapít + sátok
panaszba	panasz + ba
ajatteluakin	ajattelu + akin
arvoinen	arvoinen
EKP:n	EKP + :n
törvényeseket	törvényes + eket
zuhatagok	zuhatag + ok
tähtitieteen	tähti + tieteen
pályázatéi	pályázat + éi
pályaudvarai	pályaudvar + ai
gyermeknyelvben	gyermeknyelv + ben
ihmetellen	ihmetell + en
szájpadmandulákig	szájpadmandulá + kig
ajatuksiin	ajatu + ksiin
kulttuuriamme	kulttuuri + amme
villiéi	villi + éi
Bremptonissa	Brempton + issa
pullistuvan	pullistu + van
Roomasta	Rooma + sta
lámpagyújtogatótól	lámpagyújtogató + tól
aineistojen	aineisto + jen
pysynyt	pysy + nyt
edustajalta	edustaja + lta
tudósítja	tudósít + ja
kondánk	kondá + nk
röplabdáé	röplabdá + é
ohjeissa	ohje + issa
igyekszem	igyeksz + em
everstiluutnantiksi	eversti + luutnantiksi
raitamekollaan	raita + mekollaan
PK-35:n	PK-35 + :n
liplatti	liplatt + i
kausina	kausi + na
meghívná	meghív + ná
Zapatero	Zapatero
Bei	Bei
pappisoikeuksien	pappis + oikeuksien
hiekkasäkkivalleista	hiekka + säkkivalleista
nyrjähtelee	nyrjäh + telee
vanhaa	vanha + a
ölnélek	öl + nélek
publikál	publikál
italialaisten	italialai + sten
walesivel	walesi + vel
levelet	lev + elet
immobilizálnál	immobilizál + nál
evakuálnak	evakuál + nak
rankka	rankka
leskenlehtien	lesken + lehtien
harmincnyolcakként	harmincnyolc + akként
keltaisiin	keltai + siin
műballada	műballada
idegességeik	idegesség + eik
mosodákat	mosodá + kat
fürdőkbe	fürdő + kbe
könnyeznek	könnyez + nek
Sirolle	Siro + lle
kylpytakilla	kylpy + takilla
tehdä	tehdä
abszolutóriumaink	abszolutórium + aink
epehólyagoktól	epehólyag + októl
luokkansa	luokka + nsa
lucorum	lucorum
luottoluokitus	luotto + luokitus
kielioppia	kieli + oppia
precízbe	precíz + be
perlekedtek	perleked + tek
onomasztikából	onomasztiká + ból
liiallisen	liialli + sen
olohuoneeni	olo + huoneeni
balesetveszélyed	balesetveszély + ed
nyarakig	ny + arakig
trichológiához	trichológiá + hoz
lähtis	läht + is
ranskankielen	ranska + nkielen
ruoskii	ruoski + i
elettäkään	ele + ttäkään
totálokat	totál + okat
hihetőhöz	hihető + höz
Wikipedioiden	Wikipedi + oiden
palvella	palvella
síkokban	sík + okban
valotti	valott + i
könnyzacskóitok	könnyzacskó + itok
motorcsónak	motorcsónak
siivissä	sii + vissä
kokonaisia	kokonai + sia
tervezgetésből	tervezgetés + ből
márkáért	márká + ért
teásé	teás + é
rémekbe	rém + ekbe
bágyasztania	bágyaszt + ania
utánozhatatlané	utánozhatatlan + é
wilsonit	wilsoni + t
gömbiekhez	gömbi + ekhez
könnyeid	könny + eid
lopulla	lop + ulla
sterilizálásaim	sterilizálás + aim
adatátviteléi	adatátvitel + éi
hakuun	haku + un
julkisen	julki + sen
Latvian	Latvia + n
majréznánk	majréz + nánk
Hemi	Hemi
gyűrniük	gyűr + niük
mainostamisen	mainostami + sen
asennettu	asen + nettu
hitelessé	hiteles + sé
kuseskella	kuseskella
gyógyítanotok	gyógyít + anotok
csontrákoktól	csontrák + októl
csirkeszeletekéi	csirkeszelet + ekéi
maalarista	maalari + sta
ellipszilonból	ellipszilon + ból
századikaknál	századik + aknál
langennut	langennut
angolszászaik	angolszász + aik
világosodnom	világosod + nom
ensisijaisesti	ensi + sijaisesti
Hietasen	Hieta + sen
pääoman	pää + oman
44	44
természetbeniekben	természetbeni + ekben
eräitä	erä + itä
dezorganizálnátok	dezorganizál + nátok
institutionaalisen	institutionaali + sen
löydettävyyttä	löydettävyy + ttä
dohányzóasztalokba	dohányzóasztal + okba
életveszélyesekről	életveszélyes + ekről
közoktatásaink	közoktatás + aink
valokopio	valo + kopio
mäelle	mä + elle
Börs	Börs
teollistunut	teollistunut
mosolyért	mosoly + ért
vähääkään	vähääkään
Formula	Formula
taskustani	tasku + stani
sekavaan	sekava + an
sütőtököknél	sütőtök + öknél
neonba	neon + ba
nyitókig	nyitó + kig
régiekig	régi + ekig
üdvösségük	üdvösség + ük
reunalla	reuna + lla
suhahtaa	suhahtaa
vérveszteségeink	vérveszteség + eink
vásárlásaid	vásárlás + aid
Samsung	Samsung
despotáé	despotá + é
rekisterissä	rekisteri + ssä
elégtelenre	elégtelen + re
raha-aggregaatin	raha + -aggregaatin
pikkuopiskelijoiden	pikku + opiskelijoiden
Teiskosta	Teisko + sta
pyörii	pyöri + i
ikivanhasta	iki + vanhasta
kaipaamme	kai + paamme
säädyille	sää + dyille
keskiarvon	keski + arvon
megismertesselek	megismerte + sselek
sanotusti	sanotusti
hombárokban	hombár + okban
autokolarin	auto + kolarin
4.	4.
unohtuisimme	unohtu + isimme
alaktalanoknál	alaktalan + oknál
tieliikennettä	tie + liikennettä
sammakoiden	sammak + oiden
sadevettäkin	sade + vettäkin
citológiaiakon	citológiai + akon
lokalizálnálak	lokalizál + nálak
szájhősöm	szájhős + öm
amerikkalaisille	amerikkalai + sille
alueilta	alue + ilta
maródinak	maródi + nak
árvákról	árvá + król
lakájaid	lakáj + aid
méretben	méret + ben
rajoista	raj + oista
gondosakig	gondos + akig
faleveletek	falev + eletek
foltod	folt + od
felmondanák	felmond + anák
debreceninek	debreceni + nek
fysiikanpalkinto	fysiik + anpalkinto
macskakörömmé	macskaköröm + mé
gyógyhatásúnál	gyógyhatású + nál
amőbákká	amőbá + kká
gyűrnélek	gyűr + nélek
pikkuveljen	pikku + veljen
reflektorfényekből	reflektorfény + ekből
päivänselvään	päivän + selvään
etupuskuriin	etu + puskuriin
laitaan	laita + an
laitoin	lait + oin
exportálásai	exportálás + ai
patakvizekig	patakv + izekig
hiilidioksidia	hiili + dioksidia
miinukselle	miinu + kselle
viestintäministeri	viestintä + ministeri
antikra	antik + ra
kokeneetkaan	koke + neetkaan
hukkumisesta	hukkumi + sesta
hozzászólásokig	hozzászólás + okig
tehetséges	tehetséges
Excelről	Excel + ről
tutkimushenkilöitä	tutkimus + henkilöitä
kímélendő	kímél + endő
pojalle	po + jalle
moista	moi + sta
nyírfajdjaid	nyírfajd + jaid
ADS	ADS
Markku	Markku
televényért	televény + ért
gombából	gombá + ból
selvittämällä	selvittä + mällä
0,18	0,18
morzsákból	morzsá + kból
kuvaaminen	kuvaaminen
aljasabba	aljasabb + a
grafikusokért	grafikus + okért
honoráriumig	honorárium + ig
üpszilont	üpszilon + t
engedélyezni	engedélyez + ni
kertekre	kert + ekre
ennemmin	ennemmin
ruokakerma	ruoka + kerma
lebeszéljetek	lebeszél + jetek
településsel	település + sel
hímért	hím + ért
Rodrigues	Rodrigues
Tapiola-ryhmän	Tapiola + -ryhmän
taitojen	taito + jen
realizmusnak	realizmus + nak
keskelle	keskelle
Alpha-salissa	Alpha + -salissa
klompsuttaen	klompsutta + en
Westermarck	Westermarck
metsäyhtiö	metsä + yhtiö
suunnittelijana	suunnittelija + na
oroszakért	orosz + akért
nénikből	néni + kből
olijoita	olij + oita
csökönyöstől	csökönyös + től
csimpánzba	csimpánz + ba
öngyilkosnak	öngyilkos + nak
pomot	pomo + t
diszlexiánál	diszlexiá + nál
spanyolfalakban	spanyolfal + akban
empirizmusokról	empirizmus + okról
kustantamaan	kustanta + maan
aamutoimittajista	aamu + toimittajista
kotimarkkinoiden	koti + markkinoiden
kiegészítőbe	kiegészítő + be
suojelemisesta	suojelemi + sesta
Intercity-juna	Intercity + -juna
fájástól	fájás + tól
tiirailemista	tiirailemi + sta
Raatikon	Raatik + on
eihän	ei + hän
szokványokért	szokvány + okért
lejemül	lejem + ül
szenvedélybetegséggel	szenvedélybetegség + gel
näemmä	näemmä
vastaisesti	vastaisesti
drákói	drákói
Lemieux	Lemieux
tornista	torni + sta
káoszokká	káosz + okká
Logistics	Logistics
Front	Front
olvasod	olvas + od
suosii	suosi + i
vanhuksille	vanhu + ksille
lakkaamaan	lak + kaamaan
üzemképesre	üzemképes + re
peittelevät	peit + televät
horrorrá	horror + rá
féltékenysége	féltékenység + e
arjesta	ar + jesta
perille	perille
bárkaként	bárka + ként
vegyesúszásban	vegyesúszás + ban
tavis	tavis
tartózkodásra	tartózkodás + ra
kutyaszánhoz	kutyaszán + hoz
3.5	3.5
toimistoluolakarhu	toimisto + luolakarhu
parkírozott	parkíroz + ott
Ykin	Yki + n
suurempi	suur + empi
Prágáéi	Prágá + éi
cáfolandó	cáfol + andó
erottuvat	erottu + vat
virkosi	vir + kosi
uszítaná	uszít + aná
mennyországokkal	mennyország + okkal
sajtófotóba	sajtófotó + ba
asetettiin	aset + ettiin
UV-kről	UV + -kről
testamentumokhoz	testamentum + okhoz
komplikációért	komplikáció + ért
mahdollistaa	mahdollistaa
szerkesztőtől	szerkesztő + től
varázsolva	varázsol + va
udvariasként	udvarias + ként
nácikért	náci + kért
Theodoor	Theodoor
dutyikból	dutyi + kból
Panasoniciin	Panasonic + iin
számítástechnikákba	számítástechniká + kba
doktornő	doktornő
puihin	pu + ihin
ujjbegyéi	ujjbegy + éi
katua	katua
synnytyskanavaksi	synnytys + kanavaksi
fagyasztjátok	fagyaszt + játok
megérintette	megérint + ette
muistelen	muistel + en
házasoké	házas + oké
gyöngyként	gyöngy + ként
omahyväinen	oma + hyväinen
műkorcsolyázásaitok	műkorcsolyázás + aitok
89	89
kísértettetek	kísért + ettetek
kimppuun	kimppuun
zendüléseim	zendülés + eim
váltakozz	váltakoz + z
penésszel	penés + szel
Pajusen	Paju + sen
muuttuu	muuttu + u
poharaink	poh + araink
lefoglalásokról	lefoglalás + okról
practitioners	practitioners
mystifioinut	mystifioi + nut
kohta	kohta
sakkmesterre	sakkmester + re
hyväksytään	hyväksy + tään
szempillafesték	szempillafesték
felháborítaniuk	felháborít + aniuk
tuomitsemme	tuomi + tsemme
sajtóból	sajtó + ból
kakasviadalaid	kakasviadal + aid
tévhitektől	tévhit + ektől
tigrisre	tigris + re
kastanjan	kastanja + n
yksilöitä	yksilö + itä
jakeluketjun	jakelu + ketjun
kokevat	koke + vat
keskuspankkien	keskus + pankkien
sértegetőt	sértegető + t
näet	nä + et
yksikönpäällikkö	yksik + önpäällikkö
Nagylózsért	Nagylózs + ért
kenraaliluutnantti	kenraali + luutnantti
főzőkanalam	főzőkan + alam
kielloilla	kiel + loilla
köszönetig	köszönet + ig
logistiikka-alan	logistiikka + -alan
zsenin	zseni + n
rakastin	rakast + in
humanistinen	humanistinen
sekosi	se + kosi
cenzúráról	cenzúrá + ról
tiiviimmin	tiivii + mmin
vonként	von + ként
bambarától	bambará + tól
hívókártyán	hívókártyá + n
turisteille	turist + eille
kétségbeesetteké	kétségbeesett + eké
szadistáig	szadistá + ig
eréllyel	erél + lyel
läheistä	lähei + stä
masinává	masiná + vá
locsoltatok	locsol + tatok
varrjanak	varr + janak
kokenut	koke + nut
kerättiin	kerä + ttiin
integessünk	intege + ssünk
huippuosaaja	huippu + osaaja
hallitsi	halli + tsi
mikrohullám	mikrohullám
bejáratok	bejárat + ok
valtaannousu	valtaannousu
poliittisten	poliitti + sten
mustapippurirouhetta	mustapippuri + rouhetta
teológusaink	teológus + aink
taxisäätöjen	ta + xisäätöjen
ainesosien	aines + osien
palettákból	palettá + kból
suunnitelmissa	suunnitelm + issa
läpihuutojuttu	läpi + huutojuttu
parallaxissá	parallaxis + sá
közbeszerzésetek	közbeszerzés + etek
toteutetun	toteut + etun
vívásai	vívás + ai
yhtyeeseen	yhtye + eseen
rumia	rum + ia
episztemológiából	episztemológiá + ból
szociológiáid	szociológiá + id
ösztönösekéi	ösztönös + ekéi
csúsztatásoktól	csúsztatás + októl
BRIC-maissa	BRIC + -maissa
turnauksessa	turnau + ksessa
-edezünk	-edez + ünk
oteta	ot + eta
laikusakhoz	laikus + akhoz
Hivataltól	Hivatal + tól
kansa	kansa
CEDAW	CEDAW
pienemmät	pien + emmät
lempeitä	lempe + itä
fotoszintézisen	fotoszintézis + en
syvimmät	syv + immät
työelämäläheisyys	työ + elämäläheisyys
turkin	turk + in
